Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated,Team_Rank,Made_Playoffs
Shareef Abdur-Rahim,VAN,82.0,39.3,7.2,15.6,0.465,0.4,0.302,6.9,0.478,0.477,5.4,6.7,0.809,2.7,7.4,10.1,3.3,1.1,1.1,3.0,20.3,1999-00,0.55,0.28,0,30,0
Elton Brand,CHI,81.0,37.0,7.8,16.1,0.482,0.0,0.0,7.8,0.483,0.482,4.5,6.6,0.685,4.3,5.7,10.0,1.9,0.8,1.6,2.8,20.1,1999-00,0.53,0.26,0,32,0
Eddie Jones,CHH,72.0,39.0,6.6,15.5,0.427,1.8,0.375,4.9,0.45,0.484,5.0,5.8,0.864,1.1,3.6,4.8,4.2,2.7,0.7,2.2,20.1,1999-00,0.56,0.29,0,15,1
Allan Houston,NYK,82.0,38.6,7.5,15.5,0.483,1.3,0.436,6.2,0.494,0.525,3.4,4.1,0.838,0.5,2.8,3.3,2.7,0.8,0.2,2.3,19.7,1999-00,0.57,0.19,0,12,1
Antawn Jamison,GSW,43.0,36.2,8.3,17.6,0.471,0.0,0.286,8.2,0.473,0.472,3.0,4.8,0.611,4.0,4.3,8.3,2.1,0.7,0.3,2.6,19.6,1999-00,0.5,0.4,0,31,0
Paul Pierce,BOS,73.0,35.4,6.7,15.1,0.442,1.3,0.343,5.3,0.476,0.486,4.9,6.2,0.798,1.1,4.3,5.4,3.0,2.1,0.8,2.4,19.5,1999-00,0.55,0.26,0,24,0
Isaiah Rider,ATL,60.0,34.7,7.5,17.9,0.419,0.9,0.311,6.6,0.441,0.445,3.4,4.3,0.785,1.1,3.3,4.3,3.7,0.7,0.1,2.8,19.3,1999-00,0.49,0.23,0,29,0
Keith Van Horn,NJN,80.0,34.8,7.0,15.7,0.445,1.1,0.368,5.9,0.462,0.478,4.2,4.9,0.847,2.5,6.0,8.5,2.0,0.8,0.8,3.1,19.2,1999-00,0.54,0.24,0,27,0
Antonio McDyess,DEN,81.0,33.3,7.6,15.0,0.507,0.0,0.0,7.6,0.508,0.507,4.0,6.4,0.626,2.9,5.6,8.5,2.0,0.9,1.7,2.8,19.1,1999-00,0.54,0.24,0,23,0
Sam Cassell,MIL,81.0,35.8,6.7,14.4,0.466,0.3,0.289,6.4,0.481,0.477,4.8,5.5,0.876,0.9,2.9,3.7,9.0,1.3,0.1,3.3,18.6,1999-00,0.55,0.26,0,19,1
Latrell Sprewell,NYK,82.0,40.0,6.9,15.9,0.435,0.5,0.346,6.4,0.445,0.452,4.2,4.8,0.866,0.6,3.7,4.3,4.0,1.3,0.3,2.8,18.6,1999-00,0.52,0.2,0,12,1
Clifford Robinson,PHO,80.0,35.5,6.6,14.3,0.464,1.5,0.37,5.1,0.501,0.517,3.7,4.8,0.782,1.3,3.2,4.5,2.8,1.1,0.8,2.1,18.5,1999-00,0.56,0.21,0,9,1
Michael Dickerson,VAN,82.0,37.8,6.8,15.5,0.436,1.5,0.409,5.3,0.444,0.483,3.3,4.0,0.83,1.0,2.5,3.4,2.5,1.4,0.5,2.0,18.2,1999-00,0.53,0.18,0,30,0
Jalen Rose,IND,80.0,37.2,7.0,15.0,0.471,1.0,0.393,6.1,0.486,0.503,3.2,3.8,0.827,0.5,4.3,4.8,4.0,1.1,0.6,2.4,18.2,1999-00,0.55,0.22,0,7,1
Reggie Miller,IND,81.0,36.9,5.8,12.9,0.448,2.0,0.408,3.7,0.473,0.527,4.6,5.0,0.919,0.6,2.3,3.0,2.3,1.0,0.3,1.6,18.1,1999-00,0.6,0.19,0,7,1
Steve Francis,HOU,77.0,36.1,6.5,14.5,0.445,1.4,0.345,5.1,0.483,0.493,3.7,4.7,0.786,2.0,3.3,5.3,6.6,1.5,0.4,4.0,18.0,1999-00,0.54,0.24,0,25,0
Shawn Kemp,CLE,82.0,30.4,5.9,14.1,0.417,0.0,0.333,5.9,0.418,0.418,6.0,7.7,0.776,2.8,6.0,8.8,1.7,1.2,1.2,3.5,17.8,1999-00,0.51,0.21,1,26,0
David Robinson,SAS,80.0,32.0,6.6,12.9,0.512,0.0,0.0,6.6,0.513,0.512,4.6,6.4,0.726,2.4,7.2,9.6,1.8,1.2,2.3,2.1,17.8,1999-00,0.57,0.28,1,10,1
Jamal Mashburn,MIA,76.0,37.2,6.8,15.2,0.445,1.5,0.403,5.3,0.458,0.493,2.4,3.1,0.778,0.8,4.2,5.0,3.9,1.0,0.2,2.4,17.5,1999-00,0.53,0.21,0,11,1
Dirk Nowitzki,DAL,82.0,35.8,6.3,13.6,0.461,1.4,0.379,4.9,0.491,0.513,3.5,4.2,0.83,1.2,5.2,6.5,2.5,0.8,0.8,1.7,17.5,1999-00,0.57,0.22,0,22,0
Mitch Richmond,WAS,74.0,32.4,6.0,14.2,0.426,1.3,0.386,4.8,0.438,0.47,4.0,4.6,0.876,0.5,2.4,2.9,2.5,1.5,0.2,2.1,17.4,1999-00,0.54,0.18,0,28,0
Terrell Brandon,MIN,71.0,36.4,6.8,14.7,0.466,0.7,0.402,6.1,0.476,0.492,2.6,2.9,0.899,0.6,2.7,3.4,8.9,1.9,0.4,2.6,17.1,1999-00,0.54,0.29,0,13,1
Maurice Taylor,LAC,62.0,35.9,7.4,15.9,0.464,0.0,0.125,7.4,0.466,0.464,2.3,3.2,0.711,1.5,4.9,6.5,1.6,0.8,0.8,2.7,17.1,1999-00,0.49,0.24,0,33,0
Ron Mercer,2TM,68.0,35.0,6.8,15.9,0.426,0.2,0.313,6.5,0.431,0.433,3.1,4.0,0.789,0.9,2.7,3.7,2.3,1.1,0.3,2.2,16.9,1999-00,0.48,0.18,0,-1,0
Derek Anderson,LAC,64.0,34.4,5.9,13.4,0.438,0.9,0.309,5.0,0.472,0.47,4.2,4.8,0.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,16.9,1999-00,0.54,0.24,0,33,0
Anfernee Hardaway,PHO,60.0,37.6,6.3,13.3,0.474,0.6,0.324,5.8,0.496,0.494,3.8,4.8,0.79,1.5,4.3,5.8,5.3,1.6,0.6,2.6,16.9,1999-00,0.55,0.33,1,9,1
Derrick Coleman,CHH,74.0,31.7,6.0,13.2,0.456,0.7,0.362,5.3,0.471,0.482,4.0,5.1,0.785,1.7,6.9,8.5,2.4,0.5,1.8,2.3,16.7,1999-00,0.54,0.26,0,15,1
Jim Jackson,ATL,79.0,35.0,6.4,15.6,0.411,1.5,0.386,4.9,0.418,0.458,2.4,2.7,0.877,1.3,3.7,5.0,2.9,0.7,0.1,2.3,16.7,1999-00,0.5,0.17,0,29,0
Vin Baker,SEA,79.0,36.1,6.5,14.3,0.455,0.0,0.25,6.5,0.457,0.456,3.6,5.2,0.682,2.9,4.8,7.7,1.9,0.6,0.8,2.7,16.6,1999-00,0.5,0.2,0,16,1
Cedric Ceballos,DAL,69.0,29.9,6.5,14.5,0.446,0.6,0.328,5.8,0.464,0.468,3.0,3.6,0.843,2.5,4.2,6.7,1.3,0.8,0.3,1.8,16.6,1999-00,0.52,0.22,0,22,0
Lamar Odom,LAC,76.0,36.4,5.9,13.5,0.438,0.8,0.36,5.1,0.453,0.467,4.0,5.5,0.719,2.1,5.7,7.8,4.2,1.2,1.3,3.4,16.6,1999-00,0.52,0.24,0,33,0
Rasheed Wallace,POR,81.0,35.1,6.7,12.9,0.519,0.1,0.16,6.6,0.537,0.522,2.9,4.1,0.704,1.6,5.4,7.0,1.8,1.1,1.3,1.9,16.4,1999-00,0.56,0.23,1,6,1
Darrell Armstrong,ORL,82.0,31.6,5.9,13.6,0.433,1.7,0.34,4.2,0.485,0.494,2.7,3.0,0.911,0.8,2.5,3.3,6.1,2.1,0.1,3.0,16.2,1999-00,0.54,0.2,1,21,0
Chris Mills,GSW,20.0,32.5,6.2,14.6,0.421,0.4,0.267,5.8,0.439,0.435,3.4,4.2,0.81,2.3,3.9,6.2,2.4,0.9,0.2,1.3,16.1,1999-00,0.49,0.76,0,31,0
Nick Van Exel,DEN,79.0,37.3,6.0,15.4,0.39,1.7,0.332,4.3,0.419,0.445,2.5,3.0,0.817,0.4,3.5,3.9,9.0,0.9,0.1,2.8,16.1,1999-00,0.48,0.22,0,23,0
Lamond Murray,CLE,74.0,32.0,6.2,13.8,0.451,0.7,0.367,5.5,0.465,0.476,2.8,3.6,0.761,1.7,4.0,5.7,1.8,1.4,0.5,2.5,15.9,1999-00,0.52,0.19,0,26,0
Glen Rice,LAL,80.0,31.6,5.3,12.3,0.43,1.1,0.367,4.2,0.449,0.472,4.3,5.0,0.874,0.7,3.4,4.1,2.2,0.6,0.2,1.4,15.9,1999-00,0.55,0.17,0,5,1
Cuttino Mobley,HOU,81.0,30.8,5.4,12.5,0.43,1.3,0.356,4.1,0.46,0.481,3.7,4.4,0.847,0.7,2.8,3.6,2.6,1.1,0.4,2.3,15.8,1999-00,0.55,0.17,0,25,0
Tracy McGrady,TOR,79.0,31.2,5.8,12.9,0.451,0.2,0.277,5.6,0.463,0.46,3.5,5.0,0.707,2.4,4.0,6.3,3.3,1.1,1.9,2.0,15.4,1999-00,0.51,0.22,0,17,1
Larry Hughes,2TM,82.0,28.3,5.6,14.0,0.4,0.4,0.232,5.2,0.421,0.413,3.4,4.6,0.74,1.4,2.9,4.3,2.5,1.4,0.3,2.4,15.0,1999-00,0.47,0.14,0,-1,0
Patrick Ewing,NYK,62.0,32.8,5.8,12.5,0.466,0.0,0.0,5.8,0.467,0.466,3.3,4.6,0.731,2.3,7.5,9.7,0.9,0.6,1.4,2.3,15.0,1999-00,0.52,0.28,0,12,1
Juwan Howard,WAS,82.0,35.5,6.2,13.5,0.459,0.0,0.0,6.2,0.462,0.459,2.5,3.4,0.735,1.6,4.1,5.7,3.0,0.8,0.3,2.7,14.9,1999-00,0.5,0.17,0,28,0
Steve Smith,POR,82.0,32.8,5.1,11.0,0.467,1.2,0.398,4.0,0.492,0.52,3.5,4.1,0.85,1.5,2.3,3.8,2.5,0.9,0.4,1.4,14.9,1999-00,0.58,0.18,1,6,1
Toni Kukoč,2TM,56.0,31.9,5.3,13.0,0.408,0.8,0.262,4.5,0.452,0.438,3.4,4.7,0.725,1.3,3.5,4.9,4.7,1.4,0.5,2.6,14.8,1999-00,0.49,0.26,0,-1,0
Charles Barkley,HOU,20.0,31.0,5.3,11.1,0.477,0.3,0.231,5.0,0.51,0.491,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,14.5,1999-00,0.54,0.96,0,25,0
Mike Bibby,VAN,82.0,38.5,5.6,12.6,0.445,0.9,0.363,4.7,0.466,0.483,2.4,3.0,0.78,0.9,2.8,3.7,8.1,1.6,0.2,3.0,14.5,1999-00,0.52,0.21,0,30,0
Jason Kidd,PHO,67.0,39.0,5.2,12.8,0.409,0.8,0.337,4.4,0.427,0.442,3.0,3.7,0.829,1.4,5.8,7.2,10.1,2.0,0.4,3.4,14.3,1999-00,0.5,0.33,1,9,1
Donyell Marshall,GSW,64.0,32.4,5.2,13.1,0.394,0.8,0.355,4.4,0.402,0.423,3.1,4.0,0.78,3.0,7.0,10.0,2.6,1.1,1.1,1.9,14.2,1999-00,0.48,0.29,0,31,0
Bryon Russell,UTA,82.0,35.4,5.0,11.1,0.446,1.3,0.396,3.7,0.467,0.504,2.9,3.9,0.75,1.2,4.0,5.2,1.9,1.6,0.3,1.2,14.1,1999-00,0.55,0.18,0,8,1
Kenny Anderson,BOS,82.0,31.6,5.3,12.0,0.44,1.0,0.386,4.3,0.456,0.483,2.4,3.1,0.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,14.0,1999-00,0.52,0.18,0,24,0
John Starks,2TM,37.0,32.2,5.5,14.6,0.375,1.6,0.345,3.9,0.388,0.429,1.4,1.6,0.847,0.3,2.5,2.7,4.9,1.1,0.1,1.8,13.9,1999-00,0.45,0.31,0,-1,0
Rodney Rogers,PHO,82.0,27.9,5.2,10.7,0.486,1.4,0.439,3.8,0.506,0.551,1.9,3.0,0.639,1.7,3.8,5.5,2.1,1.1,0.6,2.0,13.8,1999-00,0.57,0.18,0,9,1
Bob Sura,CLE,73.0,30.4,4.9,11.2,0.437,1.7,0.367,3.2,0.484,0.512,2.4,3.4,0.697,0.7,3.3,3.9,3.9,1.2,0.3,2.0,13.8,1999-00,0.54,0.19,0,26,0
Tom Gugliotta,PHO,54.0,32.7,5.7,11.9,0.481,0.0,0.125,5.7,0.485,0.481,2.2,2.8,0.775,2.6,5.3,7.9,2.3,1.5,0.6,2.0,13.7,1999-00,0.52,0.32,0,9,1
Gary Trent,DAL,11.0,27.4,6.4,12.9,0.493,0.0,0.0,6.4,0.5,0.493,1.0,1.9,0.524,1.8,2.9,4.7,2.0,0.7,0.3,2.3,13.7,1999-00,0.5,1.06,0,22,0
Bobby Phills,CHH,28.0,29.5,5.4,12.0,0.454,1.1,0.33,4.4,0.5,0.499,1.7,2.3,0.723,0.6,1.9,2.5,2.8,1.5,0.3,1.7,13.6,1999-00,0.52,0.42,0,15,1
David Wesley,CHH,82.0,33.7,5.0,11.6,0.426,1.1,0.355,3.9,0.451,0.472,2.6,3.4,0.778,0.5,2.3,2.7,5.6,1.3,0.1,1.9,13.6,1999-00,0.52,0.17,0,15,1
Tim Hardaway,MIA,52.0,32.2,4.7,12.3,0.386,1.8,0.367,2.9,0.398,0.459,2.1,2.6,0.827,0.5,2.4,2.9,7.4,0.9,0.1,2.3,13.4,1999-00,0.5,0.28,0,11,1
Tyrone Nesby,LAC,73.0,31.7,5.0,12.5,0.398,1.3,0.335,3.7,0.426,0.449,2.1,2.6,0.791,1.1,2.6,3.8,1.7,1.0,0.4,1.4,13.3,1999-00,0.49,0.15,0,33,0
Alan Henderson,ATL,82.0,33.8,5.2,11.3,0.461,0.0,0.1,5.2,0.465,0.462,2.7,4.1,0.671,3.2,3.7,7.0,0.9,1.0,0.7,1.7,13.2,1999-00,0.5,0.17,0,29,0
Kendall Gill,NJN,76.0,31.0,5.2,12.6,0.414,0.3,0.256,4.9,0.428,0.425,2.4,3.4,0.71,1.1,2.6,3.7,2.8,1.8,0.5,1.2,13.1,1999-00,0.46,0.16,0,27,0
Othella Harrington,VAN,82.0,32.6,5.1,10.1,0.506,0.0,0.0,5.1,0.507,0.506,2.9,3.6,0.792,2.4,4.5,6.9,1.2,0.4,0.7,2.6,13.1,1999-00,0.56,0.17,0,30,0
Kerry Kittles,NJN,62.0,30.6,4.9,11.3,0.437,1.5,0.4,3.4,0.456,0.506,1.6,2.0,0.795,0.7,2.9,3.6,2.3,1.3,0.3,0.9,13.0,1999-00,0.53,0.21,0,27,0
Rik Smits,IND,79.0,23.4,5.5,11.3,0.484,0.0,0.0,5.5,0.485,0.484,2.0,2.7,0.739,1.2,3.9,5.1,1.1,0.3,1.3,1.4,12.9,1999-00,0.52,0.16,0,7,1
Erick Strickland,DAL,68.0,29.8,4.6,10.7,0.433,1.1,0.392,3.6,0.447,0.483,2.4,2.9,0.831,1.0,3.7,4.8,3.1,1.5,0.2,1.5,12.8,1999-00,0.53,0.21,0,22,0
Elden Campbell,CHH,78.0,32.5,4.7,10.6,0.446,0.0,0.0,4.7,0.45,0.446,3.2,4.6,0.69,2.2,5.4,7.6,1.7,0.7,1.9,1.6,12.7,1999-00,0.5,0.2,0,15,1
Lindsey Hunter,DET,82.0,35.6,4.6,10.9,0.425,2.0,0.432,2.6,0.419,0.519,1.4,1.9,0.76,0.4,2.6,3.0,4.0,1.6,0.3,1.8,12.7,1999-00,0.54,0.16,0,20,1
Rod Strickland,WAS,69.0,31.7,4.7,11.0,0.429,0.0,0.048,4.7,0.44,0.43,3.1,4.4,0.702,1.1,2.7,3.8,7.5,1.4,0.3,2.7,12.6,1999-00,0.49,0.22,0,28,0
Scottie Pippen,POR,82.0,33.5,4.7,10.5,0.451,1.0,0.327,3.7,0.506,0.501,2.0,2.7,0.717,1.4,4.9,6.3,5.0,1.4,0.5,2.5,12.5,1999-00,0.53,0.2,0,6,1
Damon Stoudamire,POR,78.0,30.4,4.9,11.5,0.432,1.0,0.377,3.9,0.449,0.477,1.6,1.9,0.841,0.8,2.3,3.1,5.2,1.0,0.0,1.9,12.5,1999-00,0.51,0.17,0,6,1
Doug Christie,TOR,73.0,31.0,4.3,10.5,0.407,1.4,0.36,2.9,0.434,0.472,2.5,3.0,0.843,0.9,3.0,3.9,4.4,1.4,0.6,2.0,12.4,1999-00,0.52,0.19,0,17,1
Jeff Hornacek,UTA,77.0,27.7,4.6,9.5,0.492,0.9,0.478,3.8,0.495,0.537,2.2,2.3,0.95,0.6,1.7,2.4,2.6,0.9,0.2,1.5,12.4,1999-00,0.59,0.16,0,8,1
Raef LaFrentz,DEN,81.0,30.1,4.8,10.9,0.446,0.7,0.328,4.1,0.477,0.48,2.0,2.9,0.686,2.1,5.8,7.9,1.2,0.5,2.2,1.2,12.4,1999-00,0.51,0.2,0,23,0
Shandon Anderson,HOU,82.0,32.9,4.5,9.5,0.473,1.0,0.351,3.5,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,12.3,1999-00,0.57,0.16,0,25,0
Vlade Divac,SAC,82.0,29.0,4.7,9.3,0.503,0.1,0.269,4.6,0.511,0.507,2.8,4.1,0.691,2.1,5.9,8.0,3.0,1.3,1.3,2.3,12.3,1999-00,0.55,0.22,0,18,1
Jason Williams,SAC,81.0,34.1,4.5,12.0,0.373,1.8,0.287,2.7,0.466,0.448,1.6,2.1,0.753,0.3,2.6,2.8,7.3,1.4,0.1,3.7,12.3,1999-00,0.48,0.15,0,18,1
Christian Laettner,DET,82.0,29.8,4.6,9.8,0.473,0.1,0.292,4.5,0.479,0.478,2.9,3.6,0.812,2.1,4.6,6.7,2.3,1.0,0.5,2.3,12.2,1999-00,0.54,0.18,0,20,1
John Stockton,UTA,82.0,29.7,4.4,8.8,0.501,0.5,0.355,3.9,0.53,0.53,2.7,3.1,0.86,0.5,2.1,2.6,8.6,1.7,0.2,2.2,12.1,1999-00,0.6,0.22,0,8,1
Jason Caffey,GSW,71.0,30.4,4.5,9.5,0.479,0.0,0.0,4.5,0.48,0.479,2.9,4.9,0.597,2.7,4.1,6.8,1.7,0.9,0.3,2.4,12.0,1999-00,0.51,0.17,0,31,0
Tyrone Hill,PHI,68.0,31.7,4.7,9.6,0.485,0.0,0.0,4.7,0.485,0.485,2.6,3.8,0.691,3.2,6.0,9.2,0.8,0.9,0.4,1.8,12.0,1999-00,0.53,0.23,0,14,1
Metta World Peace,CHI,72.0,31.1,4.3,10.5,0.407,0.8,0.314,3.5,0.438,0.447,2.6,3.9,0.674,0.9,3.4,4.3,2.8,1.7,0.5,2.3,12.0,1999-00,0.49,0.16,0,32,0
Chris Gatling,2TM,85.0,21.3,4.3,9.4,0.455,0.2,0.257,4.1,0.474,0.466,3.1,4.4,0.713,1.8,4.1,5.9,0.8,1.0,0.3,2.0,11.9,1999-00,0.52,0.14,0,-1,0
Voshon Lenard,MIA,53.0,27.1,4.3,10.6,0.407,1.7,0.39,2.6,0.419,0.487,1.6,2.0,0.792,0.7,2.2,2.9,2.6,0.8,0.3,1.5,11.9,1999-00,0.52,0.19,0,11,1
Theo Ratliff,PHI,57.0,31.5,4.3,8.6,0.503,0.0,,4.3,0.503,0.503,3.2,4.1,0.771,2.5,5.2,7.6,0.6,0.6,3.0,1.9,11.9,1999-00,0.57,0.29,0,14,1
Peja Stojaković,SAC,74.0,23.6,4.3,9.7,0.448,1.4,0.375,3.0,0.491,0.517,1.8,2.1,0.882,1.0,2.7,3.7,1.4,0.7,0.1,1.2,11.9,1999-00,0.56,0.15,0,18,1
Brent Barry,SEA,80.0,34.1,4.1,8.8,0.463,2.1,0.411,2.0,0.529,0.579,1.6,2.0,0.809,0.6,4.0,4.7,3.6,1.3,0.4,1.8,11.8,1999-00,0.61,0.19,0,16,1
Arvydas Sabonis,POR,66.0,25.6,4.6,9.1,0.505,0.1,0.368,4.5,0.509,0.511,2.5,3.0,0.843,1.5,6.3,7.8,1.8,0.7,1.2,1.5,11.8,1999-00,0.57,0.25,1,6,1
Tim Thomas,MIL,80.0,26.2,4.3,9.4,0.461,0.8,0.346,3.6,0.497,0.503,2.4,3.0,0.774,1.3,2.9,4.2,1.4,0.7,0.4,1.6,11.8,1999-00,0.55,0.14,0,19,1
Anthony Mason,CHH,82.0,38.2,3.9,8.1,0.48,0.0,0.0,3.9,0.48,0.48,3.8,5.1,0.746,1.8,6.8,8.5,4.5,0.9,0.4,2.0,11.6,1999-00,0.56,0.22,0,15,1
Ruben Patterson,SEA,81.0,25.9,4.4,8.2,0.536,0.1,0.444,4.2,0.539,0.545,2.7,4.0,0.692,2.7,2.7,5.4,1.6,1.2,0.5,1.8,11.6,1999-00,0.58,0.17,0,16,1
Wally Szczerbiak,MIN,73.0,29.7,4.7,9.2,0.511,0.4,0.359,4.3,0.531,0.532,1.8,2.2,0.826,1.2,2.5,3.7,2.8,0.8,0.3,1.1,11.6,1999-00,0.57,0.18,0,13,1
Antonio Davis,TOR,79.0,31.4,4.0,9.0,0.44,0.0,,4.0,0.44,0.44,3.6,4.7,0.765,3.0,5.8,8.8,1.3,0.5,1.3,1.5,11.5,1999-00,0.52,0.2,0,17,1
Dikembe Mutombo,ATL,82.0,36.4,3.9,7.0,0.562,0.0,,3.9,0.562,0.562,3.6,5.1,0.708,3.7,10.4,14.1,1.3,0.3,3.3,2.1,11.5,1999-00,0.62,0.29,0,29,0
Tariq Abdul-Wahad,2TM,61.0,25.9,4.5,10.6,0.424,0.0,0.13,4.4,0.435,0.426,2.4,3.2,0.756,1.7,3.1,4.8,1.6,1.0,0.5,1.7,11.4,1999-00,0.47,0.18,0,-1,0
Mookie Blaylock,GSW,73.0,33.7,4.5,11.5,0.391,1.4,0.336,3.1,0.422,0.451,0.9,1.3,0.705,0.8,2.9,3.7,6.7,2.0,0.3,2.0,11.3,1999-00,0.47,0.2,0,31,0
Malik Sealy,MIN,82.0,29.2,4.5,9.5,0.476,0.1,0.286,4.4,0.485,0.482,2.2,2.7,0.812,1.5,2.8,4.3,2.4,0.9,0.2,1.3,11.3,1999-00,0.53,0.15,0,13,1
Avery Johnson,SAS,82.0,31.4,4.9,10.4,0.473,0.0,0.111,4.9,0.477,0.474,1.4,1.9,0.735,0.4,1.5,1.9,6.0,0.9,0.2,1.7,11.2,1999-00,0.5,0.15,0,10,1
Andre Miller,CLE,82.0,25.5,4.1,9.2,0.449,0.1,0.204,4.0,0.466,0.456,2.8,3.6,0.774,1.0,2.4,3.4,5.8,1.0,0.2,2.0,11.1,1999-00,0.51,0.17,0,26,0
Vernon Maxwell,SEA,47.0,21.0,3.6,10.4,0.345,1.4,0.3,2.2,0.382,0.413,2.3,3.1,0.73,0.3,1.4,1.7,1.6,0.8,0.2,1.1,10.9,1999-00,0.46,0.14,0,16,1
Walt Williams,HOU,76.0,24.5,4.1,9.0,0.458,1.3,0.391,2.8,0.5,0.533,1.3,1.6,0.821,0.9,3.1,4.0,2.1,0.6,0.6,1.5,10.9,1999-00,0.56,0.15,0,25,0
Nick Anderson,SAC,72.0,29.1,4.3,10.9,0.391,1.8,0.332,2.4,0.452,0.476,0.5,1.1,0.487,1.2,3.6,4.7,1.7,1.3,0.2,1.3,10.8,1999-00,0.47,0.14,0,18,1
Larry Johnson,NYK,70.0,32.6,4.0,9.3,0.433,0.8,0.333,3.2,0.469,0.477,1.8,2.4,0.766,1.2,4.2,5.4,2.5,0.6,0.1,1.3,10.7,1999-00,0.52,0.17,0,12,1
