Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Sam Perkins,DAL,76.0,35.1,5.7,11.6,0.493,0.1,0.214,5.6,0.502,0.496,4.3,5.6,0.778,2.8,4.8,7.5,2.3,1.2,0.8,1.9,15.9,1989-90,22,0.57,0.24,0
Dennis Hopson,NJN,79.0,32.3,6.0,13.8,0.434,0.4,0.317,5.6,0.446,0.448,3.4,4.3,0.792,1.4,2.1,3.5,1.9,1.3,0.6,2.1,15.8,1989-90,25,0.5,0.16,0
Willie Anderson,SAS,82.0,34.0,6.5,13.2,0.492,0.1,0.269,6.4,0.497,0.495,2.6,3.5,0.748,1.4,3.1,4.5,4.4,1.4,0.7,2.4,15.7,1989-90,26,0.53,0.2,0
Derrick McKey,SEA,80.0,34.4,5.9,11.9,0.493,0.0,0.13,5.8,0.502,0.495,3.9,5.0,0.782,2.1,4.0,6.1,2.3,1.1,1.0,2.4,15.7,1989-90,14,0.56,0.21,0
Robert Parish,BOS,79.0,30.3,6.4,11.0,0.58,0.0,,6.4,0.58,0.58,2.9,3.9,0.747,3.3,6.8,10.1,1.3,0.5,0.9,2.1,15.7,1989-90,19,0.62,0.26,1
Kelly Tripucka,CHH,79.0,30.4,5.6,13.0,0.43,0.5,0.365,5.1,0.437,0.448,3.9,4.4,0.883,1.0,3.0,4.1,2.8,0.9,0.2,2.2,15.6,1989-90,28,0.52,0.17,0
Michael Adams,DEN,79.0,34.1,5.0,12.5,0.402,2.0,0.366,3.0,0.431,0.482,3.4,4.0,0.85,0.6,2.2,2.8,6.3,1.5,0.0,1.8,15.5,1989-90,17,0.54,0.21,0
Byron Scott,LAL,77.0,33.7,6.1,13.1,0.47,1.2,0.423,4.9,0.483,0.516,2.1,2.7,0.766,0.7,2.5,3.1,3.6,1.0,0.4,1.6,15.5,1989-90,7,0.54,0.19,0
Rik Smits,IND,82.0,29.3,6.3,11.8,0.533,0.0,0.0,6.3,0.533,0.533,2.9,3.6,0.811,1.6,4.6,6.2,1.7,0.5,2.1,1.7,15.5,1989-90,23,0.58,0.22,0
Mitchell Wiggins,HOU,66.0,28.1,6.3,12.9,0.488,0.0,0.0,6.3,0.489,0.488,2.9,3.6,0.81,2.0,2.3,4.3,1.6,1.3,0.0,1.3,15.5,1989-90,16,0.54,0.21,0
Jay Humphries,MIL,81.0,34.8,6.1,12.4,0.494,0.3,0.3,5.9,0.508,0.504,2.8,3.5,0.786,1.0,2.3,3.3,5.8,1.9,0.1,1.9,15.3,1989-90,12,0.55,0.22,0
Roy Hinson,NJN,25.0,31.7,5.8,11.4,0.507,0.0,,5.8,0.507,0.507,3.4,4.0,0.869,2.4,4.4,6.9,0.9,0.6,1.1,2.1,15.0,1989-90,25,0.57,0.65,0
Buck Johnson,HOU,82.0,34.5,6.1,12.4,0.495,0.0,0.118,6.1,0.501,0.496,2.5,3.3,0.759,1.4,3.3,4.6,3.1,1.3,0.8,2.0,14.8,1989-90,16,0.53,0.19,0
Chris Morris,NJN,80.0,30.6,5.6,13.3,0.422,0.8,0.316,4.9,0.445,0.45,2.9,4.0,0.722,2.4,2.9,5.3,1.8,1.6,1.0,2.3,14.8,1989-90,25,0.49,0.17,0
Sam Bowie,NJN,68.0,32.5,5.1,12.3,0.416,0.1,0.323,5.0,0.42,0.422,4.3,5.6,0.776,3.0,7.1,10.1,1.3,0.6,1.8,1.8,14.7,1989-90,25,0.5,0.27,0
Tyrone Corbin,MIN,82.0,36.7,6.4,13.2,0.481,0.0,0.0,6.4,0.486,0.481,2.0,2.5,0.77,2.7,4.7,7.4,2.6,2.1,0.5,1.7,14.7,1989-90,-1,0.51,0.22,0
Adrian Dantley,DAL,45.0,28.9,5.1,10.8,0.477,0.0,0.0,5.1,0.479,0.477,4.4,5.6,0.787,1.7,2.1,3.8,1.8,0.4,0.2,1.7,14.7,1989-90,22,0.55,0.27,0
Tim Hardaway,GSW,79.0,33.7,5.9,12.5,0.471,0.3,0.274,5.6,0.489,0.483,2.7,3.5,0.764,0.7,3.2,3.9,8.7,2.1,0.2,3.3,14.7,1989-90,18,0.52,0.24,0
Charles Oakley,NYK,61.0,36.0,5.5,10.5,0.524,0.0,0.0,5.5,0.527,0.524,3.6,4.7,0.761,4.2,7.7,11.9,2.4,1.0,0.3,2.7,14.6,1989-90,10,0.58,0.35,0
James Edwards,DET,82.0,27.8,5.6,11.3,0.498,0.0,0.0,5.6,0.499,0.498,3.2,4.3,0.749,1.4,2.8,4.2,0.8,0.3,0.5,1.6,14.5,1989-90,5,0.55,0.15,0
Gerald Wilkins,NYK,82.0,31.8,5.8,12.6,0.457,0.5,0.312,5.3,0.477,0.476,2.5,3.2,0.803,1.6,2.9,4.5,4.0,1.2,0.3,2.4,14.5,1989-90,10,0.52,0.18,0
Johnny Dawkins,PHI,81.0,35.4,5.7,11.7,0.489,0.3,0.333,5.5,0.501,0.501,2.6,3.0,0.861,0.6,2.5,3.0,7.4,1.5,0.1,2.6,14.3,1989-90,15,0.55,0.21,0
Sherman Douglas,MIA,81.0,30.5,5.7,11.6,0.494,0.1,0.161,5.7,0.505,0.496,2.8,4.0,0.687,0.9,1.7,2.5,7.6,1.8,0.1,3.0,14.3,1989-90,29,0.54,0.2,0
Vern Fleming,IND,82.0,35.1,5.7,11.2,0.508,0.1,0.353,5.5,0.514,0.515,2.8,3.6,0.782,1.4,2.5,3.9,7.4,1.1,0.1,2.5,14.3,1989-90,23,0.56,0.22,0
Thurl Bailey,UTA,82.0,31.5,5.7,11.9,0.481,0.0,0.0,5.7,0.485,0.481,2.7,3.5,0.779,1.4,3.6,5.0,1.7,0.4,1.2,1.7,14.2,1989-90,11,0.53,0.17,0
Alvin Robertson,MIL,81.0,32.1,5.9,11.7,0.503,0.0,0.154,5.8,0.513,0.505,2.4,3.3,0.741,2.8,4.1,6.9,5.5,2.6,0.2,2.7,14.2,1989-90,12,0.54,0.25,0
Mark Aguirre,DET,78.0,25.7,5.6,11.5,0.488,0.4,0.333,5.2,0.506,0.505,2.5,3.3,0.756,1.5,2.4,3.9,1.9,0.4,0.2,1.6,14.1,1989-90,5,0.54,0.16,0
Jack Sikma,MIL,71.0,31.7,4.8,11.6,0.416,1.0,0.342,3.9,0.439,0.457,3.2,3.7,0.885,1.5,5.4,6.9,3.2,1.1,0.7,2.0,13.9,1989-90,12,0.53,0.23,0
Mike Gminski,PHI,81.0,32.8,5.7,12.4,0.457,0.0,0.176,5.6,0.462,0.459,2.4,2.9,0.821,2.4,6.1,8.5,1.6,0.5,1.3,1.2,13.7,1989-90,15,0.5,0.21,0
Craig Ehlo,CLE,81.0,35.7,5.4,11.6,0.464,1.3,0.419,4.1,0.48,0.519,1.6,2.3,0.681,1.8,3.6,5.4,4.6,1.6,0.3,2.0,13.6,1989-90,6,0.54,0.2,0
Glen Rice,MIA,77.0,30.0,6.1,13.9,0.439,0.2,0.246,5.9,0.452,0.447,1.2,1.6,0.734,1.3,3.3,4.6,1.8,0.9,0.4,1.5,13.6,1989-90,29,0.47,0.15,0
Buck Williams,POR,82.0,34.2,5.0,9.2,0.548,0.0,0.0,5.0,0.548,0.548,3.5,5.0,0.706,3.0,6.7,9.8,1.4,0.8,0.5,2.0,13.6,1989-90,21,0.6,0.22,0
Benoit Benjamin,LAC,71.0,32.6,5.1,9.7,0.526,0.0,0.0,5.1,0.527,0.526,3.3,4.5,0.732,2.2,7.1,9.3,2.2,0.8,2.6,2.6,13.5,1989-90,27,0.58,0.28,0
Ledell Eackles,WSB,78.0,21.7,5.3,12.1,0.439,0.2,0.322,5.1,0.447,0.449,2.7,3.6,0.75,0.9,1.3,2.2,2.3,0.6,0.1,1.8,13.5,1989-90,20,0.49,0.12,0
Otis Smith,ORL,65.0,25.3,5.4,10.9,0.492,0.2,0.25,5.2,0.506,0.499,2.6,3.4,0.761,1.8,2.8,4.6,2.3,1.2,0.9,1.6,13.5,1989-90,-1,0.54,0.22,0
Horace Grant,CHI,80.0,34.4,5.6,10.7,0.523,0.0,,5.6,0.523,0.523,2.2,3.2,0.699,3.0,4.9,7.9,2.8,1.2,1.1,1.4,13.4,1989-90,13,0.55,0.24,0
Gary Grant,LAC,44.0,34.8,5.5,11.8,0.466,0.1,0.238,5.4,0.476,0.471,2.0,2.6,0.779,1.3,3.1,4.4,10.0,2.5,0.1,4.7,13.1,1989-90,27,0.51,0.42,0
Purvis Short,NJN,82.0,27.0,5.3,11.6,0.455,0.1,0.286,5.1,0.461,0.46,2.4,2.9,0.835,1.2,1.8,3.0,1.8,0.8,0.2,1.5,13.1,1989-90,25,0.51,0.13,0
A.C. Green,LAL,82.0,33.0,4.7,9.8,0.478,0.2,0.283,4.5,0.489,0.486,3.4,4.5,0.751,3.2,5.5,8.7,1.1,0.8,0.6,1.4,12.9,1989-90,7,0.55,0.2,0
Johnny Newman,NYK,80.0,28.5,4.7,9.8,0.476,0.6,0.317,4.1,0.511,0.504,3.0,3.7,0.799,0.8,1.6,2.4,2.3,1.2,0.3,1.8,12.9,1989-90,10,0.56,0.14,0
Jerry Reynolds,ORL,67.0,27.1,4.6,11.1,0.417,0.0,0.071,4.6,0.424,0.418,3.6,4.8,0.742,1.4,3.5,4.8,2.7,1.4,1.0,2.1,12.8,1989-90,-1,0.48,0.19,0
Sam Mitchell,MIN,80.0,30.2,4.7,10.4,0.446,0.0,0.0,4.7,0.451,0.446,3.4,4.4,0.768,2.3,3.5,5.8,1.1,0.8,0.7,1.2,12.7,1989-90,-1,0.51,0.17,0
Orlando Woolridge,LAL,62.0,22.9,4.9,8.9,0.556,0.0,0.0,4.9,0.561,0.556,2.8,3.9,0.733,0.8,2.2,3.0,1.5,0.6,0.7,1.2,12.7,1989-90,7,0.6,0.2,0
Doc Rivers,ATL,48.0,31.8,4.5,10.0,0.454,0.5,0.364,4.0,0.469,0.479,2.9,3.5,0.812,1.0,3.2,4.2,5.5,2.4,0.5,2.0,12.5,1989-90,9,0.54,0.35,0
Blair Rasmussen,DEN,81.0,24.6,5.5,11.0,0.497,0.0,0.0,5.5,0.498,0.497,1.4,1.7,0.828,2.1,5.2,7.3,1.0,0.5,1.3,0.9,12.4,1989-90,17,0.53,0.2,0
Kevin Willis,ATL,81.0,28.1,5.2,9.9,0.519,0.0,0.286,5.1,0.521,0.52,2.1,3.0,0.683,3.1,4.8,8.0,0.7,0.8,0.6,1.8,12.4,1989-90,9,0.55,0.19,0
Antoine Carr,2TM,77.0,22.4,4.6,9.4,0.494,0.0,0.0,4.6,0.499,0.494,3.1,3.9,0.795,1.5,2.7,4.2,1.5,0.4,0.9,1.6,12.3,1989-90,-1,0.55,0.16,0
Sleepy Floyd,HOU,82.0,32.1,4.4,9.8,0.451,1.1,0.38,3.3,0.48,0.506,2.3,2.8,0.806,0.6,1.9,2.4,7.3,1.1,0.1,2.5,12.2,1989-90,16,0.55,0.18,0
Bill Laimbeer,DET,81.0,33.0,4.7,9.7,0.484,0.7,0.361,4.0,0.515,0.52,2.0,2.4,0.854,2.0,7.6,9.6,2.1,0.7,1.0,1.2,12.1,1989-90,5,0.56,0.23,0
Šarūnas Marčiulionis,GSW,75.0,22.6,3.9,7.4,0.519,0.1,0.256,3.7,0.539,0.528,4.2,5.4,0.787,1.1,1.8,2.9,1.6,1.3,0.1,1.8,12.1,1989-90,18,0.62,0.15,0
Kevin Edwards,MIA,78.0,28.3,5.1,12.3,0.412,0.1,0.3,4.9,0.416,0.417,1.8,2.3,0.76,1.0,2.6,3.6,3.2,1.6,0.4,2.3,12.0,1989-90,29,0.45,0.14,0
Derrick Gervin,NJN,21.0,16.1,4.4,9.4,0.472,0.0,0.0,4.4,0.479,0.472,3.1,4.2,0.73,1.4,1.7,3.1,0.4,1.0,0.3,0.6,12.0,1989-90,25,0.53,0.48,0
Kenny Smith,2TM,79.0,30.6,4.8,10.3,0.466,0.3,0.313,4.5,0.484,0.482,2.0,2.5,0.821,0.2,1.8,2.0,5.6,1.0,0.1,2.1,11.9,1989-90,-1,0.52,0.16,0
Ron Anderson,PHI,78.0,26.8,4.9,10.8,0.451,0.0,0.143,4.8,0.459,0.452,2.1,2.5,0.838,1.0,2.7,3.8,1.8,0.9,0.2,1.0,11.9,1989-90,15,0.5,0.14,0
Kiki Vandeweghe,NYK,22.0,25.6,4.6,10.5,0.442,0.5,0.526,4.2,0.434,0.463,2.0,2.2,0.917,0.7,1.7,2.4,1.9,0.7,0.1,1.2,11.7,1989-90,10,0.51,0.43,0
Nick Anderson,ORL,81.0,22.0,4.6,9.3,0.494,0.0,0.059,4.6,0.504,0.495,2.3,3.3,0.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,11.5,1989-90,-1,0.53,0.13,0
Bill Cartwright,CHI,71.0,30.4,4.1,8.4,0.488,0.0,,4.1,0.488,0.488,3.2,3.9,0.811,1.9,4.6,6.5,2.0,0.5,0.5,1.7,11.4,1989-90,13,0.56,0.2,0
