Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Mark Eaton,UTA,82.0,27.8,1.9,3.7,0.527,0.0,,1.9,0.527,0.527,1.0,1.4,0.669,2.1,5.2,7.3,0.5,0.4,2.5,0.9,4.8,1989-90,11,0.56,0.15,1
Joe Wolf,LAC,77.0,17.2,2.0,5.1,0.395,0.1,0.2,1.9,0.409,0.402,0.7,0.9,0.775,0.8,2.2,3.0,0.8,0.4,0.3,1.0,4.8,1989-90,27,0.44,0.06,0
Pete Myers,2TM,52.0,14.4,1.7,4.3,0.396,0.0,0.0,1.7,0.408,0.396,1.3,1.9,0.66,0.6,1.2,1.8,2.6,0.7,0.2,1.5,4.7,1989-90,-1,0.46,0.1,0
Steve Johnson,2TM,25.0,10.4,1.9,3.7,0.522,0.0,,1.9,0.522,0.522,0.8,1.4,0.6,0.8,1.4,2.1,0.7,0.1,0.2,1.2,4.7,1989-90,-1,0.54,0.17,0
Pat Cummings,MIA,37.0,10.6,2.1,4.3,0.484,0.0,,2.1,0.484,0.484,0.6,1.0,0.568,0.8,1.8,2.5,0.4,0.3,0.1,0.9,4.7,1989-90,29,0.5,0.12,0
Terry Davis,MIA,63.0,14.0,1.9,4.2,0.466,0.0,0.0,1.9,0.467,0.466,0.9,1.4,0.621,1.5,2.2,3.6,0.4,0.4,0.4,1.1,4.7,1989-90,29,0.49,0.09,0
Ed Pinckney,BOS,77.0,14.1,1.8,3.2,0.542,0.0,0.0,1.8,0.544,0.542,1.2,1.5,0.773,1.2,1.7,2.9,0.9,0.4,0.5,0.7,4.7,1989-90,19,0.61,0.09,0
Melvin Turpin,WSB,59.0,13.9,1.9,3.5,0.526,0.0,0.0,1.9,0.531,0.526,0.9,1.2,0.789,1.5,2.3,3.7,0.5,0.3,0.8,0.8,4.7,1989-90,20,0.58,0.12,0
Eddie Lee Wilkins,NYK,79.0,12.3,1.8,3.9,0.455,0.0,0.0,1.8,0.458,0.455,1.1,1.9,0.605,1.4,1.9,3.4,0.2,0.2,0.2,0.9,4.7,1989-90,10,0.5,0.06,0
Danny Young,POR,82.0,17.0,1.7,4.0,0.421,0.2,0.271,1.5,0.454,0.445,1.1,1.4,0.813,0.4,1.1,1.5,2.8,1.0,0.0,1.0,4.7,1989-90,21,0.51,0.08,0
Scott Haffner,MIA,43.0,13.0,2.0,5.0,0.406,0.1,0.143,2.0,0.434,0.412,0.4,0.6,0.68,0.2,1.0,1.2,1.9,0.3,0.0,0.8,4.6,1989-90,29,0.44,0.09,0
Olden Polynice,SEA,79.0,13.7,2.0,3.7,0.54,0.0,0.5,2.0,0.54,0.542,0.6,1.3,0.475,1.6,2.2,3.8,0.2,0.3,0.3,0.4,4.6,1989-90,14,0.54,0.08,0
Brad Sellers,2TM,59.0,11.9,1.7,4.3,0.406,0.0,0.0,1.7,0.414,0.406,1.0,1.2,0.795,0.7,0.8,1.5,0.6,0.3,0.4,0.8,4.5,1989-90,-1,0.47,0.06,0
Mark Acres,ORL,80.0,21.1,1.7,3.6,0.484,0.0,0.75,1.7,0.48,0.489,1.0,1.5,0.692,1.9,3.5,5.4,0.8,0.5,0.3,0.9,4.5,1989-90,-1,0.53,0.1,0
Ed Horton,WSB,45.0,8.3,1.8,3.6,0.494,0.0,0.0,1.8,0.506,0.494,0.9,1.5,0.609,1.3,1.1,2.4,0.4,0.2,0.1,0.9,4.5,1989-90,20,0.53,0.1,0
Bill Wennington,DAL,60.0,13.6,1.8,3.9,0.449,0.0,0.0,1.8,0.457,0.449,1.0,1.3,0.8,1.1,2.2,3.3,0.7,0.3,0.4,0.8,4.5,1989-90,22,0.5,0.1,0
Scott Brooks,PHI,72.0,13.5,1.7,3.8,0.431,0.4,0.392,1.2,0.447,0.487,0.7,0.8,0.877,0.2,0.7,0.9,2.9,0.7,0.0,0.5,4.4,1989-90,15,0.53,0.09,0
Richard Anderson,CHH,54.0,11.2,1.6,3.9,0.417,0.7,0.37,0.9,0.459,0.505,0.3,0.4,0.783,0.6,1.7,2.4,1.0,0.4,0.2,0.5,4.3,1989-90,28,0.53,0.1,0
John Bagley,BOS,54.0,20.3,1.9,4.0,0.459,0.0,0.056,1.8,0.495,0.461,0.5,0.7,0.744,0.5,1.2,1.6,5.5,0.7,0.1,1.7,4.3,1989-90,19,0.5,0.15,0
Anthony Bowie,HOU,66.0,13.9,1.8,4.4,0.406,0.1,0.286,1.7,0.415,0.416,0.6,0.8,0.741,0.5,1.2,1.8,1.5,0.6,0.1,0.9,4.3,1989-90,16,0.45,0.07,0
Eric Leckner,UTA,77.0,9.9,1.6,2.9,0.563,0.0,,1.6,0.563,0.563,1.1,1.4,0.743,0.6,1.9,2.5,0.2,0.2,0.3,0.8,4.3,1989-90,11,0.61,0.07,0
Henry Turner,SAC,36.0,8.8,1.6,3.4,0.475,0.0,0.0,1.6,0.487,0.475,1.1,1.8,0.615,0.6,0.8,1.4,0.6,0.5,0.2,0.7,4.3,1989-90,24,0.51,0.11,0
Randy White,DAL,55.0,12.9,1.7,4.6,0.369,0.0,0.071,1.7,0.387,0.371,0.9,1.6,0.562,1.4,1.7,3.1,0.4,0.4,0.1,0.9,4.3,1989-90,22,0.41,0.07,0
Tim Perry,PHO,60.0,10.2,1.7,3.3,0.513,0.0,1.0,1.7,0.51,0.515,0.9,1.5,0.589,1.3,1.2,2.5,0.3,0.4,0.4,0.8,4.2,1989-90,8,0.53,0.08,0
David Rivers,LAC,52.0,13.9,1.5,3.8,0.406,0.0,0.0,1.5,0.417,0.406,1.1,1.5,0.756,0.6,1.1,1.6,3.0,0.6,0.0,1.7,4.2,1989-90,27,0.47,0.1,0
Ralph Sampson,SAC,26.0,16.0,1.8,5.0,0.372,0.0,0.25,1.8,0.376,0.376,0.5,0.9,0.522,0.4,2.8,3.2,1.1,0.5,0.8,1.3,4.2,1989-90,24,0.39,0.19,0
Sedric Toney,2TM,64.0,15.1,1.4,3.9,0.348,0.4,0.365,1.0,0.342,0.394,1.0,1.3,0.807,0.2,0.7,0.9,2.7,0.5,0.0,1.1,4.1,1989-90,-1,0.46,0.07,0
Steve Alford,DAL,41.0,7.4,1.5,3.4,0.457,0.2,0.318,1.4,0.483,0.482,0.9,0.9,0.946,0.0,0.6,0.6,1.0,0.4,0.1,0.4,4.1,1989-90,22,0.54,0.1,0
Kenny Battle,PHO,59.0,12.4,1.6,2.9,0.547,0.0,0.25,1.6,0.554,0.55,0.9,1.4,0.671,0.7,1.4,2.1,0.6,0.6,0.2,0.5,4.1,1989-90,8,0.58,0.09,0
Calvin Natt,IND,14.0,11.7,1.4,2.2,0.645,0.0,,1.4,0.645,0.645,1.2,1.6,0.773,0.7,1.8,2.5,0.6,0.1,0.0,0.4,4.1,1989-90,23,0.71,0.41,0
Kelvin Upshaw,3TM,40.0,9.7,1.6,3.7,0.438,0.1,0.267,1.5,0.458,0.452,0.7,0.9,0.757,0.2,0.8,1.0,1.4,0.7,0.0,0.7,4.0,1989-90,-1,0.49,0.1,0
Kelvin Upshaw,BOS,14.0,9.4,0.9,2.8,0.308,0.1,0.4,0.7,0.294,0.333,0.3,0.4,0.667,0.2,0.7,0.9,2.0,0.1,0.1,0.9,2.1,1989-90,19,0.35,0.16,0
Kelvin Upshaw,DAL,3.0,1.3,0.3,1.0,0.333,0.0,0.0,0.3,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1989-90,22,0.35,0.0,0
Kelvin Upshaw,GSW,23.0,11.0,2.2,4.5,0.49,0.1,0.222,2.1,0.516,0.5,1.0,1.3,0.774,0.3,1.0,1.2,1.1,1.1,0.0,0.7,5.6,1989-90,18,0.55,0.25,0
Ken Bannister,LAC,52.0,11.3,1.5,3.1,0.478,0.0,0.0,1.5,0.481,0.478,1.0,2.1,0.473,0.8,1.4,2.2,0.3,0.3,0.1,0.8,4.0,1989-90,27,0.5,0.07,0
Dave Hoppen,CHH,10.0,13.5,1.6,4.1,0.39,0.0,,1.6,0.39,0.39,0.8,1.0,0.8,1.9,1.7,3.6,0.6,0.2,0.1,0.8,4.0,1989-90,28,0.44,0.5,0
Marques Johnson,GSW,10.0,9.9,1.2,3.2,0.375,0.2,0.667,1.0,0.345,0.406,1.4,1.7,0.824,0.8,0.9,1.7,0.9,0.0,0.1,1.0,4.0,1989-90,18,0.51,0.34,0
Alton Lister,GSW,3.0,13.3,1.3,2.7,0.5,0.0,0.0,1.3,0.571,0.5,1.3,2.3,0.571,1.7,1.0,2.7,0.7,0.3,0.0,0.0,4.0,1989-90,18,0.54,1.77,0
Wes Matthews,ATL,1.0,13.0,1.0,3.0,0.333,0.0,0.0,1.0,0.5,0.333,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,1989-90,9,0.52,7.0,0
Paul Mokeski,CLE,38.0,11.8,1.7,3.9,0.42,0.0,0.0,1.7,0.423,0.42,0.7,0.9,0.694,0.7,1.9,2.6,0.4,0.2,0.3,0.7,4.0,1989-90,6,0.47,0.12,0
Jim Petersen,GSW,43.0,13.8,1.4,3.3,0.426,0.0,0.0,1.4,0.429,0.426,1.2,1.7,0.712,1.1,2.6,3.7,0.5,0.4,0.5,0.8,4.0,1989-90,18,0.49,0.14,0
John Morton,CLE,37.0,10.9,1.3,4.4,0.298,0.2,0.233,1.1,0.313,0.32,1.2,1.7,0.694,0.2,0.7,0.9,1.8,0.5,0.1,1.4,3.9,1989-90,6,0.38,0.06,0
Wayne Cooper,POR,79.0,14.9,1.7,3.8,0.454,0.0,0.0,1.7,0.458,0.454,0.3,0.5,0.641,1.5,2.8,4.3,0.6,0.2,1.2,0.5,3.8,1989-90,21,0.47,0.09,0
Will Perdue,CHI,77.0,11.5,1.4,3.5,0.414,0.0,0.0,1.4,0.422,0.414,0.9,1.4,0.692,1.1,1.6,2.8,0.6,0.2,0.3,0.8,3.8,1989-90,13,0.46,0.06,0
Randy Allen,SAC,63.0,11.8,1.7,3.8,0.444,0.0,0.0,1.7,0.457,0.444,0.4,0.7,0.535,0.8,1.4,2.2,0.4,0.3,0.3,0.4,3.7,1989-90,24,0.45,0.07,0
Dave Corzine,ORL,6.0,13.2,1.8,4.8,0.379,0.0,,1.8,0.379,0.379,0.0,0.3,0.0,1.2,1.8,3.0,0.3,0.3,0.0,1.3,3.7,1989-90,-1,0.38,0.45,0
Jon Koncak,ATL,54.0,18.1,1.4,2.4,0.614,0.0,0.0,1.4,0.619,0.614,0.8,1.5,0.532,1.1,3.1,4.2,0.4,0.7,0.6,0.9,3.7,1989-90,9,0.6,0.13,0
Tony Brown,MIL,61.0,10.4,1.4,3.4,0.427,0.1,0.25,1.4,0.446,0.439,0.6,0.9,0.679,0.6,0.5,1.2,0.7,0.5,0.1,0.8,3.6,1989-90,12,0.47,0.05,0
Jim Rowinski,MIA,14.0,8.0,1.0,2.3,0.438,0.0,,1.0,0.438,0.438,1.6,1.9,0.846,1.2,0.9,2.1,0.4,0.1,0.1,0.7,3.6,1989-90,29,0.57,0.29,0
Byron Dinkins,HOU,33.0,11.0,1.3,3.3,0.404,0.0,0.111,1.3,0.43,0.408,0.8,0.9,0.867,0.4,0.8,1.2,2.3,0.6,0.1,1.1,3.5,1989-90,16,0.47,0.14,0
Rickey Green,IND,69.0,13.4,1.4,3.3,0.433,0.0,0.091,1.4,0.45,0.435,0.6,0.7,0.843,0.1,0.7,0.8,2.6,0.7,0.0,0.9,3.5,1989-90,23,0.49,0.07,0
Eddie Hughes,DEN,60.0,14.9,1.4,3.4,0.411,0.3,0.408,1.1,0.412,0.46,0.4,0.6,0.676,0.3,0.9,1.2,1.9,0.8,0.0,0.7,3.5,1989-90,17,0.48,0.07,0
Andrew Lang,PHO,74.0,13.7,1.3,2.4,0.557,0.0,,1.3,0.557,0.557,0.9,1.3,0.653,1.1,2.5,3.7,0.3,0.3,1.8,0.6,3.5,1989-90,8,0.59,0.1,0
Delaney Rudd,UTA,77.0,11.0,1.4,3.4,0.429,0.2,0.286,1.2,0.468,0.459,0.5,0.7,0.66,0.2,0.6,0.7,2.3,0.3,0.0,1.1,3.5,1989-90,11,0.47,0.05,0
Jerry Sichting,2TM,35.0,14.2,1.4,3.6,0.4,0.1,0.25,1.3,0.416,0.412,0.5,0.6,0.818,0.1,0.5,0.5,2.7,0.5,0.1,0.6,3.5,1989-90,-1,0.45,0.13,0
Mike Dunleavy,MIL,5.0,8.6,0.8,2.8,0.286,0.4,0.222,0.4,0.4,0.357,1.4,1.6,0.875,0.0,0.4,0.4,2.0,0.2,0.0,1.6,3.4,1989-90,12,0.49,0.44,0
Jim Les,2TM,7.0,13.1,0.7,2.0,0.357,0.0,0.0,0.7,0.385,0.357,1.9,2.4,0.765,0.4,0.6,1.0,3.0,0.4,0.0,1.4,3.3,1989-90,-1,0.54,0.64,0
Lewis Lloyd,2TM,21.0,5.9,1.4,2.5,0.566,0.0,,1.4,0.566,0.566,0.4,0.8,0.563,0.4,0.5,0.9,0.5,0.1,0.0,1.0,3.3,1989-90,-1,0.58,0.11,0
Kenny Payne,PHI,35.0,6.2,1.3,3.1,0.435,0.1,0.4,1.2,0.439,0.454,0.5,0.5,0.889,0.3,0.4,0.7,0.3,0.2,0.2,0.6,3.3,1989-90,15,0.5,0.07,0
Lanard Copeland,PHI,23.0,4.8,1.3,3.0,0.456,0.0,0.2,1.3,0.476,0.463,0.5,0.6,0.786,0.2,0.3,0.4,0.4,0.0,0.0,0.8,3.2,1989-90,15,0.49,0.06,0
Charles Jones,WSB,81.0,27.7,1.2,2.3,0.508,0.0,,1.2,0.508,0.508,0.8,1.3,0.648,1.8,4.4,6.2,1.7,0.6,2.4,0.9,3.2,1989-90,20,0.56,0.14,0
Greg Kite,SAC,71.0,21.3,1.4,3.3,0.432,0.0,1.0,1.4,0.429,0.434,0.4,0.8,0.5,1.8,3.5,5.3,1.1,0.4,0.7,1.1,3.2,1989-90,24,0.44,0.1,0
José Ortiz,UTA,13.0,4.9,1.5,3.2,0.452,0.1,0.5,1.4,0.45,0.464,0.2,0.4,0.6,0.6,0.5,1.2,0.5,0.2,0.1,0.4,3.2,1989-90,11,0.47,0.22,0
Greg Grant,PHO,67.0,10.1,1.2,3.2,0.384,0.0,0.188,1.2,0.4,0.391,0.6,0.9,0.661,0.2,0.6,0.9,2.5,0.5,0.0,1.1,3.1,1989-90,8,0.43,0.05,0
Mark McNamara,LAL,33.0,5.8,1.2,2.6,0.442,0.0,,1.2,0.442,0.442,0.8,1.2,0.65,0.7,1.2,1.9,0.1,0.1,0.0,0.6,3.1,1989-90,7,0.5,0.08,0
Anthony Jones,DAL,66.0,9.8,1.1,2.9,0.371,0.1,0.308,1.0,0.376,0.381,0.7,1.0,0.681,0.5,0.7,1.2,0.4,0.5,0.2,0.6,3.0,1989-90,22,0.45,0.04,0
Larry Smith,HOU,74.0,17.6,1.4,2.9,0.474,0.0,0.0,1.4,0.479,0.474,0.3,0.7,0.364,2.4,3.7,6.1,0.9,0.8,0.4,0.9,3.0,1989-90,16,0.47,0.11,0
Jay Taylor,NJN,17.0,6.7,1.2,3.1,0.404,0.2,0.231,1.1,0.462,0.433,0.4,0.5,0.667,0.3,0.4,0.6,0.3,0.3,0.2,0.6,3.0,1989-90,25,0.45,0.11,0
Mark Bryant,POR,58.0,9.7,1.2,2.6,0.458,0.0,,1.2,0.458,0.458,0.5,0.9,0.56,0.9,1.6,2.5,0.2,0.3,0.2,0.4,2.9,1989-90,21,0.48,0.07,0
Charles Smith,BOS,60.0,8.7,1.0,2.2,0.444,0.0,0.0,1.0,0.468,0.444,0.9,1.3,0.697,0.2,0.9,1.2,1.7,0.6,0.1,0.6,2.9,1989-90,19,0.52,0.07,0
William Bedford,DET,42.0,5.9,1.3,3.0,0.432,0.0,0.167,1.3,0.445,0.436,0.2,0.5,0.409,0.4,1.0,1.4,0.1,0.1,0.4,0.5,2.8,1989-90,5,0.43,0.05,0
George McCloud,IND,44.0,9.4,1.0,3.3,0.313,0.3,0.325,0.7,0.308,0.358,0.3,0.4,0.789,0.3,0.7,1.0,1.0,0.4,0.1,0.8,2.7,1989-90,23,0.39,0.05,0
Avery Johnson,SEA,53.0,10.8,1.0,2.7,0.387,0.0,0.25,1.0,0.391,0.391,0.5,0.8,0.725,0.4,0.4,0.8,3.1,0.5,0.0,0.9,2.6,1989-90,14,0.43,0.08,0
Bob McCann,DAL,10.0,6.2,0.7,2.1,0.333,0.0,,0.7,0.333,0.333,1.2,1.4,0.857,0.4,0.8,1.2,0.6,0.2,0.2,0.6,2.6,1989-90,22,0.48,0.26,0
Carlton McKinney,LAC,7.0,14.9,1.1,4.6,0.25,0.0,0.0,1.1,0.258,0.25,0.3,0.6,0.5,0.6,1.1,1.7,1.0,0.9,0.1,1.0,2.6,1989-90,27,0.27,0.21,0
Žarko Paspalj,SAS,28.0,6.5,1.0,2.8,0.342,0.0,0.0,1.0,0.346,0.342,0.6,0.8,0.818,0.5,0.5,1.1,0.4,0.1,0.3,0.8,2.6,1989-90,26,0.41,0.06,0
Tree Rollins,CLE,48.0,14.0,1.2,2.6,0.456,0.0,0.0,1.2,0.46,0.456,0.2,0.3,0.688,1.2,2.0,3.2,0.5,0.3,1.1,0.7,2.6,1989-90,6,0.48,0.11,0
Doug West,MIN,52.0,7.3,1.0,2.6,0.393,0.1,0.273,1.0,0.403,0.404,0.5,0.6,0.813,0.5,0.9,1.3,0.3,0.2,0.1,0.6,2.6,1989-90,-1,0.45,0.04,0
Charles Davis,CHI,53.0,8.1,1.1,3.0,0.367,0.1,0.28,1.0,0.383,0.389,0.1,0.2,0.875,0.5,1.1,1.5,0.3,0.2,0.2,0.4,2.5,1989-90,13,0.4,0.04,0
Tim Legler,PHO,11.0,7.5,1.0,2.6,0.379,0.0,0.0,1.0,0.393,0.379,0.5,0.5,1.0,0.4,0.4,0.7,0.5,0.2,0.0,0.4,2.5,1989-90,8,0.44,0.17,0
Chris Welp,2TM,27.0,7.3,0.9,2.3,0.377,0.0,,0.9,0.377,0.377,0.7,0.9,0.76,0.7,1.1,1.8,0.3,0.2,0.3,0.6,2.4,1989-90,-1,0.45,0.1,0
Andre Turner,2TM,11.0,10.5,1.0,3.5,0.289,0.0,0.0,1.0,0.306,0.289,0.4,0.4,1.0,0.4,0.4,0.7,2.1,0.7,0.0,1.1,2.4,1989-90,-1,0.33,0.21,0
Gerald Henderson,2TM,57.0,8.1,0.9,1.9,0.486,0.3,0.447,0.6,0.507,0.564,0.2,0.3,0.8,0.2,0.6,0.8,1.3,0.3,0.0,0.4,2.4,1989-90,-1,0.59,0.06,0
Terry Dozier,CHH,9.0,10.2,1.0,3.0,0.333,0.0,0.0,1.0,0.346,0.333,0.4,0.9,0.5,0.8,0.9,1.7,0.3,0.7,0.2,0.8,2.4,1989-90,28,0.35,0.22,0
Jaren Jackson,NJN,28.0,5.7,0.9,2.5,0.362,0.0,0.0,0.9,0.379,0.362,0.6,0.8,0.81,0.6,0.3,0.9,0.5,0.5,0.0,0.6,2.4,1989-90,25,0.42,0.07,0
Caldwell Jones,SAS,72.0,12.3,0.9,2.0,0.465,0.0,0.2,0.9,0.475,0.469,0.5,0.8,0.704,1.1,2.1,3.2,0.3,0.3,0.4,0.7,2.4,1989-90,26,0.51,0.06,0
Kurt Nimphius,PHI,38.0,8.3,1.0,2.4,0.418,0.0,0.0,1.0,0.422,0.418,0.4,0.8,0.467,0.6,1.0,1.6,0.2,0.1,0.5,0.3,2.4,1989-90,15,0.44,0.07,0
Stanley Brundy,NJN,16.0,8.0,0.9,1.9,0.5,0.0,,0.9,0.5,0.5,0.4,1.1,0.389,0.9,0.7,1.6,0.2,0.4,0.3,0.4,2.3,1989-90,25,0.48,0.17,0
Sidney Lowe,MIN,80.0,21.8,0.9,2.9,0.319,0.0,0.222,0.9,0.323,0.323,0.5,0.7,0.722,0.5,1.5,2.0,4.2,0.9,0.1,0.8,2.3,1989-90,-1,0.36,0.08,0
Ed Nealy,CHI,46.0,10.9,0.8,1.5,0.529,0.0,0.0,0.8,0.544,0.529,0.7,0.9,0.732,1.0,2.0,3.0,0.6,0.3,0.1,0.4,2.3,1989-90,13,0.61,0.11,0
Nate Johnston,2TM,21.0,4.1,0.9,2.3,0.375,0.0,0.25,0.8,0.386,0.385,0.4,0.6,0.692,0.6,0.5,1.1,0.0,0.1,0.4,0.3,2.2,1989-90,-1,0.43,0.09,0
Johnny Moore,SAS,53.0,9.7,0.9,2.4,0.373,0.2,0.235,0.7,0.424,0.405,0.3,0.5,0.593,0.3,0.7,1.0,1.5,0.6,0.1,0.7,2.2,1989-90,26,0.42,0.06,0
Bob Thornton,PHI,56.0,10.6,0.9,2.0,0.429,0.0,0.333,0.8,0.431,0.433,0.5,0.9,0.51,0.8,1.6,2.4,0.3,0.4,0.2,0.6,2.2,1989-90,15,0.46,0.06,0
Uwe Blab,2TM,47.0,11.3,0.8,2.1,0.398,0.0,,0.8,0.398,0.398,0.4,0.8,0.541,0.6,1.7,2.3,0.5,0.0,0.5,0.7,2.1,1989-90,-1,0.43,0.06,0
Steve Harris,LAC,15.0,6.2,0.9,2.7,0.35,0.0,,0.9,0.35,0.35,0.2,0.3,0.75,0.3,0.3,0.7,0.1,0.5,0.1,0.3,2.1,1989-90,27,0.37,0.09,0
Roy Marble,ATL,24.0,6.8,0.7,2.4,0.276,0.0,0.0,0.7,0.286,0.276,0.8,1.2,0.655,0.6,0.4,1.0,0.5,0.3,0.0,0.6,2.1,1989-90,9,0.36,0.05,0
Scott Meents,SEA,26.0,5.7,0.7,1.7,0.432,0.0,,0.7,0.432,0.432,0.7,0.9,0.739,0.3,0.9,1.2,0.3,0.2,0.1,0.3,2.1,1989-90,14,0.5,0.09,0
Randy Wittman,IND,61.0,8.9,1.0,2.0,0.508,0.0,0.5,1.0,0.508,0.512,0.1,0.1,0.833,0.1,0.4,0.5,0.6,0.1,0.1,0.4,2.1,1989-90,23,0.51,0.03,0
Stuart Gray,2TM,58.0,9.7,0.7,1.7,0.424,0.0,0.0,0.7,0.447,0.424,0.6,0.8,0.681,0.7,1.8,2.5,0.3,0.3,0.4,0.4,2.0,1989-90,-1,0.49,0.07,0
Frank Kornet,MIL,57.0,7.7,0.7,2.0,0.368,0.1,0.25,0.6,0.394,0.39,0.4,0.7,0.615,0.4,0.8,1.2,0.4,0.2,0.1,0.4,2.0,1989-90,12,0.43,0.03,0
Mike Morrison,PHO,36.0,4.3,0.6,1.9,0.338,0.1,0.286,0.6,0.344,0.353,0.7,0.8,0.8,0.2,0.4,0.6,0.3,0.1,0.0,0.6,2.0,1989-90,8,0.44,0.03,0
Dyron Nix,IND,20.0,5.5,0.7,2.0,0.359,0.0,,0.7,0.359,0.359,0.6,0.8,0.688,0.4,0.9,1.3,0.3,0.2,0.1,0.4,2.0,1989-90,23,0.43,0.1,0
Gary Voce,CLE,1.0,4.0,1.0,3.0,0.333,0.0,,1.0,0.333,0.333,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1989-90,6,0.33,2.0,0
Manute Bol,GSW,75.0,17.5,0.7,2.3,0.331,0.1,0.188,0.6,0.388,0.358,0.3,0.7,0.51,0.4,3.2,3.7,0.5,0.2,3.2,0.7,1.9,1989-90,18,0.36,0.09,0
Adrian Caldwell,HOU,51.0,6.5,0.8,1.5,0.553,0.0,,0.8,0.553,0.553,0.3,0.5,0.464,0.7,1.4,2.1,0.1,0.2,0.4,0.6,1.9,1989-90,16,0.55,0.06,0
Doug Roth,WSB,42.0,9.8,0.9,2.0,0.43,0.0,0.0,0.9,0.435,0.43,0.2,0.3,0.5,1.0,1.8,2.9,0.5,0.2,0.3,0.4,1.9,1989-90,20,0.45,0.1,0
T.R. Dunn,DEN,65.0,10.1,0.7,1.5,0.454,0.0,0.0,0.7,0.463,0.454,0.4,0.6,0.667,0.9,1.3,2.1,0.7,0.6,0.1,0.3,1.8,1989-90,17,0.51,0.06,0
Jay Edwards,LAC,4.0,6.5,0.8,1.8,0.429,0.0,0.0,0.8,0.6,0.429,0.3,0.8,0.333,0.3,0.3,0.5,1.0,0.3,0.0,0.3,1.8,1989-90,27,0.42,0.45,0
Michael Holton,CHH,16.0,6.8,0.9,1.6,0.538,0.0,,0.9,0.538,0.538,0.1,0.1,0.5,0.1,0.1,0.1,1.0,0.1,0.0,0.8,1.8,1989-90,28,0.55,0.09,0
Anthony Mason,NJN,21.0,5.1,0.7,1.9,0.35,0.0,,0.7,0.35,0.35,0.4,0.7,0.6,0.5,1.1,1.6,0.3,0.1,0.1,0.5,1.8,1989-90,25,0.41,0.09,0
Leon Wood,NJN,28.0,7.1,0.6,1.8,0.327,0.1,0.19,0.4,0.429,0.367,0.5,0.6,0.875,0.0,0.4,0.4,1.7,0.2,0.0,0.3,1.8,1989-90,25,0.44,0.09,0
Mel McCants,LAL,13.0,5.0,0.6,2.0,0.308,0.0,,0.6,0.308,0.308,0.5,0.6,0.75,0.1,0.4,0.5,0.2,0.2,0.1,0.1,1.7,1989-90,7,0.38,0.08,0
Tim McCormick,HOU,18.0,6.4,0.6,1.6,0.345,0.0,,0.6,0.345,0.345,0.6,1.1,0.526,0.4,1.1,1.5,0.2,0.2,0.1,0.6,1.7,1989-90,16,0.41,0.09,0
Dave Greenwood,DET,37.0,5.5,0.6,1.4,0.423,0.0,,0.6,0.423,0.423,0.4,0.8,0.552,0.6,1.5,2.1,0.3,0.1,0.2,0.4,1.6,1989-90,5,0.46,0.07,0
Stan Kimbrough,DET,10.0,5.0,0.7,1.6,0.438,0.0,,0.7,0.438,0.438,0.2,0.2,1.0,0.4,0.3,0.7,0.5,0.4,0.0,0.4,1.6,1989-90,5,0.47,0.19,0
Mike Smrek,GSW,13.0,8.2,0.8,1.8,0.417,0.0,,0.8,0.417,0.417,0.1,0.5,0.167,0.8,1.8,2.6,0.1,0.3,0.8,0.7,1.6,1989-90,18,0.4,0.25,0
Jawann Oldham,2TM,6.0,7.5,0.5,1.0,0.5,0.0,,0.5,0.5,0.5,0.5,1.2,0.429,0.7,2.0,2.7,0.2,0.3,0.5,0.7,1.5,1989-90,-1,0.49,0.55,0
Tito Horford,MIL,35.0,6.7,0.5,1.8,0.29,0.0,,0.5,0.29,0.29,0.4,0.7,0.625,0.5,1.1,1.7,0.1,0.1,0.5,0.4,1.5,1989-90,12,0.36,0.05,0
Jeff Lebo,SAS,4.0,8.0,0.5,1.8,0.286,0.0,,0.5,0.286,0.286,0.5,0.5,1.0,0.5,0.5,1.0,0.8,0.5,0.0,0.3,1.5,1989-90,26,0.37,0.55,0
Gary Leonard,MIN,22.0,5.8,0.6,1.4,0.419,0.0,0.0,0.6,0.433,0.419,0.3,0.6,0.429,0.5,0.8,1.2,0.0,0.1,0.4,0.4,1.5,1989-90,-1,0.45,0.08,0
Ralph Lewis,2TM,7.0,3.7,0.6,1.0,0.571,0.0,,0.6,0.571,0.571,0.3,0.3,1.0,0.6,0.3,0.9,0.0,0.1,0.0,0.3,1.4,1989-90,-1,0.62,0.24,0
Mike Higgins,2TM,11.0,4.5,0.3,0.7,0.375,0.0,,0.3,0.375,0.375,0.7,0.9,0.8,0.2,0.2,0.4,0.3,0.2,0.2,0.1,1.3,1989-90,-1,0.59,0.15,0
Torgeir Bryn,LAC,3.0,3.3,0.0,0.7,0.0,0.0,,0.0,0.0,0.0,1.3,2.0,0.667,0.0,0.7,0.7,0.0,0.7,0.3,0.3,1.3,1989-90,27,0.41,0.43,0
