Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
John Long,DET,69.0,32.0,9.2,18.8,0.492,0.0,0.133,9.2,0.496,0.493,3.4,4.0,0.865,1.4,2.3,3.7,2.1,0.9,0.4,2.4,21.9,1981-82,0.53,0.24,0
Kelly Tripucka,DET,82.0,37.5,7.8,15.6,0.496,0.1,0.227,7.7,0.501,0.498,6.0,7.6,0.797,2.7,2.7,5.4,3.3,1.1,0.2,3.4,21.6,1981-82,0.57,0.23,0
Kiki Vandeweghe,DEN,82.0,33.8,8.6,15.4,0.56,0.0,0.077,8.6,0.565,0.561,4.2,4.9,0.857,1.8,3.8,5.6,3.0,0.6,0.4,2.3,21.5,1981-82,0.61,0.26,0
Jay Vincent,DAL,81.0,32.4,8.9,17.9,0.497,0.0,0.25,8.9,0.497,0.497,3.6,5.0,0.716,2.2,4.7,7.0,2.2,1.1,0.3,2.4,21.4,1981-82,0.53,0.24,0
Jamaal Wilkes,LAL,82.0,35.4,9.1,17.3,0.525,0.0,0.0,9.1,0.527,0.525,3.0,4.1,0.732,1.9,2.9,4.8,1.7,1.1,0.3,2.0,21.1,1981-82,0.55,0.22,1
Mychal Thompson,POR,79.0,39.6,8.6,16.5,0.523,0.0,,8.6,0.523,0.523,3.5,5.6,0.628,3.3,8.4,11.7,4.0,0.9,1.4,3.1,20.8,1981-82,0.55,0.33,0
Mike Mitchell,2TM,84.0,36.5,9.0,17.6,0.51,0.0,0.0,9.0,0.512,0.51,2.6,3.6,0.728,2.9,4.1,7.0,1.0,0.7,0.5,1.8,20.5,1981-82,0.53,0.22,1
Ray Williams,NJN,82.0,33.3,7.8,16.9,0.462,0.1,0.167,7.7,0.474,0.465,4.7,5.7,0.832,1.4,2.5,4.0,6.0,2.4,0.5,3.5,20.4,1981-82,0.53,0.24,0
Robert Parish,BOS,80.0,31.7,8.4,15.4,0.542,0.0,,8.4,0.542,0.542,3.2,4.4,0.71,3.6,7.2,10.8,1.8,0.9,2.4,2.8,19.9,1981-82,0.57,0.31,1
Darrell Griffith,UTA,80.0,32.5,8.6,17.9,0.482,0.2,0.288,8.4,0.489,0.487,2.4,3.4,0.697,1.6,2.2,3.8,2.3,1.2,0.4,2.4,19.8,1981-82,0.51,0.19,0
Sidney Moncrief,MIL,80.0,37.3,7.0,13.3,0.523,0.0,0.071,6.9,0.529,0.524,5.9,7.2,0.817,2.8,3.9,6.7,4.8,1.7,0.3,2.6,19.8,1981-82,0.6,0.29,0
Jack Sikma,SEA,82.0,37.2,7.1,14.8,0.479,0.0,0.154,7.1,0.483,0.48,5.5,6.4,0.855,2.7,9.9,12.7,3.4,1.2,1.3,2.6,19.6,1981-82,0.56,0.33,1
Dennis Johnson,PHO,80.0,36.7,7.2,15.4,0.47,0.1,0.19,7.1,0.48,0.473,5.0,6.2,0.806,1.8,3.4,5.1,4.6,1.3,0.7,2.9,19.5,1981-82,0.54,0.24,1
Truck Robinson,PHO,74.0,37.1,7.8,15.2,0.513,0.0,1.0,7.8,0.513,0.514,3.4,5.0,0.687,2.7,7.0,9.7,2.4,0.6,0.4,2.7,19.1,1981-82,0.55,0.28,1
Jim Paxson,POR,82.0,33.6,8.1,15.3,0.526,0.1,0.229,8.0,0.535,0.529,2.7,3.5,0.767,0.9,1.8,2.7,3.4,1.6,0.1,1.8,18.9,1981-82,0.56,0.21,0
Ron Brewer,2TM,72.0,32.2,7.9,16.6,0.477,0.1,0.258,7.8,0.482,0.48,2.9,3.6,0.812,0.8,1.5,2.2,2.6,1.1,0.4,1.7,18.8,1981-82,0.52,0.19,0
Greg Ballard,WSB,79.0,37.3,7.9,16.5,0.475,0.1,0.409,7.7,0.476,0.479,3.0,3.6,0.83,1.7,6.3,8.0,3.2,1.7,0.3,1.5,18.8,1981-82,0.52,0.27,0
Mark Aguirre,DAL,51.0,28.8,7.5,16.1,0.465,0.5,0.352,7.0,0.475,0.48,3.3,4.8,0.68,1.7,3.1,4.9,3.2,0.7,0.4,2.6,18.7,1981-82,0.51,0.3,0
Magic Johnson,LAL,78.0,38.3,7.1,13.3,0.537,0.1,0.207,7.1,0.546,0.54,4.2,5.6,0.76,3.2,6.4,9.6,9.5,2.7,0.4,3.7,18.6,1981-82,0.59,0.38,1
Dan Roundfield,ATL,61.0,36.3,7.0,14.9,0.466,0.0,0.2,6.9,0.467,0.466,4.7,6.1,0.76,3.7,8.1,11.8,2.7,1.0,1.5,3.0,18.6,1981-82,0.53,0.38,0
Cliff Robinson,2TM,68.0,32.0,7.6,16.8,0.453,0.0,0.0,7.6,0.455,0.453,3.3,4.6,0.709,2.6,6.4,9.0,1.8,1.3,1.5,2.2,18.5,1981-82,0.49,0.29,0
John Drew,ATL,70.0,29.1,6.6,13.7,0.486,0.1,0.333,6.6,0.488,0.488,5.2,7.0,0.741,2.4,2.9,5.4,1.4,0.9,0.0,2.5,18.5,1981-82,0.55,0.21,0
Artis Gilmore,CHI,82.0,34.1,6.7,10.2,0.652,0.0,1.0,6.6,0.652,0.653,5.2,6.7,0.768,2.7,7.5,10.2,1.7,0.6,2.7,2.8,18.5,1981-82,0.7,0.32,1
Reggie Theus,CHI,82.0,34.6,6.8,14.6,0.469,0.3,0.25,6.5,0.489,0.479,4.4,5.5,0.808,1.4,2.4,3.8,5.8,1.1,0.2,3.4,18.4,1981-82,0.54,0.21,1
Micheal Ray Richardson,NYK,82.0,37.1,7.5,16.4,0.461,0.2,0.188,7.3,0.483,0.468,2.6,3.7,0.7,2.2,4.7,6.9,7.0,2.6,0.5,3.5,17.9,1981-82,0.5,0.26,1
Eddie Johnson,ATL,68.0,34.0,6.7,14.9,0.45,0.1,0.233,6.6,0.457,0.454,4.3,5.7,0.764,0.9,1.9,2.8,5.3,1.5,0.2,2.7,17.8,1981-82,0.51,0.22,0
Calvin Natt,POR,75.0,34.7,6.9,11.9,0.576,0.0,0.25,6.8,0.579,0.577,3.9,5.2,0.75,2.6,5.6,8.2,2.0,0.8,0.5,1.9,17.7,1981-82,0.62,0.28,0
Norm Nixon,LAL,82.0,36.9,7.7,15.5,0.493,0.0,0.25,7.6,0.495,0.494,2.2,2.7,0.808,0.5,1.7,2.1,8.0,1.6,0.1,2.9,17.6,1981-82,0.53,0.22,1
Tom Chambers,SDC,81.0,33.1,6.8,13.0,0.525,0.0,0.0,6.8,0.526,0.525,3.5,5.7,0.62,2.6,4.3,6.9,1.8,0.7,0.6,2.7,17.2,1981-82,0.55,0.2,0
Joe Barry Carroll,GSW,76.0,34.6,6.9,13.4,0.519,0.0,0.0,6.9,0.519,0.519,3.1,4.3,0.728,2.8,5.6,8.3,0.8,0.8,1.7,2.7,17.0,1981-82,0.56,0.24,0
Johnny Davis,IND,82.0,32.5,6.6,14.1,0.467,0.1,0.185,6.5,0.473,0.469,3.8,4.8,0.799,0.9,1.3,2.2,4.2,0.9,0.1,2.3,17.0,1981-82,0.52,0.17,0
Isiah Thomas,DET,72.0,33.8,6.3,14.8,0.424,0.2,0.288,6.1,0.432,0.432,4.2,6.0,0.704,0.8,2.1,2.9,7.8,2.1,0.2,4.2,17.0,1981-82,0.49,0.22,0
James Edwards,CLE,77.0,33.0,6.9,13.4,0.511,0.0,0.0,6.9,0.513,0.511,3.0,4.4,0.684,2.5,5.1,7.5,1.6,0.3,1.5,2.1,16.7,1981-82,0.54,0.23,0
Marques Johnson,MIL,60.0,31.7,6.7,12.7,0.532,0.0,0.0,6.7,0.534,0.532,3.0,4.3,0.7,2.6,3.5,6.1,3.6,1.0,0.6,2.4,16.5,1981-82,0.57,0.3,1
Andrew Toney,PHI,77.0,24.8,6.6,12.7,0.522,0.3,0.424,6.3,0.528,0.535,2.9,4.0,0.742,0.6,1.2,1.7,3.7,0.8,0.2,2.8,16.5,1981-82,0.57,0.17,0
Elvin Hayes,HOU,82.0,37.0,6.3,13.4,0.472,0.0,0.0,6.3,0.474,0.472,3.4,5.1,0.664,3.3,5.9,9.1,1.8,0.8,1.3,2.5,16.1,1981-82,0.51,0.22,0
Kelvin Ransey,POR,78.0,31.0,6.5,14.0,0.46,0.0,0.079,6.4,0.474,0.462,3.1,4.1,0.761,0.5,1.9,2.4,7.1,1.2,0.1,2.9,16.1,1981-82,0.51,0.2,1
Brian Winters,MIL,61.0,30.0,6.6,13.2,0.501,0.6,0.387,6.0,0.516,0.524,2.0,2.6,0.788,0.8,2.0,2.8,4.1,0.9,0.1,1.9,15.9,1981-82,0.55,0.24,0
Maurice Lucas,NYK,80.0,33.4,6.3,12.5,0.504,0.0,0.0,6.3,0.506,0.504,3.2,4.4,0.725,3.4,7.9,11.3,2.2,0.9,0.9,2.2,15.8,1981-82,0.55,0.27,0
Mike Woodson,2TM,83.0,28.1,6.5,12.9,0.503,0.1,0.28,6.4,0.509,0.507,2.7,3.4,0.773,1.2,1.7,3.0,2.7,1.7,0.4,1.8,15.7,1981-82,0.55,0.18,0
Michael Brooks,SDC,82.0,33.5,6.5,13.0,0.504,0.0,0.0,6.5,0.507,0.504,2.5,3.3,0.757,2.5,5.1,7.6,2.9,1.4,0.5,2.4,15.6,1981-82,0.54,0.22,0
Buck Williams,NJN,82.0,34.5,6.3,10.7,0.582,0.0,0.0,6.3,0.583,0.582,3.0,4.7,0.624,4.2,8.0,12.3,1.3,1.0,1.0,2.9,15.5,1981-82,0.61,0.27,0
Alvan Adams,PHO,79.0,30.3,6.4,13.0,0.494,0.0,0.0,6.4,0.494,0.494,2.3,2.9,0.781,1.7,5.7,7.4,4.5,1.4,1.0,2.5,15.1,1981-82,0.53,0.25,0
Lonnie Shelton,SEA,81.0,32.9,6.3,12.9,0.486,0.0,0.0,6.3,0.489,0.486,2.3,3.0,0.783,2.0,4.3,6.3,3.1,1.2,0.5,2.5,14.9,1981-82,0.52,0.2,0
David Thompson,DEN,61.0,20.4,5.1,10.6,0.486,0.1,0.286,5.1,0.49,0.489,4.5,5.6,0.814,0.9,1.5,2.4,1.9,0.6,0.5,2.3,14.9,1981-82,0.57,0.19,0
Rickey Green,UTA,81.0,34.8,6.2,12.5,0.493,0.0,0.0,6.2,0.497,0.493,2.5,3.3,0.765,1.0,2.0,3.0,7.8,2.3,0.1,2.4,14.8,1981-82,0.53,0.23,0
Cedric Maxwell,BOS,78.0,33.2,5.1,9.3,0.548,0.0,0.0,5.1,0.551,0.548,4.6,6.1,0.747,2.8,3.6,6.4,2.3,1.0,0.6,2.2,14.8,1981-82,0.62,0.22,0
Dave Greenwood,CHI,82.0,35.5,5.9,12.4,0.473,0.0,0.0,5.9,0.475,0.473,2.9,3.5,0.825,2.3,7.2,9.6,3.2,0.9,1.1,2.2,14.6,1981-82,0.52,0.25,0
Bill Cartwright,NYK,72.0,28.6,5.4,9.6,0.562,0.0,,5.4,0.562,0.562,3.6,4.7,0.763,1.6,4.2,5.8,1.2,0.7,0.9,2.3,14.4,1981-82,0.62,0.21,0
Walter Davis,PHO,55.0,21.5,6.4,12.2,0.523,0.1,0.188,6.3,0.531,0.525,1.7,2.0,0.82,0.4,1.5,1.9,2.9,0.8,0.1,2.0,14.4,1981-82,0.55,0.22,1
Bobby Jones,PHI,76.0,28.7,5.5,9.7,0.564,0.0,0.0,5.5,0.567,0.564,3.5,4.4,0.79,1.4,3.7,5.2,2.5,1.3,1.5,1.9,14.4,1981-82,0.62,0.24,1
Jeff Ruland,WSB,82.0,27.0,5.1,9.1,0.561,0.0,0.333,5.1,0.562,0.561,4.2,5.5,0.752,3.1,6.2,9.3,1.6,0.5,0.7,2.9,14.4,1981-82,0.62,0.22,0
Purvis Short,GSW,76.0,23.4,6.0,12.3,0.488,0.1,0.214,5.9,0.496,0.491,2.3,2.9,0.801,1.6,1.9,3.5,2.8,0.9,0.1,1.6,14.4,1981-82,0.53,0.17,0
Mitch Kupchak,LAL,26.0,31.6,5.9,10.3,0.573,0.0,,5.9,0.573,0.573,2.5,3.8,0.663,2.5,5.6,8.1,1.3,0.5,0.4,1.7,14.3,1981-82,0.6,0.66,0
Otis Birdsong,NJN,37.0,27.7,6.1,13.0,0.469,0.0,0.0,6.1,0.479,0.469,2.0,3.4,0.583,0.8,1.8,2.6,3.4,0.8,0.1,1.7,14.2,1981-82,0.49,0.3,1
Kyle Macy,PHO,82.0,34.7,5.9,11.5,0.514,0.5,0.39,5.5,0.529,0.535,1.9,2.1,0.899,1.0,2.2,3.2,4.7,1.7,0.1,1.5,14.2,1981-82,0.57,0.2,0
Campy Russell,NYK,77.0,30.6,5.3,11.1,0.478,0.3,0.439,5.0,0.481,0.492,3.0,3.8,0.776,1.1,1.9,3.1,3.7,1.0,0.2,2.5,13.9,1981-82,0.54,0.17,0
Sly Williams,NYK,60.0,25.4,5.8,10.5,0.556,0.0,0.222,5.8,0.561,0.557,2.2,2.9,0.757,1.7,2.1,3.8,2.4,1.3,0.3,1.9,13.9,1981-82,0.59,0.24,0
Mark Olberding,SAS,68.0,30.9,4.9,10.4,0.472,0.0,0.167,4.9,0.478,0.474,4.0,5.0,0.808,1.7,4.7,6.5,3.0,0.8,0.4,2.0,13.8,1981-82,0.55,0.24,0
Jerome Whitehead,SDC,72.0,30.8,5.6,10.1,0.559,0.0,,5.6,0.559,0.559,2.6,3.3,0.763,3.2,6.0,9.2,1.4,0.7,0.6,2.0,13.8,1981-82,0.6,0.26,0
Kevin McHale,BOS,82.0,28.4,5.7,10.7,0.531,0.0,,5.7,0.531,0.531,2.3,3.0,0.754,2.3,4.5,6.8,1.1,0.4,2.3,1.7,13.6,1981-82,0.57,0.2,0
Bob Lanier,MIL,74.0,26.8,5.5,9.9,0.558,0.0,0.0,5.5,0.56,0.558,2.5,3.3,0.752,1.2,4.0,5.2,3.0,1.0,0.8,2.2,13.5,1981-82,0.59,0.22,1
Robert Reid,HOU,77.0,37.8,5.7,12.4,0.456,0.0,0.1,5.7,0.46,0.457,2.1,2.8,0.748,2.3,4.4,6.6,4.1,1.5,0.6,2.0,13.4,1981-82,0.49,0.22,0
Rolando Blackman,DAL,82.0,24.1,5.4,10.4,0.513,0.0,0.25,5.3,0.515,0.514,2.6,3.4,0.768,1.2,1.9,3.1,1.3,0.6,0.4,1.4,13.3,1981-82,0.56,0.14,0
Kevin Grevey,WSB,71.0,30.5,5.3,12.1,0.439,0.4,0.341,4.9,0.449,0.455,2.3,2.7,0.855,0.8,1.9,2.7,2.1,0.6,0.3,1.4,13.3,1981-82,0.5,0.15,0
Spencer Haywood,WSB,76.0,27.4,5.2,10.9,0.476,0.0,0.0,5.2,0.478,0.476,2.9,3.4,0.842,1.9,3.7,5.6,0.8,0.6,0.9,2.3,13.3,1981-82,0.54,0.17,0
Quinn Buckner,MIL,70.0,30.8,5.7,11.7,0.482,0.1,0.267,5.6,0.486,0.484,1.6,2.4,0.655,1.1,2.5,3.6,4.7,2.5,0.0,2.6,12.9,1981-82,0.51,0.2,1
Mickey Johnson,MIL,76.0,25.4,4.9,10.0,0.491,0.0,0.143,4.9,0.495,0.492,3.1,3.8,0.801,1.8,4.2,6.0,2.8,0.9,0.6,2.5,12.9,1981-82,0.55,0.2,0
Steve Johnson,KCK,78.0,22.3,5.1,8.3,0.613,0.0,,5.1,0.613,0.613,2.7,4.2,0.642,1.9,3.9,5.9,1.2,0.5,1.1,2.5,12.8,1981-82,0.63,0.18,0
Ernie Grunfeld,KCK,81.0,23.4,5.2,10.1,0.511,0.0,0.143,5.2,0.517,0.512,2.3,2.8,0.821,0.7,1.6,2.2,3.4,0.9,0.5,1.8,12.7,1981-82,0.56,0.15,0
Tiny Archibald,BOS,68.0,31.9,4.5,9.6,0.472,0.1,0.375,4.4,0.475,0.477,3.5,4.6,0.747,0.4,1.3,1.7,8.0,0.8,0.0,2.6,12.6,1981-82,0.54,0.21,1
Kent Benson,DET,75.0,32.9,5.4,10.7,0.505,0.0,0.273,5.4,0.508,0.507,1.7,2.1,0.804,2.9,5.8,8.7,2.1,0.9,1.3,2.1,12.5,1981-82,0.54,0.24,0
Junior Bridgeman,MIL,41.0,22.5,5.1,10.6,0.483,0.1,0.444,5.0,0.483,0.487,2.2,2.5,0.864,0.9,2.1,3.0,2.7,0.7,0.1,1.6,12.5,1981-82,0.53,0.28,0
Swen Nater,SDC,21.0,27.4,4.8,8.3,0.577,0.0,1.0,4.8,0.575,0.58,2.8,3.8,0.747,2.2,7.0,9.1,1.4,0.3,0.4,2.3,12.5,1981-82,0.63,0.8,0
Billy Knight,IND,81.0,22.3,4.7,9.4,0.495,0.1,0.281,4.6,0.504,0.501,2.9,3.5,0.826,1.2,2.0,3.2,1.5,0.8,0.2,1.7,12.3,1981-82,0.56,0.14,0
Rick Mahorn,WSB,80.0,33.3,5.2,10.2,0.507,0.0,0.0,5.2,0.509,0.507,1.9,2.9,0.632,1.9,6.9,8.8,1.9,0.7,1.7,2.0,12.2,1981-82,0.53,0.22,0
Kenny Carr,2TM,74.0,26.0,4.7,9.4,0.503,0.0,0.1,4.7,0.509,0.504,2.7,4.1,0.656,2.3,4.9,7.2,1.2,0.9,0.3,2.1,12.1,1981-82,0.54,0.18,0
Brad Davis,DAL,82.0,31.9,4.8,9.4,0.515,0.2,0.286,4.7,0.53,0.524,2.3,2.8,0.804,0.4,2.3,2.8,6.2,0.9,0.1,1.9,12.1,1981-82,0.57,0.18,0
Albert King,NJN,76.0,22.3,5.1,10.7,0.482,0.0,0.231,5.1,0.486,0.483,1.8,2.3,0.778,1.4,2.7,4.1,1.9,0.8,0.5,2.4,12.1,1981-82,0.52,0.14,0
Reggie King,KCK,80.0,32.6,4.8,9.4,0.509,0.0,,4.8,0.509,0.509,2.5,3.6,0.705,2.0,4.5,6.5,2.2,1.1,0.4,1.9,12.1,1981-82,0.55,0.18,0
Freeman Williams,2TM,60.0,16.6,4.6,10.4,0.443,0.5,0.298,4.1,0.469,0.465,2.3,2.8,0.843,0.4,0.7,1.0,1.4,0.5,0.0,1.8,12.0,1981-82,0.52,0.11,0
Dave Robisch,DEN,12.0,21.4,4.0,8.8,0.453,0.0,,4.0,0.453,0.453,4.0,4.6,0.873,1.2,4.1,5.3,2.7,0.3,0.3,1.1,12.0,1981-82,0.55,1.18,0
Michael Cooper,LAL,76.0,28.9,5.0,9.8,0.517,0.0,0.118,5.0,0.526,0.518,1.8,2.3,0.813,1.1,2.4,3.5,3.0,1.6,0.8,2.0,11.9,1981-82,0.55,0.18,1
Joe Bryant,SDC,75.0,26.5,4.5,9.3,0.486,0.1,0.267,4.4,0.496,0.492,2.6,3.3,0.785,1.1,2.6,3.7,2.5,1.0,0.4,2.4,11.8,1981-82,0.55,0.15,0
Ricky Sobers,CHI,80.0,24.2,4.5,10.0,0.453,0.2,0.25,4.3,0.474,0.465,2.4,3.2,0.768,0.5,1.3,1.8,3.8,0.9,0.2,2.7,11.8,1981-82,0.52,0.12,0
Paul Westphal,NYK,18.0,25.1,4.8,10.8,0.443,0.1,0.25,4.7,0.452,0.448,2.0,2.6,0.766,0.5,0.7,1.2,5.6,1.1,0.4,2.6,11.7,1981-82,0.49,0.6,0
Ronnie Lester,CHI,75.0,30.0,4.4,8.8,0.501,0.1,0.5,4.3,0.501,0.504,2.8,3.4,0.813,1.0,1.8,2.8,4.8,1.1,0.2,2.5,11.6,1981-82,0.56,0.17,0
Phil Smith,2TM,74.0,27.6,4.6,10.3,0.447,0.1,0.185,4.5,0.456,0.45,2.2,3.0,0.731,0.7,1.8,2.5,4.1,0.9,0.4,2.1,11.5,1981-82,0.49,0.15,0
Louis Orr,IND,80.0,24.4,4.5,9.0,0.497,0.0,0.125,4.5,0.501,0.497,2.5,3.2,0.799,1.6,2.6,4.1,1.7,0.7,0.3,1.7,11.5,1981-82,0.55,0.14,0
Herb Williams,IND,82.0,27.8,5.0,10.4,0.477,0.0,0.286,4.9,0.478,0.478,1.5,2.3,0.67,2.1,5.2,7.4,1.7,0.6,2.2,1.7,11.5,1981-82,0.5,0.19,0
Mike O'Koren,NJN,80.0,25.2,4.8,9.7,0.492,0.1,0.348,4.7,0.497,0.497,1.7,2.4,0.714,1.4,2.4,3.8,2.4,1.0,0.2,1.8,11.4,1981-82,0.53,0.14,0
Lowes Moore,CLE,4.0,17.5,4.8,9.5,0.5,0.3,0.2,4.5,0.545,0.513,1.5,2.0,0.75,0.3,0.8,1.0,3.8,1.5,0.3,1.3,11.3,1981-82,0.54,2.85,0
Fred Brown,SEA,82.0,21.8,4.8,10.5,0.455,0.3,0.325,4.5,0.468,0.47,1.4,1.6,0.86,0.5,1.2,1.7,2.9,0.8,0.0,1.2,11.2,1981-82,0.5,0.12,0
Maurice Cheeks,PHI,79.0,31.6,4.5,8.6,0.521,0.1,0.273,4.4,0.529,0.525,2.2,2.8,0.777,0.6,2.5,3.1,8.4,2.6,0.4,2.3,11.2,1981-82,0.57,0.24,0
James Silas,CLE,67.0,21.6,3.7,8.6,0.438,0.0,0.0,3.7,0.442,0.438,3.7,4.3,0.86,0.4,1.2,1.6,3.3,0.6,0.1,1.6,11.2,1981-82,0.53,0.14,1
Billy Ray Bates,POR,75.0,16.4,4.4,9.2,0.473,0.2,0.293,4.2,0.484,0.481,2.2,2.8,0.787,0.7,0.7,1.4,1.5,0.5,0.1,1.2,11.1,1981-82,0.53,0.11,0
Darwin Cook,NJN,82.0,25.5,4.7,9.8,0.482,0.1,0.226,4.6,0.492,0.486,1.4,2.0,0.728,0.6,1.3,1.9,3.9,1.8,0.3,2.1,11.0,1981-82,0.51,0.14,0
Darryl Dawkins,PHI,48.0,23.4,4.3,7.6,0.564,0.0,0.0,4.3,0.567,0.564,2.4,3.4,0.695,1.4,4.9,6.4,1.1,0.4,1.1,2.0,11.0,1981-82,0.6,0.29,0
Lionel Hollins,PHI,81.0,27.9,4.7,9.8,0.477,0.0,0.125,4.7,0.484,0.478,1.6,2.3,0.702,0.4,1.9,2.3,3.9,1.3,0.2,1.8,11.0,1981-82,0.51,0.14,0
Bob Wilkerson,CLE,65.0,27.8,4.4,10.4,0.418,0.0,0.167,4.3,0.425,0.42,2.2,2.8,0.784,0.9,2.9,3.8,3.6,1.4,0.4,2.1,11.0,1981-82,0.47,0.18,0
Reggie Johnson,3TM,75.0,25.4,4.7,8.8,0.53,0.0,0.0,4.7,0.531,0.53,1.6,2.1,0.756,1.9,4.1,6.0,1.0,0.4,0.8,1.3,10.9,1981-82,0.56,0.18,0
Reggie Johnson,SAS,21.0,24.0,4.5,9.2,0.485,0.0,,4.5,0.485,0.485,1.5,1.9,0.8,2.0,4.5,6.5,1.0,0.3,0.8,1.2,10.5,1981-82,0.52,0.61,0
Reggie Johnson,CLE,23.0,26.8,4.1,7.6,0.537,0.0,,4.1,0.537,0.537,1.5,1.9,0.795,1.9,3.6,5.4,1.0,0.3,0.7,1.0,9.7,1981-82,0.57,0.53,0
Reggie Johnson,KCK,31.0,25.3,5.3,9.5,0.556,0.0,0.0,5.3,0.558,0.556,1.6,2.3,0.708,1.7,4.4,6.1,1.0,0.6,0.9,1.6,12.2,1981-82,0.58,0.46,0
Allen Leavell,HOU,79.0,27.2,4.7,10.0,0.467,0.1,0.29,4.6,0.474,0.472,1.5,1.7,0.852,0.6,1.5,2.1,5.8,1.9,0.2,1.9,10.9,1981-82,0.51,0.17,0
Scott Wedman,CLE,54.0,30.3,4.8,10.9,0.441,0.1,0.217,4.7,0.451,0.446,1.2,1.7,0.733,2.4,3.3,5.6,2.5,1.4,0.3,1.4,10.9,1981-82,0.47,0.24,0
Charlie Criss,2TM,55.0,25.3,4.0,9.1,0.446,0.2,0.345,3.9,0.452,0.456,2.6,2.9,0.887,0.2,1.3,1.5,3.4,0.8,0.1,1.5,10.8,1981-82,0.52,0.18,0
Larry Drew,KCK,81.0,24.4,4.4,9.3,0.473,0.1,0.296,4.3,0.479,0.478,1.9,2.3,0.794,0.4,1.5,1.8,5.2,1.4,0.0,2.1,10.8,1981-82,0.52,0.15,0
Billy McKinney,DEN,81.0,24.2,4.6,8.6,0.528,0.0,0.0,4.6,0.541,0.528,1.7,2.1,0.806,0.4,1.4,1.8,4.2,0.9,0.2,1.4,10.8,1981-82,0.57,0.15,0
Brian Taylor,SDC,41.0,31.1,4.0,8.0,0.503,0.6,0.365,3.5,0.536,0.538,2.2,2.7,0.818,0.6,1.7,2.3,5.6,1.1,0.2,2.0,10.8,1981-82,0.59,0.33,0
Frank Johnson,WSB,79.0,25.7,4.3,10.3,0.414,0.2,0.215,4.0,0.435,0.424,1.9,2.6,0.75,0.4,1.4,1.9,4.8,1.0,0.1,2.0,10.7,1981-82,0.47,0.12,0
Tom Owens,IND,74.0,21.6,4.0,8.6,0.47,0.0,0.5,4.0,0.47,0.471,2.4,3.1,0.801,1.9,3.1,5.0,1.7,0.6,0.5,1.9,10.5,1981-82,0.53,0.15,0
Rory Sparrow,ATL,82.0,31.8,4.5,8.9,0.501,0.0,0.067,4.5,0.51,0.502,1.5,1.8,0.838,0.6,2.1,2.7,5.2,1.1,0.2,1.8,10.5,1981-82,0.54,0.16,0
