Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Adrian Dantley,2TM,73.0,33.2,6.4,13.1,0.493,0.0,0.0,6.4,0.493,0.493,6.3,7.8,0.81,1.6,2.7,4.3,2.3,0.6,0.2,2.2,19.2,1988-89,0.58,0.22,,1
Mark Aguirre,2TM,80.0,32.5,7.3,15.9,0.461,0.6,0.293,6.7,0.488,0.481,3.6,4.9,0.733,1.8,3.0,4.8,3.5,0.6,0.5,2.6,18.9,1988-89,0.52,0.2,,1
Brad Daugherty,CLE,78.0,36.2,7.0,13.0,0.538,0.0,0.333,7.0,0.538,0.538,4.9,6.7,0.737,2.1,7.1,9.2,3.7,0.8,0.5,2.9,18.9,1988-89,0.59,0.29,,0
Mark Price,CLE,75.0,36.4,7.1,13.4,0.526,1.2,0.441,5.8,0.548,0.572,3.5,3.9,0.901,0.6,2.4,3.0,8.4,1.5,0.1,2.8,18.9,1988-89,0.63,0.3,,0
Willie Anderson,SAS,81.0,33.8,7.9,15.9,0.498,0.0,0.19,7.9,0.503,0.5,2.8,3.6,0.775,1.9,3.3,5.1,4.6,1.9,0.8,3.2,18.6,1988-89,0.53,0.23,,0
Ron Harper,CLE,82.0,34.8,7.2,14.0,0.511,0.4,0.25,6.8,0.54,0.523,3.9,5.2,0.751,1.5,3.5,5.0,5.3,2.3,0.9,2.8,18.6,1988-89,0.57,0.26,,0
Robert Parish,BOS,80.0,35.5,7.5,13.1,0.57,0.0,,7.5,0.57,0.57,3.7,5.1,0.719,4.3,8.2,12.5,2.2,1.0,1.5,2.5,18.6,1988-89,0.61,0.33,,0
Michael Adams,DEN,77.0,36.2,6.1,14.1,0.433,2.2,0.356,3.9,0.49,0.509,4.2,5.1,0.819,0.9,2.8,3.7,6.4,2.2,0.1,2.3,18.5,1988-89,0.57,0.26,,1
Reggie Lewis,BOS,81.0,32.8,7.5,15.3,0.486,0.0,0.136,7.4,0.493,0.488,3.5,4.5,0.787,1.4,3.2,4.7,2.7,1.5,0.9,1.8,18.5,1988-89,0.54,0.22,,0
Isiah Thomas,DET,80.0,36.6,7.1,15.3,0.464,0.4,0.273,6.7,0.485,0.477,3.6,4.4,0.818,0.6,2.8,3.4,8.3,1.7,0.3,3.7,18.2,1988-89,0.53,0.24,,1
Kevin Duckworth,POR,79.0,33.7,7.0,14.7,0.477,0.0,0.0,7.0,0.478,0.477,4.1,5.4,0.757,3.1,4.9,8.0,0.8,0.7,0.6,2.5,18.1,1988-89,0.53,0.21,,0
Ken Norman,LAC,80.0,37.8,8.0,15.9,0.502,0.1,0.19,7.9,0.507,0.504,2.1,3.4,0.63,3.1,5.3,8.3,3.5,1.3,0.8,2.6,18.1,1988-89,0.52,0.25,,0
Terry Porter,POR,81.0,38.3,6.7,14.1,0.471,1.0,0.361,5.7,0.497,0.506,3.4,4.0,0.84,1.0,3.5,4.5,9.5,1.8,0.1,3.1,17.7,1988-89,0.56,0.28,,0
Ricky Pierce,MIL,75.0,27.7,7.0,13.6,0.518,0.1,0.222,6.9,0.529,0.522,3.4,4.0,0.859,1.1,1.5,2.6,2.1,1.0,0.3,1.5,17.6,1988-89,0.57,0.2,,0
Danny Ainge,2TM,73.0,32.6,6.6,14.4,0.457,1.6,0.38,5.0,0.488,0.512,2.8,3.3,0.854,1.0,2.5,3.5,5.5,1.3,0.1,2.0,17.5,1988-89,0.55,0.24,,0
Wayman Tisdale,2TM,79.0,30.8,6.7,13.1,0.514,0.0,0.0,6.7,0.516,0.514,4.0,5.2,0.773,2.4,5.3,7.7,1.6,0.7,0.7,2.2,17.5,1988-89,0.57,0.23,,0
Jerome Kersey,POR,76.0,35.7,7.0,15.0,0.469,0.1,0.286,6.9,0.472,0.471,3.4,4.9,0.694,3.2,5.0,8.3,3.2,1.8,1.1,2.2,17.5,1988-89,0.51,0.27,,0
Derek Harper,DAL,81.0,36.6,6.6,13.9,0.477,1.2,0.356,5.4,0.517,0.521,2.8,3.5,0.806,0.6,2.2,2.8,7.0,2.1,0.5,2.5,17.3,1988-89,0.56,0.24,,0
Alvin Robertson,SAS,65.0,35.2,7.2,14.8,0.483,0.1,0.2,7.0,0.497,0.488,2.8,3.9,0.723,2.4,3.5,5.9,6.0,3.0,0.6,3.6,17.3,1988-89,0.52,0.32,,0
Kenny Smith,SAC,81.0,38.8,6.8,14.6,0.462,0.6,0.359,6.2,0.475,0.482,3.2,4.4,0.737,0.6,2.2,2.8,7.7,1.3,0.1,3.1,17.3,1988-89,0.52,0.21,,0
Roy Tarpley,DAL,19.0,31.1,6.9,12.7,0.541,0.0,0.0,6.9,0.544,0.541,3.5,5.1,0.688,4.1,7.4,11.5,0.9,1.5,1.6,2.4,17.3,1988-89,0.58,1.21,,0
Joe Dumars,DET,69.0,34.9,6.6,13.1,0.505,0.2,0.483,6.4,0.506,0.513,3.8,4.4,0.85,0.8,1.7,2.5,5.7,0.9,0.1,2.6,17.2,1988-89,0.57,0.24,,0
Mike Gminski,PHI,82.0,33.4,6.8,14.2,0.477,0.0,0.0,6.8,0.479,0.477,3.6,4.2,0.871,2.6,6.8,9.4,1.7,0.6,1.3,1.6,17.2,1988-89,0.54,0.25,,0
Larry Nance,CLE,73.0,34.6,6.8,12.6,0.539,0.0,0.0,6.8,0.541,0.539,3.7,4.6,0.799,2.1,5.8,8.0,2.2,0.8,2.8,1.6,17.2,1988-89,0.59,0.31,,0
John Stockton,UTA,82.0,38.7,6.1,11.3,0.538,0.2,0.242,5.9,0.561,0.547,4.8,5.5,0.863,1.0,2.0,3.0,13.6,3.2,0.2,3.8,17.1,1988-89,0.62,0.33,,1
Rex Chapman,CHH,75.0,29.6,7.0,16.9,0.414,0.8,0.314,6.2,0.431,0.437,2.1,2.6,0.795,1.0,1.5,2.5,2.3,0.9,0.3,1.5,16.9,1988-89,0.47,0.15,,0
Mark Jackson,NYK,72.0,34.4,6.7,14.2,0.467,1.1,0.338,5.5,0.507,0.507,2.5,3.6,0.698,1.5,3.3,4.7,8.6,1.9,0.1,3.1,16.9,1988-89,0.54,0.28,,1
Danny Manning,LAC,26.0,36.5,6.8,13.8,0.494,0.0,0.2,6.8,0.499,0.496,3.0,4.0,0.767,2.7,3.9,6.6,3.1,1.7,1.0,3.6,16.7,1988-89,0.54,0.67,,0
Otis Thorpe,HOU,82.0,38.2,6.4,11.7,0.542,0.0,0.0,6.4,0.543,0.542,4.0,5.5,0.729,3.3,6.3,9.6,2.5,1.0,0.5,2.7,16.7,1988-89,0.59,0.25,,0
Benoit Benjamin,LAC,79.0,32.7,6.2,11.5,0.541,0.0,0.0,6.2,0.543,0.541,4.0,5.4,0.744,2.1,6.7,8.8,2.0,0.7,2.8,3.0,16.4,1988-89,0.59,0.27,,0
Charles Smith,LAC,71.0,30.4,6.1,12.4,0.495,0.0,0.0,6.1,0.497,0.495,4.0,5.5,0.725,2.4,4.1,6.5,1.5,1.0,1.3,2.1,16.3,1988-89,0.55,0.24,,0
Ron Anderson,PHI,82.0,31.9,6.9,14.0,0.491,0.0,0.182,6.9,0.494,0.492,2.4,2.8,0.856,2.0,2.9,5.0,1.7,0.9,0.3,1.5,16.2,1988-89,0.53,0.18,,0
Quintin Dailey,LAC,69.0,25.0,6.5,14.0,0.465,0.0,0.111,6.5,0.468,0.465,3.1,4.1,0.759,1.0,2.0,3.0,2.2,1.3,0.1,1.8,16.1,1988-89,0.51,0.18,,0
Roy Hinson,NJN,82.0,31.0,6.0,12.5,0.482,0.0,0.0,6.0,0.483,0.482,3.9,5.1,0.757,1.9,4.5,6.4,0.9,0.4,1.5,2.0,16.0,1988-89,0.54,0.19,,0
Reggie Miller,IND,74.0,34.3,5.4,11.2,0.479,1.3,0.402,4.1,0.511,0.538,3.9,4.6,0.844,1.0,3.0,3.9,3.1,1.3,0.4,1.9,16.0,1988-89,0.6,0.22,,0
Johnny Newman,NYK,81.0,28.8,5.6,11.8,0.475,1.2,0.338,4.4,0.534,0.526,3.5,4.3,0.815,1.1,1.4,2.5,2.0,1.4,0.3,1.9,16.0,1988-89,0.58,0.16,,0
Armen Gilliam,PHO,74.0,28.6,6.3,12.6,0.503,0.0,,6.3,0.503,0.503,3.2,4.4,0.743,2.2,5.1,7.3,0.7,0.7,0.4,1.9,15.9,1988-89,0.55,0.21,,0
Derrick McKey,SEA,82.0,34.2,5.9,11.8,0.502,0.4,0.337,5.6,0.519,0.518,3.7,4.6,0.803,2.0,3.6,5.7,2.7,1.3,0.9,2.3,15.9,1988-89,0.58,0.21,,0
Reggie Theus,ATL,82.0,30.7,6.1,13.0,0.466,0.2,0.293,5.9,0.476,0.474,3.5,4.1,0.851,1.0,1.9,3.0,4.7,1.3,0.2,2.4,15.8,1988-89,0.53,0.18,,0
Walter Davis,DEN,81.0,22.9,6.6,13.3,0.498,0.2,0.29,6.4,0.512,0.507,2.2,2.5,0.879,0.5,1.4,1.9,2.3,0.9,0.1,1.6,15.6,1988-89,0.54,0.15,,0
Terry Teagle,GSW,66.0,23.8,6.2,13.0,0.476,0.0,0.167,6.2,0.481,0.477,2.8,3.4,0.809,1.7,2.3,4.0,1.5,1.2,0.3,1.8,15.2,1988-89,0.52,0.2,,0
Hersey Hawkins,PHI,79.0,32.6,5.6,12.3,0.455,0.9,0.428,4.7,0.461,0.492,3.1,3.7,0.831,0.6,2.2,2.8,3.0,1.5,0.5,2.0,15.1,1988-89,0.54,0.17,,0
Cliff Robinson,PHI,14.0,29.7,6.4,13.4,0.481,0.0,0.0,6.4,0.484,0.481,2.3,3.1,0.727,1.4,4.0,5.4,2.3,1.2,0.1,2.4,15.1,1988-89,0.51,0.99,,0
Sam Perkins,DAL,78.0,36.7,5.7,12.3,0.464,0.1,0.184,5.6,0.476,0.468,3.5,4.2,0.833,3.0,5.8,8.8,1.6,1.0,1.2,1.8,15.0,1988-89,0.53,0.24,,0
Robert Reid,CHH,82.0,26.2,6.3,14.8,0.428,0.2,0.327,6.1,0.432,0.435,1.9,2.4,0.776,1.0,2.7,3.7,1.9,0.6,0.2,1.3,14.7,1988-89,0.46,0.13,,0
Winston Garland,GSW,79.0,33.7,5.9,13.6,0.434,0.1,0.233,5.8,0.442,0.439,2.6,3.2,0.809,1.3,2.9,4.2,6.4,2.2,0.2,2.4,14.5,1988-89,0.48,0.21,,0
Scottie Pippen,CHI,73.0,33.1,5.7,11.9,0.476,0.3,0.273,5.4,0.496,0.488,2.8,4.1,0.668,1.9,4.2,6.1,3.5,1.9,0.8,2.7,14.4,1988-89,0.53,0.23,,0
Vern Fleming,IND,76.0,33.6,5.5,10.7,0.515,0.0,0.13,5.5,0.526,0.517,3.2,4.0,0.799,1.1,3.0,4.1,6.5,1.0,0.2,2.5,14.3,1988-89,0.57,0.23,,0
Gerald Wilkins,NYK,81.0,29.8,5.7,12.7,0.451,0.6,0.297,5.1,0.482,0.476,2.3,3.0,0.756,1.2,1.8,3.0,3.4,1.4,0.3,2.1,14.3,1988-89,0.51,0.16,,0
Johnny Dawkins,SAS,32.0,33.8,5.5,12.5,0.443,0.0,0.0,5.5,0.447,0.443,3.1,3.5,0.893,1.0,2.2,3.2,7.0,1.7,0.0,3.5,14.2,1988-89,0.51,0.48,,0
Sleepy Floyd,HOU,82.0,34.0,4.8,10.9,0.443,1.3,0.373,3.5,0.478,0.504,3.2,3.8,0.845,0.6,3.1,3.7,8.6,1.5,0.1,3.1,14.2,1988-89,0.56,0.22,,0
Joe Barry Carroll,NJN,64.0,31.2,5.7,12.7,0.448,0.0,,5.7,0.448,0.448,2.8,3.4,0.8,1.8,5.5,7.4,1.6,1.1,1.3,2.2,14.1,1988-89,0.5,0.25,,0
Chris Morris,NJN,76.0,27.6,5.4,11.9,0.457,0.8,0.366,4.6,0.479,0.493,2.4,3.3,0.717,2.5,2.8,5.2,1.6,1.3,0.8,2.5,14.1,1988-89,0.53,0.17,,0
LaSalle Thompson,2TM,76.0,30.6,5.5,11.2,0.489,0.0,0.0,5.5,0.49,0.489,3.0,3.7,0.808,2.9,6.5,9.4,1.1,1.0,1.2,2.4,13.9,1988-89,0.54,0.23,,0
Kevin Edwards,MIA,79.0,29.7,5.9,14.0,0.425,0.1,0.27,5.8,0.431,0.43,1.8,2.4,0.746,1.1,2.2,3.3,4.4,1.8,0.3,3.1,13.8,1988-89,0.46,0.15,,0
Darrell Griffith,UTA,82.0,29.0,5.7,12.7,0.446,0.7,0.311,4.9,0.477,0.475,1.7,2.2,0.78,0.9,3.1,4.0,1.6,1.0,0.3,1.7,13.8,1988-89,0.5,0.14,,0
Vinnie Johnson,DET,82.0,25.3,5.6,12.1,0.464,0.2,0.295,5.5,0.472,0.47,2.4,3.2,0.734,1.3,1.8,3.1,3.0,0.9,0.2,1.3,13.8,1988-89,0.51,0.15,,0
Greg Anderson,SAS,82.0,29.3,5.6,11.1,0.503,0.0,0.0,5.6,0.505,0.503,2.5,4.9,0.514,3.1,5.1,8.2,0.7,1.2,1.3,2.2,13.7,1988-89,0.52,0.18,,0
Frank Brickowski,SAS,64.0,28.5,5.3,10.2,0.515,0.0,0.0,5.3,0.517,0.515,3.1,4.4,0.715,2.3,4.0,6.3,2.0,1.6,0.5,2.6,13.7,1988-89,0.56,0.24,,0
Bill Laimbeer,DET,81.0,32.6,5.5,11.1,0.499,0.4,0.349,5.2,0.515,0.516,2.2,2.6,0.84,1.7,7.9,9.6,2.2,0.6,1.2,1.6,13.7,1988-89,0.56,0.24,,0
John Williams,WSB,82.0,29.4,5.3,11.5,0.466,0.2,0.268,5.1,0.482,0.476,2.7,3.5,0.776,1.9,5.1,7.0,4.3,1.7,0.9,1.9,13.7,1988-89,0.53,0.23,,0
Doc Rivers,ATL,76.0,32.4,4.9,10.7,0.455,0.6,0.347,4.3,0.474,0.481,3.3,3.8,0.861,1.2,2.6,3.8,6.9,2.4,0.5,2.1,13.6,1988-89,0.55,0.25,,0
Jeff Hornacek,PHO,78.0,31.9,5.6,11.4,0.495,0.3,0.333,5.3,0.511,0.51,1.9,2.3,0.826,1.0,2.4,3.4,6.0,1.7,0.1,1.4,13.5,1988-89,0.54,0.22,,0
Jack Sikma,MIL,80.0,32.3,4.5,10.4,0.431,1.0,0.38,3.5,0.449,0.48,3.3,3.7,0.905,1.8,6.0,7.8,3.6,1.1,0.8,1.8,13.4,1988-89,0.56,0.23,,0
A.C. Green,LAL,82.0,30.6,4.9,9.2,0.529,0.0,0.235,4.8,0.536,0.532,3.4,4.4,0.786,3.1,5.9,9.0,1.3,1.1,0.7,1.5,13.3,1988-89,0.6,0.23,,0
Mike McGee,NJN,80.0,25.3,5.4,11.5,0.473,1.2,0.365,4.3,0.515,0.524,1.0,1.8,0.535,0.9,1.5,2.4,1.5,1.0,0.2,1.6,13.0,1988-89,0.53,0.12,,0
Buck Williams,NJN,74.0,33.1,5.0,9.5,0.531,0.0,0.0,5.0,0.534,0.531,2.9,4.3,0.666,3.4,6.0,9.4,1.1,0.8,0.5,1.9,13.0,1988-89,0.57,0.23,,1
Charles Oakley,NYK,82.0,31.8,5.2,10.2,0.51,0.1,0.25,5.0,0.526,0.517,2.4,3.1,0.773,4.2,6.3,10.5,2.3,1.3,0.2,3.0,12.9,1988-89,0.56,0.23,,0
Mike Woodson,HOU,81.0,27.9,5.1,11.6,0.438,0.4,0.348,4.7,0.447,0.455,2.4,2.9,0.823,0.6,1.8,2.4,2.5,1.1,0.2,1.7,12.9,1988-89,0.5,0.13,,0
Danny Schayes,DEN,76.0,25.2,4.2,8.0,0.522,0.0,0.333,4.1,0.525,0.525,4.4,5.3,0.826,1.9,4.7,6.6,1.4,0.6,1.1,2.1,12.8,1988-89,0.62,0.21,,0
Dennis Hopson,NJN,62.0,25.0,4.8,11.5,0.419,0.1,0.148,4.8,0.429,0.422,3.0,3.5,0.849,1.5,1.8,3.3,1.7,1.1,0.5,1.6,12.7,1988-89,0.49,0.17,,0
Larry Krystkowiak,MIL,80.0,30.9,4.5,9.6,0.473,0.1,0.333,4.5,0.475,0.475,3.6,4.4,0.823,2.5,5.2,7.6,1.3,1.2,0.1,1.8,12.7,1988-89,0.55,0.19,,0
Rodney McCray,SAC,68.0,35.8,5.0,10.7,0.466,0.1,0.227,4.9,0.474,0.47,2.5,3.4,0.722,2.1,5.5,7.6,4.3,0.8,0.5,2.5,12.6,1988-89,0.52,0.25,,0
Rory Sparrow,MIA,80.0,32.7,5.6,12.3,0.452,0.2,0.243,5.3,0.469,0.461,1.2,1.3,0.879,0.7,2.0,2.7,5.4,1.3,0.2,2.6,12.5,1988-89,0.49,0.16,,0
Bill Cartwright,CHI,78.0,29.9,4.7,9.8,0.475,0.0,,4.7,0.475,0.475,3.0,3.9,0.766,1.9,4.7,6.7,1.2,0.3,0.5,2.4,12.4,1988-89,0.54,0.16,,0
Harold Pressley,SAC,80.0,28.2,4.8,10.9,0.439,1.5,0.403,3.3,0.457,0.507,1.2,1.5,0.78,2.7,3.4,6.1,2.2,1.2,1.0,1.6,12.3,1988-89,0.53,0.18,,0
Sidney Moncrief,MIL,62.0,25.7,4.2,8.6,0.491,0.4,0.342,3.8,0.514,0.514,3.3,3.8,0.865,0.7,2.0,2.8,3.0,1.0,0.2,1.5,12.1,1988-89,0.59,0.2,,0
Paul Pressey,MIL,67.0,32.4,4.6,9.7,0.474,0.2,0.218,4.4,0.497,0.483,2.8,3.6,0.776,1.1,2.8,3.9,6.6,1.8,0.7,2.7,12.1,1988-89,0.54,0.25,,0
Detlef Schrempf,2TM,69.0,26.8,4.0,8.4,0.474,0.1,0.2,3.9,0.492,0.48,4.0,5.1,0.78,1.8,3.9,5.7,2.6,0.8,0.3,1.9,12.0,1988-89,0.56,0.2,,0
Horace Grant,CHI,79.0,35.6,5.1,9.9,0.519,0.0,0.0,5.1,0.522,0.519,1.8,2.5,0.704,3.0,5.6,8.6,2.1,1.1,0.8,1.6,12.0,1988-89,0.55,0.22,,0
Dell Curry,CHH,48.0,16.9,5.3,10.9,0.491,0.4,0.345,4.9,0.509,0.51,0.8,1.0,0.87,0.5,1.6,2.2,1.0,0.9,0.1,0.9,11.9,1988-89,0.52,0.2,,0
Gary Grant,LAC,71.0,27.1,5.1,11.7,0.435,0.1,0.227,5.0,0.441,0.438,1.7,2.3,0.735,1.1,2.2,3.4,7.1,2.0,0.1,3.6,11.9,1988-89,0.47,0.19,,0
Grant Long,MIA,82.0,29.7,4.1,8.4,0.486,0.0,0.0,4.1,0.489,0.486,3.7,5.0,0.749,2.9,3.7,6.7,1.8,1.5,0.6,2.5,11.9,1988-89,0.56,0.18,,0
Vernon Maxwell,SAS,79.0,26.1,4.5,10.5,0.432,0.4,0.248,4.1,0.466,0.451,2.3,3.1,0.745,0.6,1.9,2.6,3.8,1.1,0.1,2.3,11.7,1988-89,0.49,0.13,,0
Rik Smits,IND,82.0,24.9,4.7,9.1,0.517,0.0,0.0,4.7,0.518,0.517,2.2,3.1,0.722,2.3,3.8,6.1,0.9,0.5,1.8,1.6,11.7,1988-89,0.56,0.17,,0
Maurice Cheeks,PHI,71.0,32.4,4.7,9.8,0.483,0.0,0.077,4.7,0.49,0.483,2.1,2.7,0.774,0.5,2.0,2.6,7.8,1.5,0.2,1.6,11.6,1988-89,0.53,0.23,,0
Jay Humphries,MIL,73.0,30.4,4.7,9.8,0.483,0.3,0.266,4.4,0.516,0.501,1.8,2.2,0.816,1.0,1.6,2.6,5.5,1.9,0.1,2.2,11.6,1988-89,0.54,0.19,,0
Hot Rod Williams,CLE,82.0,25.9,4.3,8.5,0.509,0.0,0.25,4.3,0.51,0.509,2.9,3.8,0.748,2.1,3.7,5.8,1.3,0.9,1.6,1.2,11.6,1988-89,0.57,0.18,,0
Ed Pinckney,2TM,80.0,25.2,4.0,7.8,0.513,0.0,0.0,4.0,0.518,0.513,3.5,4.4,0.8,2.1,3.5,5.6,1.5,1.0,0.8,1.5,11.5,1988-89,0.59,0.18,,0
Ledell Eackles,WSB,80.0,18.2,4.0,9.2,0.434,0.1,0.225,3.9,0.447,0.441,3.4,4.3,0.786,1.3,1.0,2.3,1.5,0.5,0.1,1.6,11.5,1988-89,0.52,0.1,,0
Kiki Vandeweghe,2TM,45.0,20.8,4.4,9.5,0.469,0.4,0.396,4.0,0.479,0.492,1.8,2.0,0.899,0.6,1.0,1.6,1.5,0.4,0.2,0.9,11.1,1988-89,0.53,0.19,,0
Kurt Rambis,CHH,75.0,29.8,4.3,8.4,0.518,0.0,0.0,4.3,0.521,0.518,2.4,3.3,0.734,3.6,5.8,9.4,2.1,1.3,0.8,2.0,11.1,1988-89,0.56,0.24,,0
Ricky Berry,SAC,64.0,22.0,4.0,8.9,0.45,1.0,0.406,3.0,0.467,0.507,2.0,2.6,0.789,0.9,2.2,3.1,1.3,0.6,0.3,1.3,11.0,1988-89,0.55,0.15,,0
