Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Mike Taylor,LAC,51.0,15.1,2.2,5.2,0.412,0.3,0.325,1.9,0.427,0.436,1.1,1.6,0.691,0.4,1.3,1.7,2.1,0.7,0.0,1.4,5.7,2008-09,0.48,0.1,
Keith Bogans,2TM,65.0,19.6,1.8,5.0,0.367,1.1,0.339,0.7,0.425,0.481,0.8,0.9,0.912,0.5,2.6,3.1,1.0,0.7,0.1,0.6,5.6,2008-09,0.52,0.1,
Darrell Arthur,MEM,76.0,19.3,2.5,5.7,0.438,0.0,0.0,2.5,0.44,0.438,0.5,0.8,0.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,5.6,2008-09,0.46,0.11,
Jared Dudley,2TM,68.0,17.0,2.0,4.2,0.477,0.4,0.392,1.6,0.507,0.528,1.0,1.5,0.676,1.2,1.8,3.0,0.8,0.8,0.1,0.6,5.5,2008-09,0.57,0.1,
Darko Miličić,MEM,61.0,17.0,2.2,4.4,0.515,0.0,,2.2,0.515,0.515,1.0,1.7,0.562,1.4,3.0,4.3,0.6,0.4,0.8,0.8,5.5,2008-09,0.53,0.13,
Joel Przybilla,POR,82.0,23.8,2.0,3.3,0.625,0.0,0.0,2.0,0.627,0.625,1.4,2.1,0.663,2.5,6.3,8.7,0.3,0.4,1.2,1.0,5.5,2008-09,0.65,0.16,
Nicolas Batum,POR,79.0,18.4,2.0,4.6,0.446,0.8,0.369,1.3,0.513,0.532,0.5,0.7,0.808,1.1,1.7,2.8,0.9,0.6,0.5,0.6,5.4,2008-09,0.55,0.09,
Stephen Graham,IND,52.0,13.2,2.0,4.9,0.414,0.4,0.303,1.7,0.453,0.453,1.0,1.2,0.806,0.4,1.4,1.8,0.6,0.2,0.1,0.9,5.4,2008-09,0.5,0.08,
Dahntay Jones,DEN,79.0,18.1,1.9,4.3,0.458,0.1,0.647,1.8,0.448,0.475,1.4,1.9,0.728,0.7,1.4,2.1,1.0,0.6,0.2,0.9,5.4,2008-09,0.53,0.07,
Bobby Brown,2TM,68.0,13.7,2.1,5.3,0.392,0.7,0.346,1.4,0.417,0.454,0.5,0.6,0.791,0.2,0.6,0.8,1.7,0.3,0.0,0.9,5.3,2008-09,0.48,0.06,
Anthony Carter,DEN,78.0,22.9,2.1,4.9,0.433,0.3,0.239,1.9,0.49,0.46,0.7,1.0,0.731,0.5,2.1,2.6,4.7,1.2,0.2,2.0,5.3,2008-09,0.5,0.11,
Jared Jeffries,NYK,56.0,23.4,2.1,4.9,0.44,0.0,0.083,2.1,0.456,0.441,1.0,1.6,0.611,2.3,1.8,4.1,1.4,0.8,0.6,1.2,5.3,2008-09,0.47,0.14,
Anthony Johnson,ORL,80.0,18.5,1.9,4.8,0.404,0.7,0.391,1.3,0.411,0.472,0.8,1.0,0.753,0.4,1.5,1.8,2.5,0.6,0.1,1.0,5.3,2008-09,0.51,0.08,
Kyle Weaver,OKC,56.0,20.8,2.0,4.4,0.459,0.6,0.344,1.4,0.529,0.524,0.7,1.0,0.707,0.6,1.8,2.3,1.8,0.8,0.4,1.2,5.3,2008-09,0.55,0.12,
Damien Wilkins,OKC,41.0,15.5,1.9,5.2,0.362,0.7,0.375,1.2,0.355,0.425,0.9,1.1,0.804,0.5,1.2,1.7,0.9,0.5,0.2,0.9,5.3,2008-09,0.47,0.1,
Mardy Collins,2TM,48.0,18.5,2.2,5.1,0.425,0.3,0.419,1.9,0.426,0.451,0.6,1.0,0.609,0.6,1.6,2.2,2.3,0.6,0.2,1.2,5.2,2008-09,0.47,0.12,
Devin Brown,NOH,63.0,13.8,1.8,5.0,0.355,0.4,0.289,1.3,0.384,0.399,1.2,1.6,0.78,0.5,1.4,1.9,0.9,0.5,0.1,0.9,5.2,2008-09,0.46,0.07,
Juan Dixon,WAS,50.0,16.3,2.0,5.1,0.395,0.5,0.333,1.5,0.42,0.443,0.7,0.8,0.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,5.2,2008-09,0.48,0.1,
Gerald Green,DAL,38.0,9.9,2.1,4.7,0.439,0.4,0.304,1.7,0.485,0.478,0.7,0.8,0.844,0.4,1.1,1.4,0.4,0.3,0.1,0.9,5.2,2008-09,0.51,0.1,
Chris Quinn,MIA,66.0,14.6,1.8,4.4,0.408,0.8,0.409,0.9,0.408,0.505,0.7,0.9,0.81,0.1,1.0,1.1,2.0,0.4,0.0,0.5,5.1,2008-09,0.53,0.08,
James Singleton,DAL,62.0,14.3,1.9,3.6,0.529,0.2,0.325,1.7,0.575,0.559,1.1,1.3,0.859,1.4,2.6,4.0,0.3,0.4,0.5,0.6,5.1,2008-09,0.61,0.13,
Javaris Crittenton,2TM,63.0,18.6,2.1,4.5,0.46,0.0,0.133,2.0,0.478,0.463,0.8,1.5,0.576,0.9,1.7,2.6,2.4,0.6,0.1,1.3,5.0,2008-09,0.48,0.1,
Pops Mensah-Bonsu,2TM,22.0,12.9,1.8,4.7,0.379,0.0,0.0,1.8,0.386,0.379,1.5,2.2,0.688,2.5,2.6,5.1,0.3,0.4,0.2,0.9,5.0,2008-09,0.44,0.3,
Renaldo Balkman,DEN,53.0,14.7,2.1,3.7,0.558,0.0,0.286,2.0,0.568,0.563,0.8,1.2,0.646,1.6,2.2,3.8,0.6,0.9,0.4,0.7,5.0,2008-09,0.59,0.15,
Will Solomon,2TM,53.0,13.4,2.0,4.6,0.429,0.5,0.326,1.5,0.484,0.486,0.5,0.6,0.735,0.2,1.0,1.2,2.5,0.5,0.1,1.0,5.0,2008-09,0.51,0.11,
Luke Walton,LAL,65.0,17.9,2.1,4.7,0.436,0.3,0.298,1.8,0.468,0.464,0.6,0.9,0.719,0.8,1.9,2.8,2.7,0.5,0.2,1.1,5.0,2008-09,0.49,0.11,
Arron Afflalo,DET,74.0,16.7,1.8,4.1,0.437,0.6,0.402,1.2,0.456,0.508,0.8,1.0,0.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,4.9,2008-09,0.54,0.06,
Chris Douglas-Roberts,NJN,44.0,13.3,1.8,4.0,0.46,0.1,0.25,1.8,0.476,0.469,1.2,1.4,0.823,0.3,0.8,1.1,1.2,0.3,0.2,0.7,4.9,2008-09,0.53,0.1,
Hilton Armstrong,NOH,70.0,15.6,2.0,3.5,0.561,0.0,0.0,2.0,0.566,0.561,0.9,1.4,0.633,1.2,1.6,2.8,0.4,0.4,0.6,1.1,4.8,2008-09,0.58,0.08,
Tony Battie,ORL,77.0,15.6,2.1,4.2,0.489,0.0,0.222,2.0,0.497,0.492,0.7,1.1,0.659,1.2,2.4,3.6,0.4,0.3,0.3,0.6,4.8,2008-09,0.51,0.08,
Dontell Jefferson,CHA,6.0,14.0,1.8,3.7,0.5,0.2,0.5,1.7,0.5,0.523,1.0,1.5,0.667,0.2,1.8,2.0,1.5,0.7,0.2,1.0,4.8,2008-09,0.55,0.97,
Luther Head,2TM,32.0,15.6,1.7,4.5,0.382,0.6,0.37,1.1,0.389,0.451,0.6,0.8,0.792,0.2,1.4,1.6,1.8,0.5,0.1,0.8,4.7,2008-09,0.48,0.15,
Joe Alexander,MIL,59.0,12.1,1.7,4.2,0.416,0.3,0.348,1.5,0.432,0.449,1.0,1.4,0.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,4.7,2008-09,0.49,0.07,
Kosta Koufos,UTA,48.0,11.8,2.0,3.9,0.508,0.0,,2.0,0.508,0.508,0.8,1.1,0.706,1.0,1.8,2.9,0.4,0.3,0.6,0.5,4.7,2008-09,0.54,0.13,
Sasha Pavlović,CLE,66.0,16.0,1.8,4.2,0.422,0.7,0.41,1.0,0.43,0.509,0.4,0.8,0.463,0.5,1.5,1.9,1.1,0.3,0.2,0.7,4.6,2008-09,0.51,0.07,
Alando Tucker,PHO,30.0,9.4,1.7,4.0,0.43,0.3,0.348,1.5,0.449,0.463,0.9,1.1,0.788,0.6,0.4,1.0,0.4,0.2,0.0,0.5,4.6,2008-09,0.51,0.11,
Joe Crawford,NYK,2.0,11.5,1.5,5.0,0.3,0.5,0.25,1.0,0.333,0.35,1.0,1.0,1.0,0.5,1.5,2.0,0.5,0.5,0.0,0.0,4.5,2008-09,0.41,2.0,
Goran Dragić,PHO,55.0,13.2,1.6,4.1,0.393,0.4,0.37,1.2,0.4,0.438,0.9,1.2,0.769,0.6,1.3,1.9,2.0,0.5,0.1,1.3,4.5,2008-09,0.49,0.09,
Dominic McGuire,WAS,79.0,26.2,1.8,4.1,0.432,0.0,0.5,1.7,0.431,0.435,0.9,1.3,0.725,1.4,4.0,5.4,2.5,0.8,0.9,1.2,4.5,2008-09,0.48,0.13,
Sergio Rodríguez,POR,80.0,15.3,1.6,4.1,0.392,0.5,0.325,1.2,0.428,0.448,0.8,1.0,0.792,0.5,1.1,1.6,3.6,0.7,0.0,1.5,4.5,2008-09,0.5,0.08,
Matt Harpring,UTA,63.0,11.0,1.8,3.8,0.461,0.0,0.0,1.8,0.464,0.461,0.9,1.1,0.764,0.7,1.2,2.0,0.4,0.5,0.1,0.5,4.4,2008-09,0.51,0.07,
Morris Peterson,NOH,43.0,12.0,1.7,4.3,0.399,0.8,0.388,0.9,0.408,0.489,0.3,0.4,0.632,0.3,1.7,2.0,0.4,0.3,0.0,0.3,4.4,2008-09,0.49,0.1,
Julian Wright,NOH,54.0,14.3,2.0,4.3,0.466,0.0,0.095,2.0,0.502,0.47,0.3,0.6,0.567,0.9,2.0,2.8,0.8,0.6,0.4,0.8,4.4,2008-09,0.48,0.1,
Quincy Douby,2TM,27.0,11.1,1.6,4.1,0.382,0.5,0.304,1.0,0.438,0.445,0.6,0.7,0.895,0.2,1.0,1.2,0.9,0.2,0.2,0.5,4.3,2008-09,0.49,0.14,
Jerryd Bayless,POR,53.0,12.4,1.3,3.6,0.365,0.1,0.259,1.2,0.383,0.384,1.6,1.9,0.806,0.2,0.9,1.1,1.5,0.3,0.0,1.1,4.3,2008-09,0.48,0.07,
Desmon Farmer,SAS,3.0,18.0,1.3,4.7,0.286,1.0,0.25,0.3,0.5,0.393,0.7,0.7,1.0,0.0,2.0,2.0,0.7,0.0,0.0,1.3,4.3,2008-09,0.43,0.77,
DeAndre Jordan,LAC,53.0,14.5,1.8,2.8,0.633,0.0,,1.8,0.633,0.633,0.8,2.1,0.385,1.4,3.1,4.5,0.2,0.2,1.1,0.8,4.3,2008-09,0.58,0.14,
Kurt Thomas,SAS,79.0,17.8,1.9,3.8,0.503,0.0,0.0,1.9,0.507,0.503,0.5,0.6,0.822,1.7,3.4,5.1,0.8,0.4,0.7,0.5,4.3,2008-09,0.53,0.11,
Ime Udoka,SAS,67.0,15.4,1.6,4.3,0.383,0.6,0.328,1.0,0.426,0.455,0.4,0.7,0.609,0.4,2.4,2.8,0.8,0.5,0.2,0.6,4.3,2008-09,0.47,0.07,
Shannon Brown,2TM,48.0,9.9,1.6,3.4,0.473,0.3,0.378,1.3,0.5,0.515,0.7,0.8,0.821,0.2,0.7,0.9,0.8,0.5,0.1,0.8,4.2,2008-09,0.56,0.08,
Tyronn Lue,2TM,44.0,11.8,1.6,3.7,0.438,0.6,0.435,1.0,0.44,0.522,0.3,0.4,0.737,0.1,0.9,1.0,1.4,0.2,0.0,0.5,4.2,2008-09,0.54,0.09,
Lou Amundson,PHO,76.0,13.7,1.8,3.3,0.536,0.0,0.0,1.8,0.538,0.536,0.7,1.6,0.442,1.7,1.9,3.6,0.4,0.4,0.9,0.7,4.2,2008-09,0.52,0.08,
Josh Boone,NJN,62.0,16.0,1.8,3.5,0.528,0.0,,1.8,0.528,0.528,0.5,1.4,0.376,1.7,2.5,4.2,0.5,0.4,0.8,0.5,4.2,2008-09,0.51,0.11,
Kwame Brown,DET,58.0,17.2,1.6,2.9,0.533,0.0,,1.6,0.533,0.533,1.1,2.1,0.516,1.6,3.4,5.0,0.6,0.4,0.4,0.9,4.2,2008-09,0.55,0.13,
Channing Frye,POR,63.0,11.8,1.8,4.2,0.423,0.2,0.333,1.6,0.436,0.444,0.4,0.6,0.722,0.7,1.6,2.2,0.4,0.3,0.3,0.5,4.2,2008-09,0.47,0.07,
James Jones,MIA,40.0,15.8,1.4,3.7,0.369,0.8,0.344,0.6,0.415,0.48,0.7,0.8,0.839,0.3,1.3,1.6,0.5,0.3,0.4,0.3,4.2,2008-09,0.52,0.11,
Josh Powell,LAL,60.0,11.7,1.8,4.0,0.444,0.0,,1.8,0.444,0.444,0.6,0.8,0.76,1.2,1.8,2.9,0.5,0.2,0.3,0.9,4.2,2008-09,0.48,0.08,
Brian Skinner,LAC,51.0,16.5,1.8,4.0,0.449,0.0,0.0,1.8,0.453,0.449,0.6,0.9,0.638,1.4,2.6,4.0,0.5,0.3,1.0,0.8,4.2,2008-09,0.48,0.13,
Jerry Stackhouse,DAL,10.0,16.2,1.6,6.0,0.267,0.3,0.158,1.3,0.317,0.292,0.7,0.7,1.0,0.5,1.2,1.7,1.2,0.4,0.1,0.9,4.2,2008-09,0.33,0.23,
Roko Ukić,TOR,72.0,12.4,1.7,4.5,0.38,0.2,0.177,1.6,0.427,0.397,0.6,0.8,0.733,0.4,0.7,1.0,2.1,0.4,0.0,0.8,4.2,2008-09,0.43,0.05,
Ike Diogu,2TM,29.0,7.4,1.3,2.6,0.527,0.0,0.5,1.3,0.528,0.534,1.4,1.8,0.755,0.9,1.0,1.9,0.1,0.1,0.1,0.4,4.1,2008-09,0.6,0.14,
Antonio Daniels,2TM,74.0,13.8,1.3,3.2,0.419,0.3,0.367,1.0,0.438,0.466,1.1,1.4,0.8,0.1,1.0,1.0,2.4,0.4,0.0,0.8,4.1,2008-09,0.54,0.07,
Shelden Williams,2TM,45.0,11.4,1.6,3.5,0.446,0.0,0.0,1.6,0.452,0.446,1.0,1.4,0.73,1.1,2.3,3.4,0.3,0.5,0.4,0.8,4.1,2008-09,0.5,0.12,
Anthony Roberson,2TM,29.0,9.5,1.5,4.1,0.367,0.9,0.321,0.6,0.462,0.475,0.2,0.2,1.0,0.2,0.6,0.8,0.7,0.3,0.0,0.3,4.1,2008-09,0.49,0.1,
Juwan Howard,2TM,42.0,11.2,1.8,3.5,0.51,0.0,,1.8,0.51,0.51,0.5,0.8,0.676,0.7,1.1,1.8,0.6,0.2,0.1,0.6,4.1,2008-09,0.53,0.1,
DeMarcus Nelson,GSW,13.0,13.2,1.8,4.2,0.444,0.0,0.0,1.8,0.471,0.444,0.4,1.1,0.357,0.5,1.4,1.8,1.0,0.7,0.2,1.2,4.1,2008-09,0.44,0.27,
Adam Morrison,2TM,52.0,13.7,1.5,4.3,0.359,0.6,0.333,0.9,0.378,0.43,0.3,0.4,0.739,0.3,1.2,1.5,0.8,0.2,0.1,0.6,4.0,2008-09,0.45,0.06,
Mark Blount,MIA,20.0,10.4,1.5,3.9,0.385,0.6,0.407,1.0,0.373,0.455,0.4,0.7,0.615,0.5,1.6,2.1,0.2,0.1,0.4,0.7,4.0,2008-09,0.48,0.17,
Paul Davis,LAC,27.0,11.9,1.5,3.6,0.408,0.0,0.0,1.5,0.412,0.408,1.0,1.3,0.794,1.0,1.4,2.5,0.4,0.4,0.1,0.5,4.0,2008-09,0.48,0.17,
Dan Gadzuric,MIL,67.0,14.0,1.7,3.6,0.48,0.0,0.0,1.7,0.483,0.48,0.6,1.0,0.544,1.4,2.4,3.8,0.6,0.5,0.6,0.6,4.0,2008-09,0.5,0.1,
J.J. Hickson,CLE,62.0,11.4,1.6,3.1,0.515,0.0,,1.6,0.515,0.515,0.7,1.1,0.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,4.0,2008-09,0.56,0.08,
Kevin Ollie,MIN,50.0,17.0,1.2,3.0,0.407,0.0,0.0,1.2,0.409,0.407,1.6,1.9,0.833,0.3,1.2,1.5,2.3,0.4,0.1,0.7,4.0,2008-09,0.52,0.11,
Ronnie Price,UTA,52.0,14.2,1.5,3.9,0.379,0.4,0.311,1.1,0.408,0.426,0.7,0.9,0.756,0.2,1.1,1.3,2.1,0.8,0.1,1.2,4.0,2008-09,0.47,0.09,
Mikki Moore,2TM,70.0,17.2,1.6,2.9,0.553,0.0,,1.6,0.553,0.553,0.7,0.9,0.787,1.1,2.6,3.7,0.8,0.2,0.3,0.7,3.9,2008-09,0.59,0.1,
Kris Humphries,TOR,29.0,9.1,1.3,3.1,0.422,0.0,,1.3,0.422,0.422,1.3,1.7,0.792,0.8,1.6,2.4,0.3,0.3,0.2,0.3,3.9,2008-09,0.51,0.16,
Rob Kurz,GSW,40.0,11.1,1.3,3.3,0.389,0.4,0.395,0.9,0.387,0.447,1.0,1.3,0.8,0.8,1.2,2.0,0.5,0.4,0.5,0.4,3.9,2008-09,0.5,0.12,
Sean May,CHA,24.0,12.5,1.6,4.1,0.398,0.0,1.0,1.6,0.392,0.403,0.6,0.8,0.7,0.8,2.0,2.9,0.4,0.2,0.2,1.1,3.9,2008-09,0.44,0.16,
Quinton Ross,MEM,68.0,17.1,1.5,3.8,0.382,0.5,0.375,1.0,0.386,0.446,0.5,0.6,0.81,0.4,1.4,1.9,0.7,0.5,0.2,0.5,3.9,2008-09,0.48,0.06,
Marcin Gortat,ORL,63.0,12.6,1.7,3.0,0.567,0.0,1.0,1.7,0.565,0.57,0.4,0.7,0.578,1.5,3.0,4.5,0.2,0.3,0.8,0.4,3.8,2008-09,0.57,0.12,
Donté Greene,SAC,55.0,13.2,1.4,4.3,0.326,0.5,0.26,0.9,0.375,0.381,0.5,0.6,0.853,0.3,1.2,1.6,0.5,0.3,0.3,0.7,3.8,2008-09,0.42,0.05,
Walter Herrmann,DET,59.0,10.7,1.4,3.5,0.396,0.7,0.342,0.7,0.471,0.495,0.3,0.4,0.76,0.5,1.3,1.8,0.4,0.1,0.1,0.3,3.8,2008-09,0.52,0.06,
Stephon Marbury,BOS,23.0,18.0,1.7,4.8,0.342,0.3,0.24,1.4,0.372,0.369,0.3,0.6,0.462,0.1,1.1,1.2,3.3,0.4,0.1,1.6,3.8,2008-09,0.38,0.17,
Donyell Marshall,PHI,25.0,7.6,1.3,2.9,0.452,1.0,0.455,0.3,0.444,0.623,0.1,0.2,0.5,0.2,1.4,1.6,0.6,0.2,0.2,0.2,3.8,2008-09,0.64,0.18,
Morris Almond,UTA,25.0,10.2,1.3,3.2,0.407,0.2,0.294,1.1,0.438,0.438,0.8,1.0,0.808,0.4,1.1,1.4,0.3,0.2,0.2,0.6,3.7,2008-09,0.51,0.12,
Brent Barry,HOU,56.0,15.3,1.3,3.1,0.407,0.9,0.374,0.4,0.512,0.549,0.3,0.4,0.95,0.3,1.4,1.7,1.4,0.4,0.1,0.9,3.7,2008-09,0.56,0.08,
Travis Diener,IND,55.0,13.1,1.3,3.3,0.413,0.8,0.39,0.5,0.459,0.542,0.2,0.3,0.8,0.1,1.5,1.6,2.2,0.5,0.1,0.4,3.7,2008-09,0.54,0.1,
Trenton Hassell,NJN,53.0,20.6,1.6,3.6,0.45,0.0,0.25,1.6,0.459,0.455,0.4,0.5,0.8,0.9,1.8,2.8,1.0,0.4,0.3,0.6,3.7,2008-09,0.48,0.1,
Oleksiy Pecherov,WAS,32.0,8.7,1.2,3.2,0.386,0.4,0.326,0.8,0.431,0.455,0.8,0.9,0.828,1.1,1.3,2.4,0.1,0.2,0.1,0.3,3.6,2008-09,0.5,0.12,
Aaron Gray,CHI,56.0,12.8,1.4,3.0,0.485,0.0,0.0,1.4,0.488,0.485,0.6,1.1,0.576,1.5,2.4,3.9,0.8,0.3,0.3,0.7,3.5,2008-09,0.5,0.11,
Amir Johnson,DET,62.0,14.7,1.6,2.6,0.595,0.0,,1.6,0.595,0.595,0.4,0.6,0.657,1.6,2.1,3.7,0.3,0.3,1.0,0.5,3.5,2008-09,0.61,0.11,
Darius Miles,MEM,34.0,8.8,1.4,2.9,0.485,0.0,0.167,1.4,0.505,0.49,0.7,0.9,0.742,0.6,1.1,1.7,0.5,0.3,0.6,0.6,3.5,2008-09,0.53,0.13,
Brian Scalabrine,BOS,39.0,12.9,1.2,2.9,0.421,0.6,0.393,0.6,0.453,0.526,0.4,0.5,0.889,0.2,1.1,1.3,0.5,0.2,0.3,0.3,3.5,2008-09,0.56,0.09,
Malik Rose,2TM,38.0,12.4,1.2,3.4,0.344,0.0,0.0,1.2,0.363,0.344,1.1,1.3,0.784,0.4,2.1,2.5,0.9,0.3,0.1,0.9,3.4,2008-09,0.43,0.1,
Yakhouba Diawara,MIA,63.0,13.5,1.2,3.4,0.35,0.8,0.313,0.4,0.463,0.468,0.2,0.3,0.526,0.4,0.9,1.3,0.4,0.2,0.1,0.3,3.4,2008-09,0.48,0.04,
Francisco Elson,MIL,59.0,16.6,1.4,2.9,0.491,0.0,0.25,1.4,0.497,0.494,0.6,0.7,0.846,1.7,2.2,3.9,0.5,0.6,0.6,0.8,3.4,2008-09,0.53,0.11,
Devean George,DAL,43.0,16.5,1.3,3.3,0.38,0.5,0.289,0.7,0.485,0.458,0.4,0.5,0.773,0.6,1.2,1.8,0.3,0.5,0.3,0.4,3.4,2008-09,0.48,0.09,
Johan Petro,2TM,49.0,11.4,1.5,3.6,0.415,0.0,0.0,1.5,0.42,0.415,0.3,0.6,0.552,0.9,2.4,3.2,0.3,0.4,0.3,0.6,3.3,2008-09,0.43,0.09,
Stromile Swift,2TM,19.0,9.7,1.3,2.9,0.429,0.1,1.0,1.2,0.418,0.438,0.7,1.4,0.5,0.8,1.6,2.4,0.2,0.2,0.4,0.8,3.3,2008-09,0.47,0.18,
Mouhamed Sene,2TM,6.0,4.8,1.0,1.5,0.667,0.0,,1.0,0.667,0.667,1.3,1.7,0.8,0.8,1.5,2.3,0.0,0.2,0.5,0.7,3.3,2008-09,0.73,0.78,
Reggie Evans,PHI,79.0,14.4,1.0,2.3,0.444,0.0,0.0,1.0,0.446,0.444,1.3,2.2,0.594,1.7,2.9,4.6,0.3,0.5,0.1,0.9,3.3,2008-09,0.5,0.07,
Malik Hairston,SAS,15.0,10.3,1.6,3.3,0.49,0.0,0.0,1.6,0.5,0.49,0.1,0.5,0.286,0.7,1.1,1.9,0.9,0.4,0.5,0.8,3.3,2008-09,0.47,0.27,
Robert Swift,OKC,26.0,13.2,1.4,2.7,0.521,0.0,,1.4,0.521,0.521,0.5,0.6,0.75,0.8,2.6,3.4,0.3,0.2,0.7,0.3,3.3,2008-09,0.56,0.24,
Ryan Hollins,2TM,45.0,9.9,1.1,2.1,0.532,0.0,,1.1,0.532,0.532,1.0,1.6,0.597,1.0,1.1,2.2,0.2,0.2,0.7,0.5,3.2,2008-09,0.57,0.1,
Malik Allen,MIL,49.0,11.8,1.5,3.5,0.429,0.0,0.0,1.5,0.432,0.429,0.2,0.4,0.476,0.7,1.4,2.1,0.7,0.1,0.2,0.4,3.2,2008-09,0.44,0.08,
Robin Lopez,PHO,60.0,10.2,1.2,2.3,0.518,0.0,0.0,1.2,0.522,0.518,0.8,1.1,0.691,0.9,1.1,2.0,0.1,0.2,0.7,0.5,3.2,2008-09,0.57,0.07,
Sean Marks,NOH,60.0,14.0,1.3,2.8,0.485,0.0,0.2,1.3,0.503,0.491,0.5,0.7,0.682,1.0,2.1,3.1,0.2,0.1,0.6,0.6,3.2,2008-09,0.51,0.08,
Melvin Ely,NOH,31.0,12.0,1.2,3.1,0.389,0.0,,1.2,0.389,0.389,0.7,1.2,0.639,1.0,1.1,2.1,0.6,0.1,0.3,0.7,3.1,2008-09,0.43,0.1,
Jeremy Richardson,ORL,12.0,7.8,1.2,4.1,0.286,0.5,0.353,0.7,0.25,0.347,0.3,0.5,0.5,0.1,1.1,1.2,0.3,0.0,0.0,0.3,3.1,2008-09,0.36,0.1,
Etan Thomas,WAS,26.0,11.8,1.2,2.5,0.485,0.0,,1.2,0.485,0.485,0.6,0.9,0.696,1.0,1.6,2.5,0.2,0.1,0.7,0.7,3.1,2008-09,0.54,0.17,
Courtney Sims,2TM,2.0,6.5,1.5,3.0,0.5,0.0,,1.5,0.5,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.5,3.0,2008-09,0.5,1.5,
Matt Carroll,2TM,55.0,11.2,1.2,3.1,0.38,0.2,0.245,0.9,0.441,0.418,0.4,0.5,0.84,0.1,1.1,1.3,0.5,0.4,0.1,0.6,3.0,2008-09,0.45,0.05,
Chucky Atkins,2TM,33.0,12.5,1.0,3.4,0.301,0.5,0.263,0.6,0.339,0.367,0.5,0.5,0.938,0.2,0.6,0.7,1.8,0.3,0.1,0.7,3.0,2008-09,0.41,0.08,
Brian Cardinal,MIN,64.0,14.2,1.0,2.6,0.385,0.5,0.326,0.5,0.455,0.473,0.5,0.5,0.857,0.6,1.6,2.2,1.2,0.6,0.2,0.8,3.0,2008-09,0.53,0.08,
Jermareo Davidson,GSW,14.0,7.9,1.2,2.5,0.486,0.0,,1.2,0.486,0.486,0.6,1.2,0.471,0.7,1.7,2.4,0.1,0.1,0.2,0.4,3.0,2008-09,0.5,0.25,
Royal Ivey,PHI,71.0,12.1,1.0,2.9,0.332,0.5,0.342,0.4,0.319,0.425,0.5,0.6,0.791,0.3,0.8,1.1,0.6,0.5,0.1,0.3,3.0,2008-09,0.47,0.04,
Jerome James,NYK,2.0,5.0,1.5,4.0,0.375,0.0,,1.5,0.375,0.375,0.0,0.0,,0.5,1.0,1.5,0.0,0.5,0.5,0.5,3.0,2008-09,0.38,1.25,
Solomon Jones,ATL,63.0,10.7,1.1,1.8,0.604,0.0,0.5,1.0,0.606,0.608,0.8,1.2,0.716,0.8,1.4,2.3,0.2,0.1,0.5,0.4,3.0,2008-09,0.64,0.07,
Henry Walker,BOS,29.0,7.4,1.2,2.0,0.621,0.0,0.0,1.2,0.632,0.621,0.6,0.8,0.696,0.3,0.7,1.0,0.4,0.2,0.1,0.6,3.0,2008-09,0.64,0.11,
Dorell Wright,MIA,6.0,12.2,1.3,3.3,0.4,0.0,,1.3,0.4,0.4,0.3,1.0,0.333,0.3,3.0,3.3,0.3,0.3,0.0,1.0,3.0,2008-09,0.4,0.53,
Alex Acker,2TM,25.0,8.0,1.2,3.0,0.395,0.3,0.35,0.9,0.411,0.441,0.2,0.4,0.5,0.3,0.6,1.0,0.5,0.2,0.2,0.3,2.9,2008-09,0.46,0.1,
Austin Croshere,2TM,14.0,7.1,1.0,2.8,0.359,0.4,0.333,0.6,0.375,0.423,0.5,0.9,0.583,0.8,1.6,2.4,0.6,0.1,0.1,0.4,2.9,2008-09,0.45,0.25,
Acie Law,ATL,55.0,10.2,0.9,2.5,0.374,0.2,0.31,0.8,0.391,0.406,0.9,1.1,0.817,0.1,0.9,1.1,1.6,0.2,0.1,0.5,2.9,2008-09,0.49,0.07,
Jamaal Magloire,MIA,55.0,12.9,1.2,2.4,0.496,0.0,,1.2,0.496,0.496,0.5,1.1,0.483,1.5,2.5,4.0,0.4,0.2,0.5,0.6,2.9,2008-09,0.5,0.1,
Eduardo Nájera,NJN,27.0,11.8,1.2,2.7,0.446,0.2,0.2,1.0,0.571,0.48,0.3,0.8,0.364,0.6,1.9,2.5,0.7,0.4,0.1,0.7,2.9,2008-09,0.48,0.14,
Ben Wallace,CLE,56.0,23.5,1.2,2.8,0.445,0.0,,1.2,0.445,0.445,0.5,1.1,0.422,2.4,4.0,6.5,0.8,0.9,1.3,0.6,2.9,2008-09,0.44,0.17,
Shawne Williams,DAL,15.0,11.3,1.1,3.7,0.286,0.1,0.059,1.0,0.385,0.295,0.6,0.7,0.818,1.3,1.8,3.1,0.1,0.1,0.6,0.3,2.8,2008-09,0.35,0.25,
