Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Alvin Scott,PHO,77.0,16.1,1.4,3.4,0.429,0.0,0.2,1.4,0.433,0.431,0.7,1.0,0.716,0.6,1.5,2.1,1.6,0.5,0.3,0.8,3.6,1984-85,0.47,0.06,,0
Joe Kopicki,DEN,42.0,7.3,1.2,2.3,0.526,0.0,0.667,1.1,0.522,0.537,1.0,1.3,0.796,0.7,1.4,2.0,0.7,0.3,0.0,0.7,3.5,1984-85,0.61,0.1,,0
Kevin Williams,CLE,46.0,9.0,1.3,2.9,0.433,0.0,0.0,1.3,0.45,0.433,1.0,1.4,0.734,0.4,1.0,1.4,1.3,0.5,0.1,1.1,3.5,1984-85,0.5,0.08,,0
J.J. Anderson,UTA,44.0,10.4,1.4,3.4,0.409,0.0,0.0,1.4,0.415,0.409,0.6,1.0,0.6,0.7,1.2,1.9,0.5,0.7,0.2,0.7,3.4,1984-85,0.44,0.08,,0
Cory Blackwell,SEA,60.0,9.2,1.5,4.0,0.367,0.0,0.0,1.5,0.37,0.367,0.5,0.9,0.509,0.7,0.9,1.6,0.4,0.4,0.1,0.7,3.4,1984-85,0.39,0.04,,0
Don Buse,KCK,65.0,14.4,1.3,3.1,0.404,0.5,0.356,0.8,0.44,0.48,0.4,0.5,0.767,0.3,0.6,0.9,3.1,0.6,0.0,0.7,3.4,1984-85,0.51,0.08,,0
Caldwell Jones,CHI,42.0,21.1,1.3,2.7,0.461,0.0,0.0,1.3,0.469,0.461,0.9,1.1,0.766,1.2,3.9,5.0,0.8,0.3,0.7,1.0,3.4,1984-85,0.53,0.18,,0
Jawann Oldham,CHI,63.0,15.8,1.4,3.0,0.464,0.0,0.0,1.4,0.466,0.464,0.5,0.8,0.68,1.3,2.5,3.7,0.5,0.2,2.0,0.9,3.4,1984-85,0.51,0.11,,0
Geoff Huston,CLE,8.0,11.6,1.5,3.1,0.48,0.0,,1.5,0.48,0.48,0.3,0.4,0.667,0.0,0.1,0.1,2.9,0.0,0.0,1.0,3.3,1984-85,0.5,0.45,,0
Bernard Thompson,POR,59.0,9.1,1.3,3.6,0.373,0.0,0.0,1.3,0.387,0.373,0.7,0.9,0.765,0.6,0.7,1.3,0.9,0.5,0.2,0.6,3.3,1984-85,0.41,0.05,,0
Willie White,DEN,39.0,6.0,1.3,3.2,0.419,0.1,0.364,1.2,0.425,0.435,0.5,0.8,0.677,0.4,0.5,0.9,0.7,0.1,0.1,0.8,3.3,1984-85,0.46,0.05,,0
M.L. Carr,BOS,47.0,8.4,1.3,3.2,0.416,0.2,0.391,1.1,0.421,0.446,0.4,0.4,1.0,0.4,0.5,0.9,0.5,0.4,0.1,0.5,3.2,1984-85,0.47,0.06,,0
Jim Petersen,HOU,60.0,11.9,1.2,2.4,0.486,0.0,,1.2,0.486,0.486,0.8,1.1,0.758,0.7,1.7,2.5,0.5,0.2,0.5,1.2,3.2,1984-85,0.55,0.07,,0
Granville Waiters,IND,62.0,11.3,1.4,3.1,0.447,0.0,0.0,1.4,0.45,0.447,0.5,0.8,0.58,0.9,1.8,2.7,0.5,0.3,0.7,0.9,3.2,1984-85,0.46,0.07,,0
Leon Wood,PHI,38.0,7.1,1.3,3.5,0.373,0.1,0.133,1.2,0.442,0.388,0.5,0.7,0.692,0.1,0.4,0.5,1.2,0.2,0.0,0.7,3.2,1984-85,0.42,0.05,,0
Sam Williams,PHI,46.0,10.6,1.3,3.2,0.392,0.0,0.0,1.3,0.395,0.392,0.6,1.0,0.596,0.8,1.5,2.3,0.2,0.6,0.6,1.0,3.1,1984-85,0.43,0.08,,0
John Schweitz,SEA,19.0,5.8,1.3,3.9,0.338,0.0,0.0,1.3,0.357,0.338,0.4,0.5,0.7,0.3,0.8,1.1,0.9,0.0,0.1,0.7,3.0,1984-85,0.36,0.09,,0
Wallace Bryant,DAL,56.0,15.4,1.2,2.6,0.453,0.0,,1.2,0.453,0.453,0.5,0.8,0.682,1.3,3.0,4.3,1.5,0.4,0.4,0.8,2.9,1984-85,0.49,0.12,,0
Harvey Catchings,LAC,70.0,15.0,1.0,2.1,0.483,0.0,0.0,1.0,0.486,0.483,0.8,1.3,0.663,1.3,2.5,3.7,0.2,0.2,0.8,0.8,2.9,1984-85,0.54,0.08,,0
Don Collins,WSB,11.0,8.3,1.1,3.1,0.353,0.0,,1.1,0.353,0.353,0.7,0.8,0.889,0.9,0.8,1.7,0.6,0.6,0.4,0.7,2.9,1984-85,0.42,0.31,,0
Wayne Sappleton,NJN,33.0,9.0,1.2,2.6,0.471,0.0,,1.2,0.471,0.471,0.4,1.0,0.412,0.8,1.4,2.3,0.2,0.2,0.1,0.6,2.9,1984-85,0.48,0.09,,0
Guy Williams,WSB,21.0,5.7,1.4,3.0,0.46,0.0,0.25,1.3,0.475,0.468,0.1,0.2,0.4,0.7,0.6,1.3,0.4,0.2,0.1,0.4,2.9,1984-85,0.47,0.13,,0
David Thirdkill,3TM,18.0,10.2,1.1,2.1,0.526,0.0,0.0,1.1,0.541,0.526,0.6,1.1,0.579,0.6,0.4,0.9,0.2,0.3,0.2,0.8,2.8,1984-85,0.54,0.12,,0
David Thirdkill,DET,10.0,11.5,1.2,2.3,0.522,0.0,0.0,1.2,0.545,0.522,0.5,1.1,0.455,0.4,0.4,0.8,0.1,0.3,0.2,1.2,2.9,1984-85,0.52,0.14,,0
David Thirdkill,MIL,6.0,2.7,0.5,0.7,0.75,0.0,,0.5,0.75,0.75,0.2,0.3,0.5,0.2,0.2,0.3,0.0,0.0,0.0,0.0,1.2,1984-85,0.72,0.2,,0
David Thirdkill,SAS,2.0,26.0,2.5,5.5,0.455,0.0,,2.5,0.455,0.455,2.5,3.0,0.833,2.5,1.0,3.5,1.5,1.0,0.5,1.0,7.5,1984-85,0.55,4.75,,0
Rickey Brown,ATL,69.0,11.8,1.1,2.8,0.406,0.0,,1.1,0.406,0.406,0.6,1.0,0.574,1.1,2.1,3.2,0.4,0.3,0.3,0.7,2.8,1984-85,0.43,0.06,,0
Reggie King,SEA,60.0,14.3,1.1,2.5,0.423,0.0,,1.1,0.423,0.423,0.7,1.0,0.695,0.7,1.3,2.0,0.9,0.5,0.2,0.7,2.8,1984-85,0.48,0.07,,0
Ronnie Lester,LAL,32.0,8.7,1.1,2.6,0.415,0.0,0.0,1.1,0.42,0.415,0.7,1.0,0.677,0.1,0.7,0.8,2.5,0.5,0.1,1.0,2.8,1984-85,0.46,0.12,,0
Ed Nealy,KCK,22.0,10.2,1.2,2.0,0.591,0.0,,1.2,0.591,0.591,0.5,0.9,0.526,0.7,1.3,2.0,0.8,0.1,0.0,0.5,2.8,1984-85,0.58,0.18,,0
Carlos Clark,BOS,62.0,9.1,1.0,2.5,0.421,0.0,0.0,1.0,0.435,0.421,0.7,0.9,0.774,0.5,0.6,1.1,0.8,0.6,0.0,0.7,2.7,1984-85,0.47,0.05,,0
Major Jones,DET,47.0,8.9,1.0,1.9,0.552,0.0,,1.0,0.552,0.552,0.7,1.1,0.647,1.0,1.7,2.7,0.3,0.2,0.3,0.7,2.7,1984-85,0.57,0.09,,0
Mark McNamara,2TM,45.0,6.1,0.9,1.7,0.526,0.0,,0.9,0.526,0.526,0.7,1.4,0.516,0.7,1.0,1.6,0.1,0.2,0.2,0.4,2.5,1984-85,0.54,0.06,,0
Scooter McCray,SEA,6.0,15.5,1.0,1.7,0.6,0.0,,1.0,0.6,0.6,0.5,0.7,0.75,1.0,1.8,2.8,1.2,0.2,0.5,1.7,2.5,1984-85,0.62,0.77,,0
Quinn Buckner,BOS,75.0,11.4,1.0,2.6,0.383,0.0,0.0,1.0,0.385,0.383,0.4,0.7,0.64,0.3,0.8,1.2,2.0,0.8,0.0,0.9,2.4,1984-85,0.41,0.05,,0
Tom Sluby,DAL,31.0,4.9,1.0,1.9,0.517,0.0,0.0,1.0,0.536,0.517,0.4,0.7,0.619,0.2,0.2,0.4,0.5,0.1,0.0,0.4,2.4,1984-85,0.54,0.06,,0
Robert Smith,CLE,7.0,6.9,0.6,2.4,0.235,0.0,0.0,0.6,0.308,0.235,1.1,1.4,0.8,0.0,0.6,0.6,1.0,0.3,0.0,0.4,2.3,1984-85,0.38,0.24,,0
Dane Suttle,KCK,6.0,4.0,1.0,2.2,0.462,0.0,0.0,1.0,0.5,0.462,0.3,0.3,1.0,0.0,0.5,0.5,0.3,0.2,0.0,0.2,2.3,1984-85,0.49,0.32,,0
Pete Verhoeven,KCK,54.0,6.8,0.9,2.0,0.472,0.0,,0.9,0.472,0.472,0.4,0.5,0.84,0.5,0.6,1.2,0.3,0.3,0.1,0.4,2.3,1984-85,0.52,0.05,,0
Pace Mannion,UTA,34.0,5.6,0.8,1.9,0.429,0.0,0.0,0.8,0.435,0.429,0.5,0.7,0.696,0.4,0.3,0.7,0.8,0.5,0.1,0.5,2.1,1984-85,0.48,0.07,,0
Charlie Sitton,DAL,43.0,7.1,0.9,2.2,0.415,0.0,0.0,0.9,0.424,0.415,0.3,0.6,0.52,0.6,0.8,1.4,0.6,0.2,0.1,0.4,2.1,1984-85,0.43,0.06,,0
Stuart Gray,IND,52.0,7.5,0.7,1.8,0.38,0.0,,0.7,0.38,0.38,0.6,0.9,0.681,0.6,1.8,2.4,0.3,0.2,0.3,1.0,2.0,1984-85,0.46,0.05,,0
Steve Hayes,PHI,11.0,9.2,0.9,1.6,0.556,0.0,,0.9,0.556,0.556,0.2,0.4,0.5,1.0,2.1,3.1,0.1,0.1,0.4,0.2,2.0,1984-85,0.56,0.42,,0
Ralph Jackson,IND,1.0,12.0,1.0,3.0,0.333,0.0,,1.0,0.333,0.333,0.0,0.0,,1.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,1984-85,0.33,6.0,,0
Truck Robinson,NYK,2.0,17.5,1.0,2.5,0.4,0.0,,1.0,0.4,0.4,0.0,1.0,0.0,3.0,1.5,4.5,1.5,1.0,1.5,2.5,2.0,1984-85,0.34,2.75,,0
Campy Russell,CLE,3.0,8.0,0.7,2.3,0.286,0.0,0.0,0.7,0.333,0.286,0.7,1.0,0.667,0.0,1.7,1.7,1.0,0.0,0.0,1.7,2.0,1984-85,0.36,0.37,,0
Linton Townes,SAS,1.0,8.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1984-85,0.15,-3.0,,0
Michael Young,PHO,2.0,5.5,1.0,3.0,0.333,0.0,0.0,1.0,0.4,0.333,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0,1984-85,0.33,0.5,,0
Chris Engler,3TM,11.0,7.5,0.7,1.8,0.4,0.0,,0.7,0.4,0.4,0.5,0.8,0.556,1.1,1.6,2.7,0.0,0.2,0.5,0.2,1.9,1984-85,0.44,0.34,,0
Chris Engler,NJN,7.0,10.9,1.0,2.3,0.438,0.0,,1.0,0.438,0.438,0.7,1.3,0.556,1.4,2.4,3.9,0.0,0.3,0.6,0.1,2.7,1984-85,0.47,0.79,,0
Chris Engler,CHI,3.0,1.0,0.3,0.7,0.5,0.0,,0.3,0.5,0.5,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.7,1984-85,0.5,0.23,,0
Chris Engler,MIL,1.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1984-85,0.0,0.0,,0
Craig Ehlo,HOU,45.0,4.2,0.8,1.5,0.493,0.0,0.0,0.8,0.515,0.493,0.4,0.7,0.633,0.2,0.4,0.6,0.6,0.2,0.1,0.5,1.9,1984-85,0.53,0.04,,0
David Pope,KCK,22.0,5.9,0.8,2.4,0.321,0.0,0.0,0.8,0.327,0.321,0.3,0.6,0.538,0.4,0.4,0.8,0.2,0.1,0.1,0.3,1.9,1984-85,0.36,0.04,,0
Rick Carlisle,BOS,38.0,4.7,0.7,1.8,0.388,0.0,0.0,0.7,0.4,0.388,0.4,0.4,0.882,0.2,0.3,0.6,0.7,0.1,0.0,0.5,1.8,1984-85,0.46,0.04,,0
Phil Ford,HOU,25.0,11.6,0.6,1.9,0.298,0.0,0.0,0.6,0.326,0.298,0.6,0.7,0.889,0.1,1.0,1.1,2.4,0.2,0.0,0.7,1.8,1984-85,0.41,0.14,,0
Stewart Granger,ATL,9.0,10.2,0.7,1.9,0.353,0.0,0.0,0.7,0.375,0.353,0.4,0.9,0.5,0.1,0.6,0.7,1.3,0.2,0.0,1.3,1.8,1984-85,0.39,0.11,,0
George Johnson,NJN,65.0,12.3,0.6,1.2,0.532,0.0,1.0,0.6,0.526,0.538,0.3,0.4,0.815,1.1,1.7,2.8,0.3,0.3,1.2,0.6,1.6,1984-85,0.58,0.08,,0
Greg Kite,BOS,55.0,7.7,0.6,1.6,0.375,0.0,,0.6,0.375,0.375,0.4,0.6,0.688,0.7,0.9,1.6,0.3,0.1,0.2,0.5,1.6,1984-85,0.43,0.04,,0
Ron Cavenall,NYK,53.0,12.3,0.5,1.6,0.326,0.0,,0.5,0.326,0.326,0.4,0.7,0.564,1.0,2.1,3.1,0.4,0.2,0.8,0.8,1.5,1984-85,0.39,0.07,,0
Hank McDowell,HOU,34.0,3.9,0.6,1.2,0.476,0.0,0.0,0.6,0.488,0.476,0.2,0.3,0.7,0.2,0.4,0.6,0.3,0.1,0.1,0.2,1.4,1984-85,0.53,0.05,,0
Sidney Lowe,2TM,21.0,9.0,0.5,1.3,0.37,0.0,0.0,0.5,0.385,0.37,0.4,0.4,1.0,0.2,0.6,0.8,2.4,0.5,0.0,0.6,1.3,1984-85,0.44,0.17,,0
Butch Graves,CLE,4.0,2.8,0.5,1.5,0.333,0.0,0.0,0.5,0.4,0.333,0.3,1.3,0.2,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.3,1984-85,0.31,0.02,,0
Billy Paultz,UTA,62.0,6.0,0.5,1.4,0.368,0.0,,0.5,0.368,0.368,0.3,0.5,0.643,0.4,1.2,1.5,0.3,0.1,0.2,0.5,1.3,1984-85,0.4,0.03,,0
Rick Robey,PHO,4.0,12.0,0.5,2.3,0.222,0.0,,0.5,0.222,0.222,0.3,0.5,0.5,0.8,1.3,2.0,1.3,0.5,0.0,2.0,1.3,1984-85,0.26,0.27,,0
Tom Scheffler,POR,39.0,6.9,0.5,1.3,0.412,0.0,,0.5,0.412,0.412,0.3,0.5,0.5,0.5,1.5,1.9,0.3,0.2,0.3,0.4,1.3,1984-85,0.43,0.07,,0
Danny Young,SEA,3.0,8.7,0.7,3.3,0.2,0.0,0.0,0.7,0.222,0.2,0.0,0.0,,0.0,1.0,1.0,0.7,1.0,0.0,0.7,1.3,1984-85,0.2,0.23,,0
Lorenzo Romar,2TM,9.0,5.7,0.3,1.8,0.188,0.0,0.0,0.3,0.231,0.188,0.6,0.6,1.0,0.0,0.0,0.0,1.3,0.4,0.0,0.6,1.2,1984-85,0.29,0.09,,0
Dale Wilkinson,2TM,12.0,3.8,0.3,1.3,0.25,0.0,0.0,0.3,0.267,0.25,0.5,0.6,0.857,0.1,0.3,0.3,0.2,0.0,0.0,0.3,1.2,1984-85,0.38,0.02,,0
Jay Murphy,LAC,23.0,6.5,0.3,2.2,0.16,0.0,0.0,0.3,0.163,0.16,0.5,0.9,0.571,0.3,1.5,1.8,0.2,0.0,0.1,0.3,1.2,1984-85,0.23,0.03,,0
Kenton Edelin,IND,10.0,14.3,0.4,1.3,0.308,0.0,,0.4,0.308,0.308,0.3,0.8,0.375,0.8,1.8,2.6,1.0,0.5,0.4,0.3,1.1,1984-85,0.33,0.39,,0
Chuck Nevitt,LAL,11.0,5.4,0.5,1.5,0.294,0.0,,0.5,0.294,0.294,0.2,0.7,0.25,0.5,1.4,1.8,0.3,0.0,1.4,0.9,1.1,1984-85,0.3,0.2,,0
Tom LaGarde,NJN,1.0,8.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1984-85,0.27,0.0,,0
Tom Sewell,WSB,21.0,4.1,0.4,1.7,0.25,0.0,0.0,0.4,0.265,0.25,0.1,0.2,0.5,0.1,0.1,0.2,0.3,0.1,0.0,0.3,1.0,1984-85,0.28,-0.0,,0
Kenny Natt,2TM,8.0,3.6,0.3,0.8,0.333,0.0,,0.3,0.333,0.333,0.3,0.5,0.5,0.3,0.1,0.4,0.4,0.3,0.0,0.4,0.8,1984-85,0.39,0.1,,0
Howard Carter,DAL,11.0,6.0,0.4,2.1,0.174,0.0,0.0,0.4,0.2,0.174,0.1,0.1,1.0,0.1,0.2,0.3,0.4,0.1,0.0,0.7,0.8,1984-85,0.19,-0.07,,0
Earl Jones,LAL,2.0,3.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1984-85,0.0,-0.5,,0
Leo Rautins,ATL,4.0,3.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.5,0.8,0.0,0.0,0.3,0.0,1984-85,0.0,0.12,,0
League Average,,,,,,0.491,,0.282,,0.499,0.496,,,0.764,,,,,,,,,1984-85,,,,0
