Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Cliff Robinson,CLE,77.0,33.8,7.6,16.0,0.477,0.0,0.0,7.6,0.479,0.477,2.8,3.9,0.708,2.5,8.6,11.1,1.9,0.8,0.8,2.9,18.0,1982-83,0.51,0.26
Rolando Blackman,DAL,75.0,31.3,6.8,13.9,0.492,0.0,0.2,6.8,0.497,0.494,4.0,5.1,0.78,1.4,2.5,3.9,2.5,0.5,0.4,1.6,17.7,1982-83,0.55,0.2
Tom Chambers,SDC,79.0,33.7,6.6,13.9,0.472,0.0,0.0,6.6,0.476,0.472,4.5,6.2,0.723,2.8,3.8,6.6,2.4,1.0,0.7,3.0,17.6,1982-83,0.53,0.21
Dominique Wilkins,ATL,82.0,32.9,7.3,14.9,0.493,0.0,0.182,7.3,0.495,0.493,2.8,4.1,0.682,2.8,3.1,5.8,1.6,1.0,0.8,2.2,17.5,1982-83,0.52,0.19
Billy Knight,IND,80.0,28.3,6.4,12.3,0.52,0.0,0.158,6.4,0.527,0.522,4.3,5.1,0.841,1.9,2.2,4.1,2.4,0.8,0.1,2.4,17.1,1982-83,0.59,0.19
Albert King,NJN,79.0,31.0,7.4,15.5,0.475,0.1,0.261,7.3,0.479,0.477,2.2,2.9,0.775,2.0,3.8,5.8,3.7,1.2,0.5,3.1,17.0,1982-83,0.51,0.21
Buck Williams,NJN,82.0,36.1,6.5,11.1,0.588,0.0,0.0,6.5,0.59,0.588,4.0,6.4,0.62,4.5,8.1,12.5,1.5,1.1,1.3,3.0,17.0,1982-83,0.61,0.29
Herb Williams,IND,78.0,32.2,7.4,14.9,0.499,0.0,0.0,7.4,0.502,0.499,2.0,2.8,0.705,1.9,5.5,7.5,3.4,0.7,2.2,2.9,16.9,1982-83,0.52,0.25
Magic Johnson,LAL,79.0,36.8,6.5,11.8,0.548,0.0,0.0,6.5,0.56,0.548,3.8,4.8,0.8,2.7,5.9,8.6,10.5,2.2,0.6,3.8,16.8,1982-83,0.6,0.36
Larry Nance,PHO,82.0,35.5,7.2,13.0,0.55,0.0,0.333,7.2,0.551,0.551,2.4,3.5,0.672,2.9,5.7,8.7,2.4,1.2,2.6,2.3,16.7,1982-83,0.57,0.27
Maurice Lucas,PHO,77.0,33.6,6.4,13.6,0.474,0.0,0.333,6.4,0.474,0.474,3.6,4.6,0.781,2.6,7.8,10.4,2.8,0.7,0.6,2.9,16.5,1982-83,0.53,0.26
Orlando Woolridge,CHI,57.0,28.5,6.3,10.9,0.58,0.0,0.0,6.3,0.583,0.58,3.8,6.0,0.638,2.1,3.1,5.2,1.7,0.7,0.8,2.8,16.5,1982-83,0.61,0.27
Eddie Johnson,ATL,61.0,29.7,6.4,14.1,0.453,0.2,0.341,6.1,0.459,0.462,3.0,3.9,0.785,0.4,1.6,2.0,5.2,1.0,0.1,2.6,16.0,1982-83,0.51,0.21
David Thompson,SEA,75.0,28.7,5.9,12.3,0.481,0.0,0.2,5.9,0.484,0.482,4.0,5.1,0.784,1.3,2.3,3.6,3.0,0.6,0.4,2.2,15.9,1982-83,0.55,0.18
Vinnie Johnson,DET,82.0,30.6,6.3,12.4,0.513,0.1,0.275,6.2,0.523,0.519,3.0,3.8,0.778,2.0,2.3,4.3,3.7,1.1,0.6,1.9,15.8,1982-83,0.56,0.2
Bill Cartwright,NYK,82.0,30.1,5.5,9.8,0.566,0.0,,5.5,0.566,0.566,4.6,6.2,0.744,2.3,4.9,7.2,1.7,0.5,1.5,2.5,15.7,1982-83,0.63,0.22
Ricky Sobers,WSB,41.0,35.1,5.7,13.0,0.438,0.6,0.418,5.1,0.441,0.46,3.8,4.5,0.832,0.9,1.6,2.5,5.3,1.5,0.3,3.6,15.7,1982-83,0.52,0.33
Mychal Thompson,POR,80.0,37.7,6.3,12.9,0.489,0.0,0.0,6.3,0.489,0.489,3.1,5.0,0.621,2.3,7.1,9.4,4.8,0.9,1.4,3.5,15.7,1982-83,0.52,0.25
Ray Williams,KCK,72.0,30.1,5.8,14.8,0.392,0.2,0.203,5.6,0.406,0.399,3.6,4.6,0.769,1.3,3.3,4.5,7.9,1.7,0.4,4.7,15.4,1982-83,0.46,0.21
Otis Birdsong,NJN,62.0,30.4,6.9,13.5,0.511,0.0,0.333,6.8,0.512,0.512,1.3,2.3,0.566,0.9,1.6,2.4,3.9,1.4,0.3,1.8,15.1,1982-83,0.52,0.22
Quintin Dailey,CHI,76.0,27.4,6.2,13.3,0.466,0.1,0.2,6.1,0.473,0.469,2.7,3.7,0.73,1.1,2.3,3.4,3.7,0.9,0.1,2.7,15.1,1982-83,0.51,0.16
Norm Nixon,LAL,79.0,34.3,6.7,14.2,0.475,0.0,0.0,6.7,0.48,0.475,1.6,2.1,0.744,0.8,1.8,2.6,7.2,1.3,0.1,3.0,15.1,1982-83,0.5,0.19
Bob McAdoo,LAL,47.0,21.7,6.2,12.0,0.52,0.0,0.0,6.2,0.52,0.52,2.5,3.5,0.73,1.6,3.6,5.3,0.8,0.9,0.9,1.4,15.0,1982-83,0.55,0.31
Gene Banks,SAS,81.0,33.6,6.2,11.3,0.55,0.0,0.0,6.2,0.553,0.55,2.4,3.4,0.705,2.7,4.8,7.6,3.4,1.0,0.3,2.1,14.9,1982-83,0.58,0.23
Allen Leavell,HOU,79.0,32.9,5.6,13.4,0.415,0.5,0.24,5.0,0.449,0.434,3.1,3.8,0.832,0.8,1.7,2.5,6.7,2.1,0.2,2.5,14.8,1982-83,0.49,0.19
Junior Bridgeman,MIL,70.0,26.5,6.0,12.2,0.492,0.0,0.077,6.0,0.498,0.492,2.3,2.8,0.837,0.6,2.9,3.5,3.0,0.6,0.1,1.7,14.4,1982-83,0.54,0.19
Rickey Green,UTA,78.0,35.7,5.9,12.1,0.493,0.0,0.154,5.9,0.497,0.494,2.4,3.0,0.797,0.8,2.1,2.9,8.9,2.8,0.1,2.8,14.3,1982-83,0.53,0.25
Alvan Adams,PHO,80.0,30.6,6.0,12.3,0.486,0.0,0.333,6.0,0.487,0.487,2.3,2.7,0.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,14.2,1982-83,0.53,0.23
Dennis Johnson,PHO,77.0,33.1,5.2,11.2,0.462,0.1,0.161,5.1,0.473,0.465,3.8,4.8,0.791,1.2,3.2,4.4,5.0,1.3,0.5,2.6,14.2,1982-83,0.53,0.21
Mickey Johnson,3TM,78.0,26.3,5.0,11.8,0.425,0.0,0.083,5.0,0.438,0.426,4.0,4.9,0.821,2.1,4.2,6.3,3.3,1.1,0.6,3.1,14.1,1982-83,0.51,0.19
Mickey Johnson,MIL,6.0,25.5,5.0,11.0,0.455,0.0,0.0,5.0,0.469,0.455,1.2,1.5,0.778,1.5,2.7,4.2,1.8,0.2,0.3,2.0,11.2,1982-83,0.48,1.57
Mickey Johnson,NJN,42.0,23.8,4.7,11.8,0.401,0.0,0.118,4.7,0.411,0.403,3.9,4.8,0.816,1.6,3.8,5.3,3.4,1.3,0.5,2.9,13.4,1982-83,0.48,0.31
Mickey Johnson,GSW,30.0,30.0,5.4,12.0,0.451,0.0,0.059,5.4,0.471,0.453,4.7,5.7,0.829,2.9,5.2,8.2,3.3,0.8,0.8,3.5,15.5,1982-83,0.53,0.58
Kevin McHale,BOS,82.0,28.6,5.9,10.9,0.541,0.0,0.0,5.9,0.541,0.541,2.4,3.3,0.717,2.6,4.1,6.7,1.3,0.4,2.3,1.9,14.1,1982-83,0.57,0.21
Bill Walton,SDC,33.0,33.3,6.1,11.5,0.528,0.0,,6.1,0.528,0.528,2.0,3.5,0.556,2.3,7.5,9.8,3.6,1.0,3.6,3.2,14.1,1982-83,0.54,0.67
Dave Corzine,CHI,82.0,30.4,5.6,11.2,0.497,0.0,0.0,5.6,0.498,0.497,2.8,3.9,0.72,3.0,5.8,8.7,1.9,0.6,1.3,2.8,14.0,1982-83,0.54,0.21
Bill Laimbeer,DET,82.0,35.0,5.3,10.7,0.497,0.0,0.154,5.3,0.502,0.498,3.0,3.8,0.79,3.4,8.7,12.1,3.2,0.6,1.4,2.1,13.6,1982-83,0.55,0.28
Lionel Hollins,SDC,56.0,32.9,5.6,12.8,0.437,0.1,0.143,5.5,0.445,0.439,2.3,3.2,0.721,0.5,1.8,2.3,6.7,2.0,0.3,3.5,13.5,1982-83,0.48,0.24
James Worthy,LAL,77.0,25.6,5.8,10.0,0.579,0.0,0.25,5.8,0.581,0.58,1.8,2.9,0.624,2.0,3.1,5.2,1.7,1.2,0.8,2.3,13.4,1982-83,0.59,0.19
James Bailey,2TM,75.0,23.5,5.1,10.3,0.497,0.0,0.0,5.1,0.498,0.497,3.0,4.3,0.702,2.3,4.0,6.3,0.9,0.6,0.8,2.6,13.3,1982-83,0.55,0.17
Darwin Cook,NJN,82.0,32.0,5.4,12.0,0.449,0.1,0.211,5.3,0.459,0.453,2.3,3.0,0.769,0.9,2.0,2.9,5.5,2.4,0.6,2.9,13.2,1982-83,0.5,0.18
Johnny Davis,ATL,53.0,27.6,4.9,10.7,0.455,0.1,0.278,4.8,0.461,0.459,3.1,3.9,0.796,0.7,1.7,2.4,5.9,0.8,0.1,2.2,12.9,1982-83,0.52,0.25
Elvin Hayes,HOU,81.0,28.4,5.2,11.0,0.476,0.0,0.5,5.2,0.476,0.478,2.4,3.5,0.683,2.5,5.1,7.6,2.0,0.6,1.0,2.5,12.9,1982-83,0.51,0.18
Calvin Murphy,HOU,64.0,22.2,5.3,11.8,0.447,0.1,0.286,5.2,0.45,0.45,2.2,2.3,0.92,0.5,0.6,1.2,2.5,0.9,0.1,1.4,12.8,1982-83,0.5,0.15
Micheal Ray Richardson,2TM,64.0,32.4,5.4,12.7,0.425,0.1,0.157,5.3,0.442,0.429,1.7,2.5,0.65,1.8,2.8,4.6,6.8,2.8,0.4,3.8,12.6,1982-83,0.46,0.24
Maurice Cheeks,PHI,79.0,31.2,5.1,9.4,0.542,0.0,0.167,5.1,0.545,0.543,2.3,3.0,0.754,0.7,2.0,2.6,6.9,2.3,0.4,2.3,12.5,1982-83,0.58,0.22
Pat Cummings,DAL,81.0,28.6,5.3,10.8,0.493,0.0,0.0,5.3,0.494,0.493,1.8,2.4,0.755,2.8,5.5,8.2,1.8,0.7,0.4,2.0,12.5,1982-83,0.53,0.19
Frank Johnson,WSB,68.0,34.2,4.7,11.6,0.408,0.2,0.23,4.5,0.423,0.417,2.9,3.8,0.751,0.7,1.9,2.6,8.1,1.6,0.1,3.5,12.5,1982-83,0.47,0.2
Darnell Valentine,POR,47.0,27.6,4.4,9.8,0.454,0.0,0.0,4.4,0.455,0.454,3.6,4.5,0.793,0.7,1.8,2.5,6.2,2.1,0.1,2.8,12.5,1982-83,0.53,0.3
Lonnie Shelton,SEA,82.0,31.4,5.3,11.2,0.478,0.0,0.167,5.3,0.48,0.478,1.7,2.3,0.754,1.9,4.1,6.0,2.9,0.9,0.9,2.1,12.4,1982-83,0.51,0.18
Michael Brooks,SDC,82.0,30.0,4.9,10.1,0.484,0.1,0.333,4.8,0.487,0.487,2.4,3.4,0.697,2.9,3.4,6.4,3.2,1.4,0.5,2.2,12.2,1982-83,0.53,0.19
Geoff Huston,CLE,80.0,34.0,5.0,10.4,0.482,0.1,0.333,5.0,0.484,0.484,2.1,3.1,0.686,0.5,1.5,2.0,6.1,0.9,0.1,2.4,12.2,1982-83,0.52,0.16
Johnny Moore,SAS,77.0,33.1,5.1,10.9,0.468,0.1,0.227,5.1,0.475,0.471,1.9,2.6,0.744,0.8,2.8,3.6,9.8,2.5,0.4,2.9,12.2,1982-83,0.51,0.25
Terry Tyler,DET,82.0,31.0,5.1,10.7,0.478,0.0,0.133,5.1,0.484,0.48,1.8,2.4,0.745,2.2,4.4,6.6,1.9,1.3,2.0,1.5,12.1,1982-83,0.51,0.2
Kenny Carr,POR,82.0,28.4,4.4,8.7,0.505,0.0,0.333,4.4,0.506,0.506,3.1,4.5,0.697,2.2,5.0,7.2,1.4,0.8,0.5,2.3,12.0,1982-83,0.56,0.17
Darryl Dawkins,NJN,81.0,25.8,5.0,8.3,0.599,0.0,,5.0,0.599,0.599,2.0,3.2,0.646,1.6,3.6,5.2,1.4,0.8,1.9,3.5,12.0,1982-83,0.62,0.16
Cedric Maxwell,BOS,79.0,28.5,4.2,8.4,0.499,0.0,0.0,4.2,0.5,0.499,3.5,4.4,0.812,2.3,3.0,5.3,2.4,0.8,0.5,2.1,11.9,1982-83,0.58,0.17
Sly Williams,NYK,68.0,20.4,4.6,9.5,0.485,0.0,0.105,4.6,0.497,0.487,2.6,3.8,0.68,1.4,2.9,4.3,2.0,1.1,0.0,2.0,11.9,1982-83,0.53,0.16
Don Collins,WSB,65.0,24.2,5.1,9.8,0.523,0.0,0.0,5.1,0.528,0.523,1.6,2.1,0.743,1.8,1.4,3.2,2.0,1.3,0.5,2.2,11.8,1982-83,0.55,0.18
Steve Johnson,KCK,79.0,19.5,4.7,7.5,0.624,0.0,,4.7,0.624,0.624,2.4,4.1,0.574,1.8,3.3,5.0,1.2,0.5,1.1,2.3,11.7,1982-83,0.63,0.16
Rory Sparrow,2TM,81.0,30.0,4.8,10.0,0.484,0.1,0.227,4.8,0.491,0.487,1.8,2.5,0.739,0.8,2.1,2.8,4.9,1.3,0.1,2.4,11.6,1982-83,0.52,0.15
Brad Davis,DAL,79.0,29.4,4.5,7.9,0.572,0.1,0.256,4.4,0.595,0.58,2.4,2.8,0.845,0.4,2.1,2.5,7.2,1.0,0.1,1.8,11.6,1982-83,0.64,0.21
George Johnson,IND,82.0,28.0,5.0,10.5,0.477,0.1,0.184,4.9,0.49,0.481,1.5,2.1,0.733,2.1,4.5,6.6,2.7,0.9,0.6,3.0,11.6,1982-83,0.51,0.16
Jeff Wilkins,UTA,81.0,28.5,4.8,10.1,0.477,0.0,0.0,4.8,0.478,0.477,1.9,2.5,0.78,1.9,5.5,7.4,1.6,0.5,0.5,2.3,11.5,1982-83,0.51,0.16
Ron Brewer,2TM,74.0,26.5,4.6,10.9,0.426,0.1,0.389,4.6,0.427,0.431,1.9,2.3,0.835,0.8,1.1,1.9,1.3,1.2,0.3,1.3,11.3,1982-83,0.47,0.11
Scott Wedman,2TM,75.0,23.9,5.0,10.5,0.475,0.1,0.313,4.9,0.481,0.481,1.1,1.4,0.794,1.3,2.5,3.8,1.6,0.6,0.2,1.7,11.2,1982-83,0.5,0.13
Danny Schayes,2TM,82.0,27.9,4.2,9.1,0.457,0.0,0.0,4.2,0.457,0.457,2.8,3.6,0.773,2.4,5.3,7.7,2.5,0.7,1.2,3.1,11.1,1982-83,0.52,0.18
Kelvin Ransey,DAL,76.0,21.1,4.5,9.8,0.46,0.0,0.125,4.5,0.467,0.461,2.0,2.6,0.764,0.6,1.4,1.9,3.7,0.8,0.1,1.7,11.1,1982-83,0.51,0.13
Rick Mahorn,WSB,82.0,36.9,4.6,9.4,0.49,0.0,0.0,4.6,0.492,0.49,1.8,3.1,0.575,2.1,7.4,9.5,1.4,1.0,1.8,2.1,11.0,1982-83,0.51,0.2
Ben Poquette,UTA,75.0,31.1,4.4,9.3,0.472,0.0,0.2,4.4,0.474,0.473,2.2,2.9,0.751,2.1,4.9,6.9,2.2,0.9,1.5,1.3,11.0,1982-83,0.52,0.21
Al Wood,SDC,76.0,24.0,4.5,9.7,0.464,0.2,0.3,4.3,0.475,0.474,1.6,2.1,0.77,1.3,1.8,3.1,1.8,0.7,0.5,1.5,10.9,1982-83,0.51,0.13
Bob Lanier,MIL,39.0,25.1,4.2,8.5,0.491,0.0,0.0,4.2,0.492,0.491,2.3,3.4,0.684,1.5,3.6,5.1,2.7,0.9,0.6,2.1,10.7,1982-83,0.54,0.32
Brian Winters,MIL,57.0,23.9,4.5,10.3,0.434,0.4,0.324,4.1,0.449,0.453,1.3,1.5,0.859,0.6,1.3,1.9,2.7,0.8,0.1,1.4,10.6,1982-83,0.48,0.15
James Edwards,2TM,31.0,21.5,4.1,8.5,0.487,0.0,,4.1,0.487,0.487,2.2,3.5,0.639,1.8,3.2,5.0,1.3,0.4,0.6,1.6,10.5,1982-83,0.52,0.34
Tiny Archibald,BOS,66.0,27.4,3.6,8.4,0.425,0.1,0.208,3.5,0.435,0.429,3.3,4.5,0.743,0.4,1.0,1.4,6.2,0.6,0.1,2.5,10.5,1982-83,0.51,0.16
Butch Carter,IND,81.0,21.2,4.4,8.7,0.501,0.2,0.333,4.2,0.515,0.513,1.5,1.9,0.805,0.8,1.1,1.9,2.4,1.0,0.2,1.5,10.5,1982-83,0.55,0.12
John Long,DET,70.0,21.2,4.5,9.9,0.451,0.0,0.286,4.4,0.453,0.452,1.6,2.1,0.76,0.8,1.8,2.6,1.5,0.6,0.2,2.1,10.5,1982-83,0.49,0.11
Terry Teagle,HOU,73.0,23.4,4.5,10.6,0.428,0.1,0.345,4.4,0.431,0.434,1.2,1.7,0.696,1.0,1.6,2.7,2.1,0.7,0.2,1.9,10.4,1982-83,0.46,0.1
Rod Higgins,CHI,82.0,26.8,3.8,8.5,0.448,0.2,0.317,3.7,0.457,0.458,2.5,3.2,0.792,1.9,2.5,4.5,2.1,0.8,0.8,1.5,10.3,1982-83,0.52,0.14
Fred Brown,SEA,80.0,17.9,4.6,8.9,0.52,0.2,0.438,4.5,0.523,0.529,0.7,0.9,0.806,0.4,0.8,1.2,3.0,0.7,0.2,1.4,10.2,1982-83,0.55,0.12
Joe Bryant,HOU,81.0,25.4,4.2,9.5,0.448,0.1,0.222,4.1,0.459,0.453,1.4,2.0,0.703,1.1,2.3,3.4,2.3,1.0,0.4,2.2,10.0,1982-83,0.48,0.11
Dave Greenwood,CHI,79.0,29.8,3.9,8.7,0.455,0.0,0.0,3.9,0.457,0.455,2.1,2.9,0.708,2.7,6.9,9.7,1.9,0.7,1.1,1.9,10.0,1982-83,0.5,0.2
Paul Westphal,NYK,80.0,24.7,4.0,8.7,0.459,0.2,0.292,3.8,0.471,0.469,1.9,2.3,0.804,0.2,1.2,1.4,5.5,1.1,0.2,2.5,10.0,1982-83,0.51,0.13
Danny Ainge,BOS,80.0,25.6,4.5,9.0,0.496,0.1,0.172,4.4,0.509,0.499,0.9,1.2,0.742,1.0,1.6,2.7,3.1,1.4,0.1,1.2,9.9,1982-83,0.52,0.14
Kent Benson,DET,21.0,28.5,4.0,8.7,0.467,0.0,0.0,4.0,0.47,0.467,1.8,2.4,0.76,2.5,4.9,7.4,2.3,0.7,0.8,1.7,9.9,1982-83,0.51,0.67
Craig Hodges,SDC,76.0,26.6,4.2,9.3,0.452,0.3,0.222,3.9,0.485,0.466,1.2,1.7,0.723,0.7,0.9,1.6,3.6,1.1,0.1,2.1,9.9,1982-83,0.49,0.11
