Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Cole Anthony,ORL,47.0,27.1,4.7,11.7,0.397,1.2,0.337,3.4,0.424,0.449,2.3,2.8,0.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,12.9,2020-21,0.5,0.27,
Markelle Fultz,ORL,8.0,26.9,5.1,13.0,0.394,0.5,0.25,4.6,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,12.9,2020-21,0.46,1.52,
Kyle Kuzma,LAL,68.0,28.7,4.9,11.1,0.443,2.0,0.361,2.9,0.525,0.533,1.0,1.4,0.691,1.6,4.5,6.1,1.9,0.5,0.6,1.7,12.9,2020-21,0.55,0.2,
P.J. Washington,CHO,64.0,30.5,4.7,10.7,0.44,1.8,0.386,3.0,0.48,0.522,1.7,2.3,0.745,1.5,5.1,6.5,2.5,1.1,1.2,2.0,12.9,2020-21,0.55,0.24,
Jarrett Allen,2TM,63.0,29.6,4.7,7.7,0.618,0.1,0.316,4.6,0.631,0.624,3.2,4.6,0.703,3.1,6.9,10.0,1.7,0.5,1.4,1.6,12.8,2020-21,0.66,0.32,
Keldon Johnson,SAS,69.0,28.5,4.9,10.2,0.479,0.9,0.331,4.0,0.531,0.522,2.1,2.8,0.74,1.3,4.6,6.0,1.8,0.6,0.3,1.1,12.8,2020-21,0.56,0.21,
Will Barton,DEN,56.0,31.0,4.6,10.9,0.426,1.8,0.381,2.9,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,12.7,2020-21,0.54,0.23,
Miles Bridges,CHO,66.0,29.3,4.7,9.4,0.503,1.8,0.4,3.0,0.593,0.596,1.5,1.7,0.867,1.2,4.8,6.0,2.2,0.7,0.8,1.6,12.7,2020-21,0.63,0.24,
Alec Burks,NYK,49.0,25.6,4.3,10.2,0.42,2.1,0.415,2.2,0.425,0.522,2.1,2.4,0.856,0.4,4.2,4.6,2.2,0.6,0.3,1.0,12.7,2020-21,0.56,0.27,
Jalen Brunson,DAL,68.0,25.0,4.8,9.2,0.523,1.2,0.405,3.6,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,12.6,2020-21,0.62,0.21,
Myles Turner,IND,47.0,31.0,4.4,9.2,0.477,1.5,0.335,2.9,0.606,0.557,2.4,3.0,0.782,1.3,5.2,6.5,1.0,0.9,3.4,1.4,12.6,2020-21,0.6,0.37,
Seth Curry,PHI,57.0,28.7,4.5,9.7,0.467,2.2,0.45,2.3,0.485,0.582,1.2,1.4,0.896,0.2,2.2,2.4,2.7,0.8,0.1,1.1,12.5,2020-21,0.61,0.21,
Aaron Gordon,2TM,50.0,27.7,4.6,10.0,0.463,1.2,0.335,3.4,0.533,0.522,1.9,3.0,0.651,1.5,4.1,5.7,3.2,0.7,0.7,1.9,12.4,2020-21,0.55,0.29,
Kyle Anderson,MEM,69.0,27.3,4.5,9.5,0.468,1.4,0.36,3.1,0.539,0.54,2.1,2.7,0.783,0.8,5.0,5.7,3.6,1.2,0.8,1.2,12.4,2020-21,0.58,0.24,
Brook Lopez,MIL,70.0,27.2,4.6,9.1,0.503,1.4,0.338,3.2,0.632,0.577,1.7,2.0,0.845,1.5,3.5,5.0,0.7,0.6,1.5,0.9,12.3,2020-21,0.62,0.21,
Saddiq Bey,DET,70.0,27.3,4.0,9.9,0.404,2.5,0.38,1.5,0.45,0.53,1.8,2.1,0.844,0.6,3.9,4.5,1.4,0.7,0.2,0.9,12.2,2020-21,0.56,0.17,
Eric Bledsoe,NOP,71.0,29.7,4.3,10.3,0.421,1.7,0.341,2.6,0.496,0.503,1.9,2.7,0.687,0.4,3.0,3.4,3.8,0.8,0.3,1.6,12.2,2020-21,0.53,0.17,
Kevin Love,CLE,25.0,24.9,4.1,10.1,0.409,2.3,0.365,1.8,0.479,0.522,1.7,2.0,0.824,0.7,6.8,7.4,2.5,0.6,0.1,1.5,12.2,2020-21,0.56,0.6,
Joe Ingles,UTA,67.0,27.9,4.1,8.4,0.489,2.7,0.451,1.4,0.59,0.652,1.1,1.3,0.844,0.4,3.2,3.6,4.7,0.7,0.2,1.7,12.1,2020-21,0.67,0.23,
Josh Richardson,DAL,59.0,30.3,4.5,10.5,0.427,1.5,0.33,3.0,0.501,0.498,1.7,1.8,0.917,0.9,2.4,3.3,2.6,1.0,0.4,1.3,12.1,2020-21,0.54,0.2,
Thaddeus Young,CHI,68.0,24.3,5.4,9.7,0.559,0.2,0.267,5.3,0.58,0.568,1.0,1.7,0.628,2.5,3.8,6.2,4.3,1.1,0.6,2.0,12.1,2020-21,0.58,0.25,
Jordan Poole,GSW,51.0,19.4,4.0,9.3,0.432,1.9,0.351,2.1,0.545,0.535,2.1,2.3,0.882,0.3,1.5,1.8,1.9,0.5,0.2,1.0,12.0,2020-21,0.58,0.19,
Kevin Huerter,ATL,69.0,30.8,4.6,10.6,0.432,2.0,0.363,2.6,0.51,0.528,0.7,0.9,0.781,0.6,2.8,3.3,3.5,1.2,0.3,1.1,11.9,2020-21,0.54,0.19,
Malik Monk,CHO,42.0,20.9,4.1,9.5,0.434,2.0,0.401,2.1,0.471,0.54,1.4,1.7,0.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,11.7,2020-21,0.57,0.23,
Hamidou Diallo,2TM,52.0,23.6,4.3,9.0,0.477,0.5,0.341,3.8,0.505,0.506,2.5,3.8,0.64,1.1,4.1,5.2,1.9,0.8,0.5,1.5,11.6,2020-21,0.54,0.24,
Dāvis Bertāns,WAS,57.0,25.7,3.4,8.4,0.404,3.0,0.395,0.4,0.48,0.581,1.8,2.0,0.87,0.3,2.6,2.9,0.9,0.6,0.2,0.6,11.5,2020-21,0.62,0.18,
Jusuf Nurkić,POR,37.0,23.8,4.6,9.0,0.514,0.3,0.4,4.3,0.525,0.532,1.9,3.1,0.619,2.3,6.6,9.0,3.4,1.0,1.1,2.0,11.5,2020-21,0.55,0.5,
James Wiseman,GSW,39.0,21.4,4.9,9.4,0.519,0.3,0.316,4.6,0.542,0.535,1.4,2.2,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,11.5,2020-21,0.55,0.32,
Rudy Gay,SAS,63.0,21.6,4.2,10.0,0.42,1.7,0.381,2.5,0.451,0.505,1.3,1.6,0.804,0.7,4.1,4.8,1.4,0.7,0.6,1.0,11.4,2020-21,0.53,0.19,
Bobby Portis,MIL,66.0,20.8,4.7,9.1,0.523,1.1,0.471,3.6,0.542,0.585,0.8,1.1,0.74,1.9,5.2,7.1,1.1,0.8,0.4,0.8,11.4,2020-21,0.59,0.23,
Immanuel Quickley,NYK,64.0,19.4,3.6,9.1,0.395,1.8,0.389,1.7,0.401,0.497,2.4,2.7,0.891,0.4,1.8,2.1,2.0,0.5,0.2,0.9,11.4,2020-21,0.55,0.15,
Lou Williams,2TM,66.0,21.6,4.0,9.8,0.41,1.0,0.399,3.0,0.414,0.464,2.3,2.6,0.867,0.3,1.8,2.1,3.4,0.7,0.1,1.6,11.3,2020-21,0.52,0.15,
Jae'Sean Tate,HOU,70.0,29.2,4.5,8.9,0.506,0.9,0.308,3.7,0.595,0.554,1.5,2.1,0.694,1.9,3.5,5.3,2.5,1.2,0.5,1.4,11.3,2020-21,0.58,0.21,
Wendell Carter Jr.,2TM,54.0,25.5,4.3,8.5,0.503,0.3,0.294,4.0,0.53,0.52,2.4,3.3,0.732,2.4,5.8,8.2,1.9,0.6,0.8,1.4,11.2,2020-21,0.56,0.3,
Armoni Brooks,HOU,20.0,26.0,3.9,9.6,0.406,3.0,0.382,0.9,0.514,0.563,0.4,0.6,0.583,0.5,2.9,3.4,1.5,0.6,0.3,1.1,11.2,2020-21,0.57,0.5,
Enes Freedom,POR,72.0,24.4,4.7,7.8,0.604,0.0,0.25,4.7,0.607,0.605,1.8,2.3,0.774,3.9,7.1,11.0,1.2,0.5,0.7,1.1,11.2,2020-21,0.64,0.28,
Cam Reddish,ATL,26.0,28.8,3.7,10.1,0.365,1.3,0.262,2.4,0.46,0.428,2.6,3.2,0.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,11.2,2020-21,0.49,0.38,
Naz Reid,MIN,70.0,19.2,4.3,8.3,0.523,0.9,0.351,3.5,0.597,0.576,1.6,2.4,0.693,1.2,3.4,4.6,1.0,0.5,1.1,1.0,11.2,2020-21,0.6,0.18,
Lonnie Walker IV,SAS,60.0,25.4,4.3,10.2,0.42,1.7,0.355,2.6,0.477,0.502,1.0,1.2,0.814,0.2,2.4,2.6,1.7,0.5,0.3,1.1,11.2,2020-21,0.52,0.15,
Serge Ibaka,LAC,41.0,23.3,4.5,8.9,0.51,1.0,0.339,3.6,0.588,0.563,1.0,1.3,0.811,1.8,4.9,6.7,1.8,0.2,1.1,1.1,11.1,2020-21,0.59,0.37,
Blake Griffin,2TM,46.0,25.8,3.8,8.9,0.423,1.5,0.341,2.3,0.505,0.509,1.9,2.5,0.744,0.8,4.1,4.9,3.0,0.7,0.3,1.3,11.0,2020-21,0.55,0.28,
Nickeil Alexander-Walker,NOP,46.0,21.9,4.2,10.0,0.419,1.7,0.347,2.5,0.485,0.502,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,11.0,2020-21,0.52,0.22,
Jeff Green,BRK,68.0,27.0,3.8,7.8,0.492,1.5,0.412,2.3,0.564,0.59,1.8,2.4,0.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,11.0,2020-21,0.62,0.18,
Dwayne Bacon,ORL,72.0,25.7,4.1,10.1,0.402,0.8,0.285,3.2,0.449,0.443,2.0,2.4,0.824,0.4,2.7,3.1,1.3,0.6,0.1,0.6,10.9,2020-21,0.49,0.12,
Oshae Brissett,IND,21.0,24.7,3.5,7.2,0.483,1.6,0.423,1.9,0.548,0.593,2.4,3.1,0.769,1.4,4.1,5.5,0.9,0.9,1.0,0.5,10.9,2020-21,0.64,0.68,
Reggie Bullock,NYK,65.0,30.0,3.8,8.6,0.442,2.5,0.41,1.3,0.521,0.587,0.8,0.8,0.909,0.2,3.2,3.4,1.5,0.8,0.2,0.7,10.9,2020-21,0.61,0.17,
Patty Mills,SAS,68.0,24.8,3.7,9.0,0.412,2.4,0.375,1.3,0.5,0.544,1.0,1.1,0.91,0.3,1.4,1.7,2.4,0.6,0.0,1.0,10.8,2020-21,0.57,0.13,
Cameron Oliver,HOU,4.0,21.8,4.8,8.3,0.576,1.0,0.308,3.8,0.75,0.636,0.3,1.0,0.25,1.3,4.0,5.3,1.3,0.5,1.0,0.8,10.8,2020-21,0.62,3.48,
Reggie Jackson,LAC,67.0,23.0,3.9,8.7,0.45,1.8,0.433,2.1,0.465,0.554,1.0,1.2,0.817,0.4,2.5,2.9,3.1,0.6,0.1,1.1,10.7,2020-21,0.58,0.17,
Ty Jerome,OKC,33.0,23.9,3.9,8.7,0.446,2.2,0.423,1.7,0.479,0.57,0.8,1.0,0.765,0.3,2.5,2.8,3.6,0.6,0.2,1.4,10.7,2020-21,0.59,0.35,
Grayson Allen,MEM,50.0,25.2,3.5,8.3,0.418,2.1,0.391,1.3,0.471,0.547,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,10.6,2020-21,0.58,0.22,
Justin Holiday,IND,72.0,30.3,3.6,8.7,0.413,2.4,0.382,1.2,0.494,0.551,0.9,1.2,0.788,0.4,3.1,3.6,1.7,1.0,0.6,0.8,10.5,2020-21,0.57,0.16,
Donte DiVincenzo,MIL,66.0,27.5,3.8,9.1,0.42,2.0,0.379,1.8,0.475,0.528,0.8,1.1,0.718,1.2,4.5,5.8,3.1,1.1,0.2,1.4,10.4,2020-21,0.54,0.21,
Cedi Osman,CLE,59.0,25.6,3.7,9.9,0.374,1.7,0.306,2.0,0.458,0.458,1.3,1.6,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,10.4,2020-21,0.49,0.17,
Mason Plumlee,DET,56.0,26.8,4.2,6.8,0.614,0.0,0.0,4.2,0.626,0.614,2.0,3.0,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,10.4,2020-21,0.64,0.35,
Brandon Clarke,MEM,59.0,24.0,4.3,8.4,0.517,0.3,0.26,4.0,0.565,0.537,1.3,1.9,0.69,1.6,3.9,5.6,1.6,1.0,0.9,0.6,10.3,2020-21,0.56,0.24,
Delon Wright,2TM,63.0,27.7,3.8,8.2,0.463,1.0,0.372,2.8,0.509,0.525,1.6,2.0,0.802,1.0,3.2,4.3,4.4,1.6,0.5,1.3,10.2,2020-21,0.56,0.24,
Monte Morris,DEN,47.0,25.4,4.0,8.2,0.481,1.1,0.381,2.9,0.534,0.547,1.2,1.6,0.795,0.2,1.8,2.0,3.2,0.7,0.3,0.7,10.2,2020-21,0.57,0.24,
Jae Crowder,PHO,60.0,27.5,3.3,8.2,0.404,2.5,0.389,0.9,0.455,0.555,1.0,1.3,0.76,0.5,4.2,4.7,2.1,0.8,0.5,0.9,10.1,2020-21,0.58,0.2,
Jeremy Lamb,IND,36.0,21.3,3.3,7.7,0.435,1.4,0.406,1.9,0.459,0.529,2.0,2.1,0.947,0.7,2.9,3.6,1.5,0.9,0.6,0.6,10.1,2020-21,0.59,0.32,
Théo Maledon,OKC,65.0,27.4,3.5,9.4,0.368,1.6,0.335,1.9,0.402,0.454,1.6,2.1,0.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,10.1,2020-21,0.49,0.14,
Elfrid Payton,NYK,63.0,23.6,4.3,9.9,0.432,0.4,0.286,3.8,0.46,0.455,1.2,1.7,0.682,1.0,2.4,3.4,3.2,0.7,0.1,1.6,10.1,2020-21,0.47,0.16,
Bryn Forbes,MIL,70.0,19.3,3.6,7.6,0.473,2.2,0.452,1.4,0.511,0.618,0.7,0.9,0.77,0.2,1.4,1.6,0.6,0.3,0.0,0.6,10.0,2020-21,0.63,0.11,
Gary Harris,2TM,39.0,27.7,3.5,8.8,0.4,1.2,0.34,2.3,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,9.9,2020-21,0.51,0.21,
Dorian Finney-Smith,DAL,60.0,32.0,3.7,7.8,0.472,2.0,0.394,1.7,0.616,0.6,0.5,0.7,0.756,1.6,3.8,5.4,1.7,0.9,0.4,0.8,9.8,2020-21,0.6,0.22,
Frank Jackson,DET,40.0,18.5,3.4,7.3,0.457,1.5,0.407,1.8,0.51,0.561,1.5,1.9,0.813,0.4,1.8,2.2,0.9,0.4,0.0,0.9,9.8,2020-21,0.6,0.2,
Otto Porter Jr.,2TM,28.0,21.6,3.5,8.1,0.432,1.4,0.375,2.1,0.48,0.518,1.3,1.5,0.857,1.0,4.4,5.4,2.0,0.6,0.1,0.9,9.7,2020-21,0.55,0.43,
Kentavious Caldwell-Pope,LAL,67.0,28.4,3.3,7.6,0.431,1.8,0.41,1.5,0.46,0.549,1.4,1.7,0.866,0.4,2.3,2.7,1.9,0.9,0.4,1.0,9.7,2020-21,0.58,0.15,
Mike Muscala,OKC,35.0,18.4,3.4,7.6,0.446,1.9,0.37,1.5,0.614,0.573,0.9,1.0,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,9.7,2020-21,0.6,0.28,
Daniel Theis,2TM,65.0,24.6,3.9,7.2,0.541,0.8,0.322,3.1,0.646,0.593,1.1,1.7,0.673,1.4,4.0,5.5,1.7,0.6,0.9,1.0,9.6,2020-21,0.6,0.21,
Wayne Ellington,DET,46.0,22.0,3.2,7.3,0.441,2.5,0.422,0.7,0.524,0.612,0.6,0.8,0.8,0.3,1.6,1.8,1.5,0.4,0.2,0.7,9.6,2020-21,0.63,0.18,
Cameron Johnson,PHO,60.0,24.0,3.4,8.1,0.42,2.0,0.349,1.4,0.581,0.541,0.8,1.0,0.847,0.6,2.8,3.3,1.4,0.6,0.3,0.7,9.6,2020-21,0.56,0.16,
Isaac Okoro,CLE,67.0,32.4,3.5,8.3,0.42,0.9,0.29,2.6,0.501,0.476,1.7,2.3,0.726,1.0,2.1,3.1,1.9,0.9,0.4,1.3,9.6,2020-21,0.52,0.14,
Taurean Prince,2TM,41.0,22.1,3.2,8.0,0.401,1.5,0.4,1.7,0.401,0.495,1.6,1.9,0.855,0.5,3.0,3.5,1.9,0.7,0.6,1.1,9.5,2020-21,0.54,0.24,
Danny Green,PHI,69.0,28.0,3.2,7.9,0.412,2.5,0.405,0.7,0.438,0.573,0.4,0.6,0.775,0.8,3.0,3.8,1.7,1.3,0.8,1.0,9.5,2020-21,0.58,0.16,
Eric Paschall,GSW,40.0,17.4,3.7,7.5,0.497,0.5,0.333,3.3,0.533,0.527,1.7,2.4,0.713,0.7,2.5,3.2,1.3,0.3,0.2,1.1,9.5,2020-21,0.56,0.22,
Trevor Ariza,MIA,30.0,28.0,3.3,8.0,0.411,1.7,0.35,1.6,0.5,0.515,1.1,1.5,0.773,0.9,3.9,4.8,1.8,1.0,0.6,0.7,9.4,2020-21,0.54,0.39,
Cody Zeller,CHO,48.0,20.9,3.8,6.8,0.559,0.1,0.143,3.7,0.598,0.565,1.8,2.5,0.714,2.5,4.4,6.8,1.8,0.6,0.4,1.1,9.4,2020-21,0.59,0.3,
KJ Martin,HOU,45.0,23.7,3.6,7.1,0.509,0.8,0.365,2.8,0.572,0.564,1.3,1.9,0.714,1.6,3.8,5.4,1.1,0.7,0.9,0.8,9.3,2020-21,0.59,0.28,
Larry Nance Jr.,CLE,35.0,31.2,3.7,7.8,0.471,1.2,0.36,2.5,0.551,0.546,0.9,1.4,0.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,9.3,2020-21,0.55,0.43,
Landry Shamet,BRK,61.0,23.0,3.0,7.5,0.408,2.1,0.387,0.9,0.463,0.549,1.1,1.3,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,9.3,2020-21,0.58,0.13,
Desmond Bane,MEM,68.0,22.3,3.4,7.3,0.469,1.7,0.432,1.7,0.513,0.586,0.6,0.7,0.816,0.5,2.6,3.1,1.7,0.6,0.2,0.9,9.2,2020-21,0.6,0.15,
Josh Hart,NOP,47.0,28.7,3.2,7.3,0.439,1.3,0.326,1.9,0.583,0.531,1.5,1.9,0.775,1.1,6.9,8.0,2.3,0.8,0.3,1.0,9.2,2020-21,0.57,0.32,
David Nwaba,HOU,30.0,22.6,3.5,7.3,0.486,0.6,0.27,3.0,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,9.2,2020-21,0.55,0.36,
Patrick Williams,CHI,71.0,27.9,3.6,7.4,0.483,0.8,0.391,2.8,0.515,0.534,1.3,1.8,0.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,9.2,2020-21,0.56,0.15,
Furkan Korkmaz,PHI,55.0,19.3,3.1,7.7,0.401,1.8,0.375,1.3,0.445,0.52,1.1,1.5,0.732,0.3,1.7,2.1,1.5,0.9,0.2,0.8,9.1,2020-21,0.54,0.15,
De'Anthony Melton,MEM,52.0,20.1,3.3,7.6,0.438,1.7,0.412,1.6,0.467,0.548,0.8,1.0,0.804,0.6,2.5,3.1,2.5,1.2,0.6,1.3,9.1,2020-21,0.57,0.21,
Talen Horton-Tucker,LAL,65.0,20.1,3.4,7.5,0.458,0.6,0.282,2.9,0.522,0.496,1.5,2.0,0.775,0.4,2.2,2.6,2.8,1.0,0.3,1.6,9.0,2020-21,0.54,0.15,
Robin Lopez,WAS,71.0,19.1,3.8,6.0,0.633,0.1,0.278,3.7,0.649,0.639,1.4,1.9,0.723,2.0,1.8,3.8,0.8,0.2,0.6,1.1,9.0,2020-21,0.66,0.15,
Paul Millsap,DEN,56.0,20.8,3.4,7.2,0.476,0.9,0.343,2.5,0.55,0.537,1.3,1.8,0.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,9.0,2020-21,0.56,0.21,
Jaylen Nowell,MIN,42.0,18.1,3.4,8.0,0.424,1.2,0.333,2.2,0.497,0.499,1.1,1.3,0.818,0.5,1.8,2.3,1.5,0.5,0.3,0.7,9.0,2020-21,0.52,0.19,
Ivica Zubac,LAC,72.0,22.3,3.6,5.5,0.652,0.0,0.25,3.6,0.656,0.654,1.9,2.4,0.789,2.6,4.6,7.2,1.3,0.3,0.9,1.1,9.0,2020-21,0.69,0.21,
DeMarcus Cousins,2TM,41.0,17.4,3.2,7.4,0.426,1.1,0.348,2.0,0.488,0.503,1.4,2.0,0.728,1.3,5.1,6.4,1.9,0.8,0.6,1.6,8.9,2020-21,0.54,0.3,
Bruce Brown,BRK,65.0,22.3,3.6,6.5,0.556,0.3,0.288,3.4,0.599,0.576,1.3,1.8,0.735,1.7,3.7,5.4,1.6,0.9,0.4,0.8,8.8,2020-21,0.6,0.2,
Michael Carter-Williams,ORL,31.0,25.8,3.4,8.7,0.389,0.5,0.246,2.9,0.431,0.417,1.6,2.6,0.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,8.8,2020-21,0.45,0.33,
Danuel House Jr.,HOU,36.0,25.9,3.1,7.6,0.404,1.5,0.346,1.6,0.483,0.504,1.1,1.8,0.651,0.5,3.2,3.7,1.9,0.6,0.4,1.0,8.8,2020-21,0.52,0.26,
Jay Scrubb,LAC,4.0,21.0,3.5,9.0,0.389,0.5,0.222,3.0,0.444,0.417,1.3,1.3,1.0,0.5,3.0,3.5,0.3,1.0,0.0,1.8,8.8,2020-21,0.46,1.58,
George Hill,2TM,30.0,22.4,3.2,6.6,0.482,1.0,0.388,2.1,0.547,0.561,1.3,1.7,0.8,0.5,1.5,2.0,2.4,0.8,0.2,1.0,8.7,2020-21,0.59,0.31,
Terence Davis,2TM,61.0,17.6,3.2,7.5,0.428,1.6,0.367,1.6,0.513,0.535,0.7,0.9,0.818,0.3,2.2,2.5,1.4,0.7,0.2,1.0,8.7,2020-21,0.55,0.13,
Raul Neto,WAS,64.0,21.9,3.3,7.0,0.468,1.0,0.39,2.3,0.512,0.539,1.2,1.3,0.882,0.4,2.0,2.4,2.3,1.1,0.1,0.8,8.7,2020-21,0.57,0.16,
Isaiah Roby,OKC,61.0,23.4,3.4,7.0,0.483,0.5,0.294,2.9,0.547,0.52,1.4,1.9,0.744,1.5,4.1,5.6,1.8,0.9,0.6,1.9,8.7,2020-21,0.56,0.19,
Dario Šarić,PHO,50.0,17.4,3.1,6.8,0.447,0.9,0.348,2.1,0.512,0.516,1.7,2.0,0.848,0.9,2.9,3.8,1.3,0.6,0.1,1.1,8.7,2020-21,0.57,0.19,
Moses Brown,OKC,43.0,21.4,3.4,6.2,0.545,0.0,,3.4,0.545,0.545,1.8,2.9,0.619,3.6,5.3,8.9,0.2,0.7,1.1,1.0,8.6,2020-21,0.58,0.34,
T.J. McConnell,IND,69.0,26.0,4.0,7.1,0.559,0.2,0.313,3.8,0.586,0.574,0.5,0.7,0.688,0.8,2.9,3.7,6.6,1.9,0.3,2.0,8.6,2020-21,0.58,0.23,
Jakob Poeltl,SAS,69.0,26.7,3.8,6.2,0.616,0.0,,3.8,0.616,0.616,0.9,1.8,0.508,3.2,4.8,7.9,1.9,0.7,1.8,1.2,8.6,2020-21,0.61,0.24,
Ricky Rubio,MIN,68.0,26.1,2.8,7.3,0.388,1.0,0.308,1.9,0.447,0.454,1.9,2.2,0.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,8.6,2020-21,0.52,0.2,
Svi Mykhailiuk,2TM,66.0,20.1,3.2,7.7,0.411,1.6,0.334,1.6,0.536,0.515,0.6,0.8,0.76,0.4,2.1,2.5,1.7,0.8,0.2,1.3,8.5,2020-21,0.53,0.12,
Robert Covington,POR,70.0,32.0,2.9,7.3,0.401,1.9,0.379,1.0,0.451,0.533,0.7,0.9,0.806,0.9,5.8,6.7,1.7,1.4,1.2,0.9,8.5,2020-21,0.55,0.2,
Gabriel Deck,OKC,10.0,21.2,3.2,6.7,0.478,0.2,0.133,3.0,0.577,0.493,1.8,2.2,0.818,1.6,2.4,4.0,2.4,0.8,0.0,0.6,8.4,2020-21,0.55,1.11,
James Ennis III,ORL,41.0,24.0,2.8,5.9,0.473,1.1,0.433,1.7,0.504,0.566,1.7,2.1,0.805,1.0,3.0,4.0,1.5,0.8,0.2,0.9,8.4,2020-21,0.62,0.26,
Cameron Payne,PHO,60.0,18.0,3.2,6.6,0.484,1.2,0.44,2.0,0.515,0.576,0.8,0.9,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1.0,8.4,2020-21,0.6,0.18,
Luke Kennard,LAC,63.0,19.6,3.1,6.6,0.476,1.6,0.446,1.5,0.511,0.597,0.4,0.5,0.839,0.2,2.3,2.6,1.7,0.4,0.1,0.8,8.3,2020-21,0.61,0.14,
Mitchell Robinson,NYK,31.0,27.5,3.7,5.7,0.653,0.0,,3.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,8.3,2020-21,0.64,0.51,
Cory Joseph,2TM,63.0,23.0,3.2,6.8,0.469,0.7,0.341,2.5,0.527,0.522,1.1,1.4,0.818,0.6,2.0,2.5,3.4,1.0,0.3,1.3,8.2,2020-21,0.55,0.16,
Sterling Brown,HOU,51.0,24.1,2.9,6.6,0.448,1.8,0.423,1.2,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,8.2,2020-21,0.6,0.2,
Aleksej Pokusevski,OKC,45.0,24.2,3.1,9.1,0.341,1.3,0.28,1.8,0.403,0.412,0.7,0.9,0.738,0.7,4.0,4.7,2.2,0.4,0.9,2.2,8.2,2020-21,0.43,0.18,
Nicolas Batum,LAC,67.0,27.4,2.9,6.1,0.464,1.6,0.404,1.2,0.579,0.597,0.7,0.9,0.828,0.7,4.0,4.7,2.2,1.0,0.6,0.8,8.1,2020-21,0.62,0.19,
JaMychal Green,DEN,58.0,19.3,3.0,6.4,0.463,1.4,0.399,1.6,0.534,0.568,0.8,1.0,0.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,8.1,2020-21,0.59,0.17,
Hassan Whiteside,SAC,36.0,15.2,3.5,6.2,0.563,0.0,0.0,3.5,0.565,0.563,1.1,2.2,0.519,1.7,4.3,6.0,0.6,0.3,1.3,1.1,8.1,2020-21,0.57,0.32,
Mo Bamba,ORL,46.0,15.8,3.1,6.5,0.472,0.8,0.322,2.3,0.568,0.535,1.0,1.4,0.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,8.0,2020-21,0.56,0.25,
Tyrese Maxey,PHI,61.0,15.3,3.2,7.0,0.462,0.5,0.301,2.7,0.512,0.498,1.0,1.1,0.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,8.0,2020-21,0.53,0.13,
Kenrich Williams,OKC,66.0,21.6,3.3,6.2,0.533,0.8,0.444,2.5,0.568,0.596,0.5,1.0,0.571,1.3,2.9,4.1,2.3,0.8,0.3,1.2,8.0,2020-21,0.6,0.17,
Robert Williams,BOS,52.0,18.9,3.6,5.0,0.721,0.0,0.0,3.6,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1.0,8.0,2020-21,0.71,0.32,
Austin Rivers,2TM,36.0,23.5,2.9,6.8,0.424,1.5,0.369,1.4,0.51,0.537,0.6,0.9,0.71,0.2,2.1,2.3,2.3,0.8,0.1,1.0,7.9,2020-21,0.55,0.23,
Isaiah Stewart,DET,68.0,21.4,3.3,6.0,0.553,0.3,0.333,3.0,0.592,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1.0,7.9,2020-21,0.6,0.19,
