Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Linas Kleiza,DEN,79.0,23.9,3.9,8.3,0.472,1.2,0.339,2.7,0.568,0.543,2.1,2.7,0.77,1.2,3.1,4.2,1.2,0.6,0.2,1.1,11.1,2007-08,0.58,0.14,,0
Andrei Kirilenko,UTA,72.0,30.8,3.8,7.6,0.506,0.6,0.379,3.2,0.54,0.546,2.8,3.6,0.77,1.7,3.0,4.7,4.0,1.2,1.5,1.9,11.0,2007-08,0.6,0.22,,0
Juan Carlos Navarro,MEM,82.0,25.8,3.8,9.3,0.402,1.9,0.361,1.9,0.455,0.504,1.5,1.8,0.849,0.4,2.1,2.6,2.2,0.6,0.0,1.6,10.9,2007-08,0.54,0.11,,0
Jameer Nelson,ORL,69.0,28.4,4.1,8.7,0.469,0.9,0.416,3.2,0.488,0.522,1.8,2.2,0.828,0.4,3.1,3.5,5.6,0.9,0.1,2.0,10.9,2007-08,0.56,0.2,,0
Jason Kidd,2TM,80.0,36.3,3.8,9.9,0.385,1.5,0.381,2.3,0.387,0.46,1.7,2.1,0.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,10.8,2007-08,0.5,0.26,,0
David Lee,NYK,81.0,29.1,4.2,7.6,0.552,0.0,0.0,4.2,0.554,0.552,2.4,2.9,0.819,3.0,6.0,8.9,1.2,0.7,0.4,1.2,10.8,2007-08,0.61,0.21,,0
Jerry Stackhouse,DAL,58.0,24.3,3.7,9.1,0.405,1.0,0.326,2.6,0.447,0.462,2.3,2.6,0.892,0.6,1.7,2.3,2.5,0.5,0.2,1.5,10.7,2007-08,0.52,0.16,,0
Earl Watson,SEA,78.0,29.1,4.3,9.6,0.454,0.6,0.371,3.7,0.472,0.487,1.4,1.9,0.766,0.6,2.3,2.9,6.8,0.9,0.1,2.2,10.7,2007-08,0.51,0.17,,0
Martell Webster,POR,75.0,28.4,3.7,8.7,0.422,1.6,0.388,2.1,0.454,0.516,1.6,2.2,0.735,0.7,3.2,3.9,1.2,0.6,0.4,1.1,10.7,2007-08,0.55,0.13,,0
Brendan Haywood,WAS,80.0,27.9,4.0,7.5,0.528,0.0,,4.0,0.528,0.528,2.7,3.7,0.735,3.4,3.8,7.2,0.9,0.4,1.7,1.4,10.6,2007-08,0.58,0.19,,0
Rajon Rondo,BOS,77.0,29.9,4.6,9.3,0.492,0.1,0.263,4.5,0.499,0.496,1.4,2.3,0.611,1.0,3.2,4.2,5.1,1.7,0.2,1.9,10.6,2007-08,0.51,0.19,,0
Andris Biedriņš,GSW,76.0,27.3,4.5,7.1,0.626,0.0,,4.5,0.626,0.626,1.5,2.5,0.62,3.4,6.4,9.8,1.0,0.7,1.2,1.1,10.5,2007-08,0.64,0.24,,0
Samuel Dalembert,PHI,82.0,33.2,4.1,8.1,0.513,0.0,0.0,4.1,0.514,0.513,2.3,3.2,0.707,3.7,6.6,10.4,0.5,0.5,2.3,1.9,10.5,2007-08,0.55,0.21,,0
Jeff Green,SEA,80.0,28.2,4.0,9.4,0.427,0.3,0.276,3.7,0.444,0.441,2.2,3.0,0.744,1.3,3.5,4.7,1.5,0.6,0.6,2.0,10.5,2007-08,0.49,0.12,,0
Daniel Gibson,CLE,58.0,30.4,3.5,8.0,0.432,2.0,0.44,1.4,0.421,0.559,1.5,1.8,0.81,0.5,1.8,2.3,2.5,0.8,0.2,1.3,10.4,2007-08,0.59,0.17,,0
Luis Scola,HOU,82.0,24.7,4.2,8.2,0.515,0.0,0.0,4.2,0.517,0.515,1.9,2.9,0.668,2.1,4.3,6.4,1.3,0.7,0.2,1.3,10.3,2007-08,0.54,0.15,,0
Andrea Bargnani,TOR,78.0,23.9,3.6,9.3,0.386,1.2,0.345,2.4,0.409,0.448,1.8,2.2,0.84,0.6,3.1,3.7,1.1,0.3,0.5,1.1,10.2,2007-08,0.5,0.11,,0
Joe Smith,2TM,77.0,22.4,4.1,8.5,0.478,0.0,0.0,4.1,0.48,0.478,2.0,2.6,0.755,2.1,3.1,5.2,0.9,0.4,0.6,0.9,10.1,2007-08,0.52,0.15,,0
Michael Finley,SAS,82.0,26.9,3.8,9.3,0.414,1.6,0.37,2.2,0.453,0.501,0.8,1.0,0.8,0.3,2.8,3.1,1.4,0.4,0.1,0.7,10.1,2007-08,0.52,0.11,,0
Al Horford,ATL,81.0,31.4,4.1,8.2,0.499,0.0,0.0,4.1,0.502,0.499,1.9,2.6,0.731,3.1,6.6,9.7,1.5,0.7,0.9,1.7,10.1,2007-08,0.54,0.2,,0
Kyle Korver,2TM,75.0,23.1,3.4,7.7,0.443,1.5,0.375,1.9,0.516,0.54,1.6,1.7,0.915,0.3,2.0,2.3,1.3,0.6,0.4,1.0,9.9,2007-08,0.59,0.12,,0
Jarrett Jack,POR,82.0,27.2,3.3,7.6,0.431,0.8,0.342,2.5,0.47,0.483,2.6,3.0,0.867,0.4,2.5,2.9,3.8,0.7,0.0,2.2,9.9,2007-08,0.55,0.13,,0
Nick Collison,SEA,78.0,28.5,4.1,8.2,0.502,0.0,0.0,4.1,0.504,0.502,1.6,2.1,0.737,3.3,6.1,9.4,1.4,0.6,0.8,1.5,9.8,2007-08,0.54,0.2,,0
Boštjan Nachbar,NJN,75.0,22.1,3.3,8.1,0.402,1.3,0.359,2.0,0.435,0.479,2.1,2.6,0.786,0.7,2.7,3.5,1.2,0.6,0.3,1.1,9.8,2007-08,0.53,0.12,,0
Desmond Mason,MIL,59.0,28.8,3.9,8.1,0.482,0.0,,3.9,0.482,0.482,1.9,2.9,0.659,1.3,3.1,4.3,2.1,0.7,0.5,1.4,9.7,2007-08,0.52,0.18,,0
Kyle Lowry,MEM,82.0,25.5,3.1,7.2,0.432,0.4,0.257,2.7,0.487,0.463,3.0,4.2,0.698,0.5,2.5,3.0,3.6,1.1,0.3,1.5,9.6,2007-08,0.53,0.13,,0
Ronald Murray,2TM,42.0,20.8,3.7,8.7,0.42,0.5,0.317,3.2,0.441,0.447,1.6,2.3,0.694,0.5,1.4,2.0,3.4,0.9,0.1,2.0,9.4,2007-08,0.48,0.19,,0
Mike Conley,MEM,53.0,26.1,3.6,8.3,0.428,0.6,0.33,3.0,0.453,0.462,1.7,2.3,0.732,0.4,2.2,2.6,4.2,0.8,0.0,1.7,9.4,2007-08,0.5,0.19,,0
Craig Smith,MIN,77.0,20.1,3.9,6.9,0.563,0.0,0.0,3.9,0.572,0.563,1.7,2.6,0.665,1.6,3.0,4.6,0.8,0.5,0.2,1.2,9.4,2007-08,0.58,0.14,,0
Shane Battier,HOU,80.0,36.3,3.3,7.7,0.428,1.7,0.377,1.6,0.504,0.54,0.9,1.3,0.743,1.6,3.5,5.1,1.9,1.0,1.1,1.0,9.3,2007-08,0.56,0.16,,0
Sebastian Telfair,MIN,60.0,32.2,3.7,9.3,0.401,0.5,0.281,3.2,0.432,0.43,1.3,1.8,0.743,0.3,2.0,2.3,5.9,1.0,0.2,1.9,9.3,2007-08,0.46,0.18,,0
Damien Wilkins,SEA,76.0,24.3,3.6,8.9,0.403,0.7,0.323,2.9,0.427,0.44,1.4,1.9,0.736,0.9,2.3,3.2,2.0,0.8,0.3,1.2,9.2,2007-08,0.47,0.11,,0
Bonzi Wells,2TM,73.0,21.4,3.5,7.8,0.443,0.2,0.24,3.3,0.462,0.453,2.0,3.1,0.643,1.2,3.4,4.5,1.3,1.0,0.4,1.4,9.1,2007-08,0.5,0.13,,0
Marcus Camby,DEN,79.0,34.9,3.6,8.0,0.45,0.1,0.3,3.5,0.455,0.455,1.8,2.6,0.708,2.9,10.2,13.1,3.3,1.1,3.6,1.5,9.1,2007-08,0.5,0.3,,0
Jordan Farmar,LAL,82.0,20.6,3.5,7.7,0.461,1.4,0.371,2.2,0.546,0.552,0.6,1.0,0.679,0.5,1.8,2.2,2.7,0.9,0.1,1.3,9.1,2007-08,0.56,0.11,,0
Roger Mason,WAS,80.0,21.4,3.3,7.5,0.443,1.6,0.398,1.7,0.498,0.552,0.8,0.9,0.873,0.2,1.4,1.6,1.7,0.5,0.2,0.9,9.1,2007-08,0.58,0.1,,0
Matt Carroll,CHA,80.0,25.2,3.2,7.4,0.428,1.3,0.436,1.8,0.422,0.517,1.4,1.7,0.804,0.4,2.4,2.8,0.9,0.6,0.2,0.7,9.0,2007-08,0.55,0.1,,0
Carlos Delfino,TOR,82.0,23.5,3.1,7.7,0.397,1.5,0.382,1.6,0.412,0.492,1.4,1.9,0.744,0.8,3.6,4.4,1.8,0.8,0.1,0.9,9.0,2007-08,0.53,0.12,,0
Maurice Evans,2TM,75.0,22.9,3.5,7.3,0.481,1.1,0.388,2.4,0.539,0.555,0.8,1.1,0.711,1.2,1.7,2.9,1.1,0.6,0.1,0.5,8.9,2007-08,0.57,0.12,,0
Daequan Cook,MIA,59.0,24.4,3.3,8.7,0.381,1.3,0.332,2.0,0.424,0.458,0.8,1.0,0.825,0.3,2.7,3.0,1.3,0.4,0.2,1.1,8.8,2007-08,0.48,0.12,,0
Boris Diaw,PHO,82.0,28.1,3.8,7.9,0.477,0.2,0.317,3.6,0.488,0.487,1.2,1.6,0.744,1.2,3.4,4.6,3.9,0.7,0.5,1.9,8.8,2007-08,0.51,0.15,,0
Antonio McDyess,DET,78.0,29.3,3.8,7.7,0.488,0.0,0.0,3.8,0.49,0.488,1.2,2.0,0.622,2.6,5.9,8.5,1.1,0.8,0.7,1.0,8.8,2007-08,0.51,0.18,,0
Sasha Vujačić,LAL,72.0,17.8,3.0,6.7,0.454,1.6,0.437,1.4,0.476,0.577,1.1,1.3,0.835,0.3,1.9,2.1,1.0,0.5,0.1,0.7,8.8,2007-08,0.61,0.11,,0
Jason Williams,MIA,67.0,28.1,3.1,8.2,0.384,1.4,0.353,1.7,0.415,0.472,1.0,1.2,0.863,0.2,1.8,1.9,4.6,1.2,0.1,1.4,8.8,2007-08,0.5,0.15,,0
Keith Bogans,ORL,82.0,26.8,2.9,7.2,0.41,1.8,0.362,1.1,0.52,0.536,1.0,1.3,0.736,0.5,2.7,3.2,1.3,0.7,0.1,0.6,8.7,2007-08,0.56,0.11,,0
Yi Jianlian,MIL,66.0,25.0,3.3,7.9,0.421,0.1,0.286,3.2,0.427,0.427,1.8,2.2,0.841,1.6,3.6,5.2,0.8,0.5,0.8,1.4,8.6,2007-08,0.48,0.14,,0
Kelenna Azubuike,GSW,81.0,21.4,3.2,7.2,0.445,0.9,0.364,2.3,0.485,0.505,1.2,1.7,0.717,1.3,2.7,4.0,0.9,0.6,0.4,0.7,8.5,2007-08,0.53,0.11,,0
Steve Blake,POR,81.0,29.9,3.2,7.9,0.408,1.5,0.406,1.7,0.409,0.502,0.6,0.8,0.766,0.4,2.0,2.4,5.1,0.7,0.0,1.4,8.5,2007-08,0.52,0.13,,0
Jamario Moon,TOR,78.0,27.8,3.6,7.4,0.485,0.5,0.328,3.1,0.528,0.52,0.8,1.1,0.741,1.2,5.0,6.2,1.2,1.0,1.4,0.7,8.5,2007-08,0.54,0.17,,0
Mikki Moore,SAC,82.0,29.1,3.4,6.0,0.577,0.0,0.0,3.4,0.579,0.577,1.6,2.2,0.736,2.0,4.1,6.0,1.0,0.4,0.6,1.3,8.5,2007-08,0.61,0.15,,0
Mark Blount,MIA,69.0,22.3,3.4,7.5,0.462,0.2,0.386,3.2,0.469,0.479,1.3,2.0,0.638,1.0,2.8,3.8,0.6,0.5,0.5,1.0,8.4,2007-08,0.5,0.12,,0
Antonio Daniels,WAS,71.0,30.4,2.9,6.3,0.459,0.2,0.23,2.6,0.504,0.478,2.4,3.1,0.776,0.3,2.5,2.9,4.8,1.0,0.0,1.3,8.4,2007-08,0.55,0.16,,0
Vladimir Radmanović,LAL,65.0,22.8,3.0,6.7,0.453,1.5,0.406,1.6,0.507,0.562,0.8,1.0,0.8,0.9,2.4,3.3,1.9,0.7,0.2,1.1,8.4,2007-08,0.59,0.15,,0
Delonte West,2TM,61.0,25.1,3.2,7.8,0.413,0.8,0.356,2.4,0.435,0.463,1.1,1.5,0.736,0.5,2.7,3.2,3.8,1.0,0.5,1.9,8.3,2007-08,0.49,0.16,,0
Brandon Bass,DAL,79.0,19.7,3.1,6.2,0.499,0.0,0.0,3.1,0.503,0.499,2.1,2.5,0.822,1.5,2.9,4.4,0.7,0.3,0.6,1.0,8.3,2007-08,0.57,0.12,,0
Marko Jarić,MIN,75.0,29.2,3.0,7.0,0.43,0.6,0.362,2.4,0.451,0.473,1.6,2.2,0.742,0.5,2.5,3.0,4.1,1.3,0.4,1.7,8.3,2007-08,0.52,0.14,,0
Kareem Rush,IND,71.0,21.2,3.2,8.0,0.401,1.4,0.389,1.8,0.41,0.49,0.4,0.6,0.714,0.3,2.1,2.4,1.3,0.6,0.3,0.9,8.3,2007-08,0.5,0.1,,0
Josh Boone,NJN,70.0,25.3,3.4,6.2,0.548,0.0,,3.4,0.548,0.548,1.4,3.1,0.456,2.7,4.5,7.3,0.8,0.5,0.9,1.0,8.2,2007-08,0.54,0.17,,0
Marquis Daniels,IND,74.0,20.9,3.3,7.6,0.43,0.4,0.265,2.9,0.466,0.454,1.3,1.9,0.698,0.9,2.0,2.9,1.9,1.1,0.2,1.5,8.2,2007-08,0.49,0.11,,0
Matt Harpring,UTA,76.0,18.1,3.1,6.2,0.5,0.0,0.2,3.1,0.506,0.502,1.9,2.7,0.712,1.3,1.9,3.2,1.1,0.6,0.2,1.3,8.2,2007-08,0.55,0.11,,0
Thaddeus Young,PHI,74.0,21.0,3.6,6.6,0.539,0.1,0.316,3.5,0.548,0.545,1.0,1.4,0.738,1.6,2.6,4.2,0.8,1.0,0.1,0.9,8.2,2007-08,0.57,0.14,,0
Keyon Dooling,ORL,72.0,18.5,2.8,5.9,0.468,0.3,0.338,2.4,0.492,0.494,2.3,2.7,0.845,0.1,1.3,1.4,1.8,0.5,0.1,0.8,8.1,2007-08,0.57,0.11,,0
Carl Landry,HOU,42.0,16.9,3.2,5.2,0.616,0.0,0.0,3.2,0.619,0.616,1.7,2.6,0.661,2.3,2.6,4.9,0.5,0.4,0.2,0.6,8.1,2007-08,0.64,0.25,,0
Paul Millsap,UTA,82.0,20.8,3.1,6.1,0.504,0.0,0.0,3.1,0.508,0.504,1.9,2.8,0.677,2.0,3.6,5.6,1.0,0.9,0.9,1.1,8.1,2007-08,0.55,0.14,,0
Jannero Pargo,NOH,80.0,18.7,3.2,8.2,0.39,0.8,0.349,2.4,0.406,0.439,0.9,1.0,0.877,0.3,1.3,1.6,2.4,0.6,0.1,1.2,8.1,2007-08,0.47,0.08,,0
Quentin Richardson,NYK,65.0,28.3,3.1,8.5,0.359,1.1,0.322,2.0,0.381,0.421,0.9,1.4,0.682,0.9,4.0,4.8,1.8,0.7,0.2,1.1,8.1,2007-08,0.44,0.13,,0
Ramon Sessions,MIL,17.0,26.5,3.0,6.9,0.436,0.2,0.429,2.8,0.436,0.449,1.9,2.4,0.78,0.5,2.9,3.4,7.5,1.0,0.2,2.1,8.1,2007-08,0.51,0.81,,0
James Jones,POR,58.0,22.0,2.5,5.6,0.437,1.6,0.444,0.9,0.426,0.576,1.5,1.7,0.878,0.7,2.0,2.8,0.6,0.4,0.3,0.5,8.0,2007-08,0.63,0.14,,0
Morris Peterson,NOH,76.0,23.6,2.8,6.8,0.417,1.5,0.394,1.3,0.445,0.526,0.9,1.1,0.765,0.5,2.2,2.7,0.9,0.6,0.1,0.5,8.0,2007-08,0.55,0.1,,0
Antoine Walker,MIN,46.0,19.4,3.0,8.2,0.363,1.3,0.324,1.6,0.401,0.444,0.8,1.4,0.53,1.2,2.4,3.7,1.0,0.7,0.2,1.0,8.0,2007-08,0.45,0.15,,0
Jason Maxiell,DET,82.0,21.6,2.9,5.4,0.538,0.0,0.0,2.9,0.539,0.538,2.1,3.3,0.633,2.2,3.1,5.3,0.6,0.3,1.1,0.9,7.9,2007-08,0.58,0.13,,0
Leon Powe,BOS,56.0,14.4,2.8,4.8,0.572,0.0,0.0,2.8,0.575,0.572,2.4,3.4,0.71,1.7,2.4,4.1,0.3,0.3,0.3,0.8,7.9,2007-08,0.63,0.16,,0
Dorell Wright,MIA,44.0,25.1,3.3,6.7,0.488,0.1,0.364,3.2,0.493,0.495,1.3,1.6,0.826,1.1,3.9,5.0,1.4,0.7,0.9,0.7,7.9,2007-08,0.53,0.26,,0
Nazr Mohammed,2TM,82.0,20.1,3.3,6.4,0.515,0.0,0.0,3.3,0.516,0.515,1.2,2.0,0.583,2.4,3.7,6.0,0.9,0.5,0.7,1.2,7.8,2007-08,0.54,0.13,,0
Anthony Carter,DEN,70.0,28.0,3.1,6.8,0.458,0.6,0.349,2.5,0.499,0.505,0.9,1.2,0.753,0.4,2.5,2.9,5.5,1.5,0.4,1.8,7.8,2007-08,0.53,0.18,,0
Rasho Nesterović,TOR,71.0,20.9,3.6,6.6,0.55,0.0,0.333,3.6,0.552,0.551,0.5,0.7,0.755,1.8,3.0,4.8,1.2,0.3,0.7,0.8,7.8,2007-08,0.56,0.15,,0
Chris Quinn,MIA,60.0,22.3,2.6,6.2,0.424,1.1,0.403,1.6,0.439,0.509,1.4,1.6,0.867,0.2,1.8,2.0,3.0,0.8,0.1,0.9,7.8,2007-08,0.56,0.15,,0
Bobby Jackson,2TM,72.0,19.3,2.8,7.0,0.403,1.1,0.358,1.7,0.439,0.483,0.9,1.1,0.79,0.5,2.1,2.5,1.9,0.6,0.1,0.8,7.7,2007-08,0.51,0.11,,0
Charlie Bell,MIL,68.0,23.9,2.7,7.1,0.381,1.1,0.341,1.6,0.413,0.457,1.0,1.3,0.805,0.5,2.0,2.5,3.1,0.8,0.0,1.1,7.6,2007-08,0.5,0.12,,0
Luther Head,HOU,73.0,18.9,2.8,6.5,0.432,1.1,0.351,1.7,0.504,0.515,0.9,1.1,0.815,0.2,1.6,1.8,1.9,0.6,0.1,1.0,7.6,2007-08,0.54,0.1,,0
Fred Jones,NYK,70.0,25.1,2.6,6.2,0.421,1.1,0.385,1.5,0.45,0.507,1.3,1.8,0.746,0.4,2.0,2.4,2.4,0.7,0.3,1.1,7.6,2007-08,0.54,0.12,,0
Kasib Powell,MIA,11.0,27.6,3.2,8.6,0.368,0.7,0.242,2.5,0.435,0.411,0.5,0.8,0.667,0.7,3.3,4.0,1.6,0.8,0.2,0.5,7.6,2007-08,0.42,0.73,,0
Bobby Simmons,MIL,70.0,21.7,3.0,7.1,0.421,0.9,0.351,2.1,0.458,0.482,0.8,1.0,0.757,1.0,2.3,3.2,1.1,0.7,0.1,1.1,7.6,2007-08,0.5,0.1,,0
Rodney Stuckey,DET,57.0,19.0,2.7,6.7,0.401,0.1,0.188,2.6,0.41,0.404,2.2,2.7,0.814,0.6,1.7,2.3,2.8,0.9,0.1,1.4,7.6,2007-08,0.48,0.14,,0
Andray Blatche,WAS,82.0,20.4,3.1,6.5,0.474,0.0,0.231,3.1,0.48,0.477,1.3,1.9,0.695,2.0,3.2,5.2,1.1,0.6,1.4,1.4,7.5,2007-08,0.51,0.13,,0
Devin Brown,CLE,78.0,22.6,2.8,6.8,0.409,0.6,0.308,2.2,0.447,0.451,1.4,1.8,0.754,0.8,2.5,3.4,2.2,0.7,0.1,1.3,7.5,2007-08,0.49,0.11,,0
Eddie House,BOS,78.0,19.0,2.8,6.8,0.409,1.5,0.393,1.3,0.429,0.519,0.4,0.5,0.917,0.2,1.9,2.1,1.9,0.8,0.1,1.0,7.5,2007-08,0.53,0.09,,0
Nick Young,WAS,75.0,15.4,2.8,6.4,0.439,0.5,0.4,2.3,0.45,0.481,1.3,1.7,0.815,0.3,1.2,1.5,0.8,0.5,0.1,1.3,7.5,2007-08,0.52,0.07,,0
Sasha Pavlović,CLE,51.0,23.3,2.9,7.9,0.362,0.7,0.298,2.2,0.388,0.404,1.0,1.5,0.688,0.7,1.8,2.5,1.6,0.6,0.1,1.1,7.4,2007-08,0.43,0.11,,0
James Posey,BOS,74.0,24.6,2.3,5.6,0.418,1.4,0.38,0.9,0.496,0.546,1.3,1.6,0.809,0.4,3.9,4.4,1.5,1.0,0.3,0.9,7.4,2007-08,0.59,0.14,,0
Kirk Snyder,2TM,36.0,21.1,2.7,5.3,0.508,0.1,0.217,2.5,0.548,0.521,1.8,2.4,0.727,0.8,2.7,3.5,1.8,0.6,0.4,1.4,7.3,2007-08,0.57,0.25,,0
Wilson Chandler,NYK,35.0,19.6,3.0,6.9,0.438,0.3,0.3,2.8,0.458,0.457,1.0,1.5,0.63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,7.3,2007-08,0.48,0.21,,0
Jason Kapono,TOR,81.0,18.9,3.0,6.1,0.488,0.7,0.483,2.3,0.489,0.545,0.5,0.5,0.86,0.4,1.1,1.5,0.8,0.4,0.0,0.7,7.2,2007-08,0.57,0.08,,0
Darko Miličić,MEM,70.0,23.8,3.1,7.1,0.438,0.0,0.0,3.1,0.439,0.438,1.0,1.7,0.554,1.8,4.2,6.1,0.8,0.5,1.6,1.4,7.2,2007-08,0.46,0.14,,0
Mickaël Piétrus,GSW,66.0,19.9,2.6,5.9,0.439,1.0,0.361,1.6,0.51,0.525,1.0,1.5,0.673,1.0,2.7,3.7,0.7,1.0,0.7,0.7,7.2,2007-08,0.55,0.13,,0
Luke Walton,LAL,74.0,23.4,2.9,6.5,0.45,0.4,0.333,2.5,0.475,0.479,1.0,1.5,0.706,1.1,2.8,3.9,2.9,0.8,0.2,1.4,7.2,2007-08,0.5,0.13,,0
Earl Barron,MIA,46.0,19.3,2.9,7.1,0.404,0.0,0.077,2.8,0.417,0.405,1.3,1.9,0.701,1.5,2.8,4.3,0.6,0.4,0.2,1.0,7.1,2007-08,0.45,0.15,,0
Brent Barry,SAS,31.0,17.9,2.5,5.2,0.481,1.5,0.429,0.9,0.604,0.631,0.6,0.6,0.95,0.4,1.4,1.8,1.7,0.5,0.1,0.6,7.1,2007-08,0.65,0.25,,0
Carlos Arroyo,ORL,62.0,20.5,2.5,5.6,0.451,0.5,0.345,2.1,0.485,0.493,1.4,1.6,0.853,0.2,1.7,1.8,3.5,0.4,0.0,1.2,6.9,2007-08,0.55,0.13,,0
Travis Diener,IND,66.0,20.5,2.4,6.5,0.37,1.1,0.318,1.3,0.431,0.456,1.0,1.1,0.901,0.4,1.3,1.7,3.8,0.5,0.1,0.8,6.9,2007-08,0.49,0.12,,0
Kendrick Perkins,BOS,78.0,24.5,2.7,4.5,0.615,0.0,0.0,2.7,0.617,0.615,1.5,2.3,0.623,1.9,4.2,6.1,1.1,0.4,1.5,1.6,6.9,2007-08,0.63,0.15,,0
Channing Frye,POR,78.0,17.2,2.8,5.8,0.488,0.0,0.3,2.8,0.492,0.491,1.1,1.4,0.78,1.4,3.2,4.5,0.7,0.4,0.3,0.7,6.8,2007-08,0.53,0.11,,0
Tyrus Thomas,CHI,74.0,18.0,2.5,5.9,0.423,0.0,0.167,2.5,0.426,0.424,1.7,2.4,0.741,1.4,3.2,4.6,1.2,0.6,1.0,1.0,6.8,2007-08,0.49,0.12,,0
Matt Barnes,GSW,73.0,19.4,2.6,6.1,0.423,0.7,0.293,1.8,0.513,0.483,0.8,1.1,0.747,1.3,3.2,4.4,1.9,0.7,0.5,1.2,6.7,2007-08,0.51,0.13,,0
Jarvis Hayes,DET,82.0,15.7,2.6,6.1,0.431,0.9,0.376,1.8,0.465,0.503,0.5,0.7,0.75,0.4,1.7,2.2,0.8,0.6,0.1,0.6,6.7,2007-08,0.52,0.07,,0
Thabo Sefolosha,CHI,69.0,20.8,2.6,6.1,0.428,0.4,0.33,2.2,0.453,0.462,1.1,1.5,0.721,0.7,3.0,3.7,1.9,0.9,0.4,1.3,6.7,2007-08,0.5,0.12,,0
Anderson Varejão,CLE,48.0,27.5,2.8,6.1,0.461,0.0,0.0,2.8,0.464,0.461,1.0,1.7,0.598,2.8,5.5,8.3,1.1,0.8,0.5,1.2,6.7,2007-08,0.49,0.25,,0
Shawne Williams,IND,65.0,14.9,2.4,5.7,0.427,0.7,0.314,1.8,0.494,0.485,1.2,1.6,0.717,0.8,1.9,2.7,0.9,0.4,0.4,0.9,6.7,2007-08,0.52,0.1,,0
Marcus Banks,2TM,36.0,15.8,2.4,5.3,0.45,1.1,0.392,1.3,0.517,0.555,0.8,1.0,0.771,0.1,1.1,1.3,1.7,0.4,0.4,1.0,6.6,2007-08,0.57,0.18,,0
Tony Allen,BOS,75.0,18.3,2.3,5.2,0.434,0.2,0.316,2.0,0.455,0.458,1.8,2.4,0.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,6.6,2007-08,0.53,0.09,,0
Nenad Krstić,NJN,45.0,18.0,2.7,6.7,0.41,0.0,0.0,2.7,0.413,0.41,1.2,1.5,0.754,0.8,3.7,4.4,0.6,0.2,0.4,0.9,6.6,2007-08,0.45,0.16,,0
Joakim Noah,CHI,74.0,20.7,2.4,5.0,0.482,0.0,0.0,2.4,0.484,0.482,1.8,2.6,0.691,2.4,3.3,5.6,1.1,0.9,0.9,1.2,6.6,2007-08,0.54,0.14,,0
Ronny Turiaf,LAL,78.0,18.7,2.4,5.1,0.474,0.0,0.0,2.4,0.475,0.474,1.8,2.4,0.753,1.2,2.7,3.9,1.6,0.4,1.4,0.9,6.6,2007-08,0.54,0.12,,0
Damon Jones,CLE,67.0,19.9,2.3,5.4,0.416,1.7,0.417,0.5,0.414,0.574,0.3,0.4,0.714,0.1,1.0,1.1,1.9,0.3,0.0,0.5,6.5,2007-08,0.58,0.09,,0
Jeff Foster,IND,77.0,24.5,2.7,4.8,0.55,0.0,0.0,2.7,0.554,0.55,1.1,1.9,0.593,3.4,5.2,8.7,1.7,0.7,0.4,0.8,6.4,2007-08,0.57,0.18,,0
Luke Ridnour,SEA,61.0,20.0,2.4,6.0,0.399,0.3,0.296,2.1,0.424,0.428,1.3,1.5,0.857,0.2,1.3,1.5,4.0,0.6,0.2,1.3,6.4,2007-08,0.48,0.12,,0
Kurt Thomas,2TM,70.0,22.6,2.8,5.7,0.492,0.0,0.0,2.8,0.494,0.492,0.8,1.1,0.663,1.9,5.4,7.2,1.0,0.8,0.8,0.7,6.3,2007-08,0.51,0.17,,0
Antoine Wright,2TM,56.0,22.0,2.4,5.9,0.413,0.6,0.291,1.9,0.475,0.462,0.8,1.2,0.687,0.7,1.9,2.6,1.4,0.5,0.4,0.9,6.3,2007-08,0.49,0.11,,0
Darius Songaila,WAS,80.0,19.4,2.7,5.8,0.458,0.0,0.0,2.7,0.46,0.458,0.8,0.9,0.918,1.0,2.4,3.4,1.7,0.7,0.2,1.1,6.2,2007-08,0.5,0.1,,0
Stromile Swift,2TM,56.0,15.1,2.4,4.7,0.509,0.0,0.0,2.4,0.513,0.509,1.3,1.9,0.67,1.1,2.4,3.6,0.5,0.3,1.0,0.9,6.1,2007-08,0.55,0.14,,0
Erick Dampier,DAL,72.0,24.4,2.5,3.8,0.643,0.0,,2.5,0.643,0.643,1.2,2.0,0.575,2.9,4.6,7.5,0.9,0.3,1.5,1.1,6.1,2007-08,0.65,0.18,,0
Bruce Bowen,SAS,81.0,30.2,2.1,5.3,0.407,1.1,0.419,1.0,0.394,0.512,0.6,0.9,0.652,0.4,2.5,2.9,1.1,0.7,0.3,0.6,6.0,2007-08,0.53,0.09,,0
Alonzo Mourning,MIA,25.0,15.6,2.1,3.8,0.547,0.0,,2.1,0.547,0.547,1.8,3.0,0.592,1.4,2.4,3.7,0.3,0.2,1.7,1.0,6.0,2007-08,0.59,0.32,,0
