Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Kornél Dávid,2TM,27.0,7.7,0.9,1.9,0.49,0.0,,0.9,0.49,0.49,0.4,0.5,0.923,0.6,1.4,1.9,0.3,0.2,0.1,0.4,2.3,2000-01,0.54,0.12,
Calbert Cheaney,DEN,9.0,17.0,1.1,3.3,0.333,0.0,,1.1,0.333,0.333,0.1,0.2,0.5,0.6,1.7,2.2,1.0,0.4,0.2,0.6,2.3,2000-01,0.34,0.36,
Lavor Postell,NYK,26.0,6.5,0.7,2.1,0.315,0.1,0.273,0.5,0.326,0.343,0.8,1.0,0.815,0.3,0.7,1.0,0.2,0.2,0.1,0.7,2.3,2000-01,0.45,0.06,
Eric Montross,2TM,54.0,12.0,1.0,2.6,0.406,0.0,,1.0,0.406,0.406,0.1,0.6,0.258,1.0,2.2,3.2,0.4,0.2,0.5,0.8,2.2,2000-01,0.38,0.07,
Walter McCarty,BOS,60.0,8.0,0.8,2.1,0.357,0.3,0.339,0.4,0.371,0.433,0.4,0.5,0.786,0.4,1.0,1.4,0.7,0.2,0.1,0.3,2.2,2000-01,0.47,0.05,
Derrick McKey,IND,66.0,15.0,0.9,2.1,0.441,0.1,0.2,0.8,0.483,0.456,0.3,0.4,0.778,0.7,1.9,2.7,1.1,0.7,0.2,0.7,2.2,2000-01,0.48,0.07,
Brent Price,VAN,6.0,5.0,0.5,1.8,0.273,0.2,0.25,0.3,0.286,0.318,1.0,1.2,0.857,0.2,0.5,0.7,0.8,0.3,0.0,0.7,2.2,2000-01,0.47,0.3,
Michael Redd,MIL,6.0,5.8,0.8,3.2,0.263,0.0,0.0,0.8,0.313,0.263,0.5,1.0,0.5,0.5,0.2,0.7,0.2,0.2,0.0,0.2,2.2,2000-01,0.3,0.03,
Felton Spencer,NYK,18.0,6.3,0.7,1.1,0.6,0.0,,0.7,0.6,0.6,0.8,1.4,0.6,0.9,1.1,1.9,0.1,0.1,0.1,0.6,2.2,2000-01,0.64,0.16,
DeShawn Stevenson,UTA,40.0,7.3,0.8,2.3,0.341,0.0,0.083,0.8,0.38,0.346,0.7,1.0,0.684,0.2,0.5,0.7,0.5,0.3,0.1,0.7,2.2,2000-01,0.4,0.03,
Rubén Wolkowyski,SEA,34.0,9.0,0.7,2.3,0.316,0.0,0.0,0.7,0.325,0.316,0.7,1.0,0.735,0.4,1.0,1.4,0.1,0.2,0.5,0.4,2.2,2000-01,0.4,0.06,
Rick Brunson,2TM,22.0,9.5,0.8,2.5,0.333,0.1,0.143,0.7,0.4,0.352,0.4,0.7,0.533,0.2,0.7,1.0,1.4,0.4,0.0,0.8,2.1,2000-01,0.37,0.1,
Rafer Alston,MIL,37.0,7.8,0.8,2.3,0.357,0.2,0.267,0.6,0.407,0.405,0.2,0.4,0.692,0.1,0.7,0.8,1.8,0.4,0.0,0.5,2.1,2000-01,0.42,0.08,
Brian Cardinal,DET,15.0,8.4,0.7,2.1,0.323,0.0,0.0,0.7,0.385,0.323,0.7,1.2,0.611,0.5,1.0,1.5,0.2,0.5,0.1,0.6,2.1,2000-01,0.4,0.13,
John Crotty,UTA,31.0,8.5,0.7,2.1,0.338,0.1,0.571,0.6,0.31,0.369,0.5,0.6,0.895,0.4,0.5,0.9,1.1,0.2,0.0,0.6,2.1,2000-01,0.44,0.07,
Adrian Griffin,BOS,44.0,8.6,0.8,2.2,0.34,0.2,0.346,0.5,0.338,0.387,0.4,0.5,0.75,0.6,1.4,2.0,0.6,0.4,0.1,0.4,2.1,2000-01,0.43,0.07,
Scott Padgett,UTA,27.0,4.7,0.7,1.6,0.419,0.2,0.556,0.5,0.382,0.477,0.6,0.7,0.75,0.7,0.7,1.4,0.2,0.2,0.1,0.4,2.1,2000-01,0.55,0.1,
Cory Alexander,ORL,26.0,8.7,0.7,2.2,0.321,0.2,0.25,0.5,0.35,0.357,0.5,0.7,0.667,0.0,1.0,1.0,1.4,0.6,0.0,1.0,2.0,2000-01,0.4,0.09,
Greg Foster,LAL,62.0,7.3,0.9,2.1,0.421,0.0,0.333,0.9,0.427,0.432,0.2,0.2,0.714,0.5,1.3,1.8,0.5,0.1,0.2,0.4,2.0,2000-01,0.46,0.05,
Jason Hart,MIL,1.0,10.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2000-01,1.0,1.0,
Luc Longley,NYK,25.0,12.0,0.7,2.2,0.333,0.0,,0.7,0.333,0.333,0.5,0.7,0.765,1.0,1.6,2.6,0.3,0.1,0.4,0.9,2.0,2000-01,0.4,0.11,
Mark Madsen,LAL,70.0,9.2,0.8,1.6,0.487,0.0,1.0,0.8,0.482,0.491,0.4,0.5,0.703,1.1,1.1,2.2,0.3,0.1,0.1,0.4,2.0,2000-01,0.55,0.05,
Ira Newble,SAS,27.0,6.8,0.8,2.0,0.382,0.1,0.444,0.6,0.37,0.418,0.3,0.6,0.5,0.5,0.8,1.3,0.2,0.1,0.1,0.3,2.0,2000-01,0.44,0.07,
Jake Voskuhl,CHI,16.0,8.9,0.7,1.6,0.44,0.0,,0.7,0.44,0.44,0.5,0.9,0.571,0.8,1.4,2.1,0.3,0.3,0.4,0.8,1.9,2000-01,0.48,0.18,
Doug West,VAN,15.0,11.4,0.7,2.5,0.289,0.0,0.0,0.7,0.306,0.289,0.4,0.5,0.857,0.3,0.7,1.0,0.9,0.2,0.3,0.3,1.9,2000-01,0.35,0.14,
Nick Anderson,SAC,21.0,8.0,0.7,2.7,0.246,0.5,0.256,0.2,0.222,0.333,0.0,0.0,,0.1,1.0,1.2,0.6,0.5,0.2,0.3,1.8,2000-01,0.33,0.1,
Terry Mills,IND,14.0,8.1,0.8,2.4,0.324,0.2,0.176,0.6,0.471,0.368,0.0,0.0,,0.3,1.2,1.5,0.4,0.2,0.1,0.7,1.8,2000-01,0.38,0.12,
Terry Davis,DEN,19.0,12.0,0.6,1.3,0.48,0.0,,0.6,0.48,0.48,0.5,1.2,0.409,1.3,1.5,2.8,0.4,0.1,0.1,0.3,1.7,2000-01,0.46,0.18,
J.R. Reid,CLE,6.0,6.5,0.3,0.8,0.4,0.0,,0.3,0.4,0.4,1.0,1.3,0.75,0.8,0.5,1.3,0.2,0.3,0.2,0.2,1.7,2000-01,0.62,0.45,
James Robinson,ORL,6.0,8.3,0.7,1.8,0.364,0.3,0.4,0.3,0.333,0.455,0.0,0.0,,0.0,1.3,1.3,0.0,0.7,0.2,0.7,1.7,2000-01,0.47,0.35,
Steve Goodrich,CHI,12.0,11.1,0.6,1.5,0.389,0.1,0.333,0.5,0.4,0.417,0.3,0.6,0.571,0.6,1.2,1.8,0.5,0.2,0.1,0.7,1.6,2000-01,0.45,0.19,
Jim McIlvaine,NJN,18.0,10.7,0.6,1.6,0.357,0.0,,0.6,0.357,0.357,0.4,0.7,0.667,0.4,1.5,1.9,0.2,0.4,0.8,0.5,1.6,2000-01,0.42,0.17,
Shawnelle Scott,SAS,27.0,5.3,0.6,1.5,0.415,0.0,,0.6,0.415,0.415,0.3,0.8,0.409,0.9,1.0,1.9,0.1,0.2,0.2,0.4,1.6,2000-01,0.43,0.08,
Tim James,CHH,30.0,6.6,0.5,1.7,0.308,0.0,0.333,0.5,0.306,0.317,0.4,0.5,0.857,0.5,0.7,1.2,0.3,0.1,0.2,0.3,1.5,2000-01,0.39,0.06,
Jérôme Moïso,BOS,24.0,5.6,0.5,1.3,0.4,0.0,0.0,0.5,0.414,0.4,0.5,1.1,0.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.5,2000-01,0.42,0.06,
Olumide Oyedeji,SEA,30.0,7.4,0.6,1.2,0.486,0.0,,0.6,0.486,0.486,0.3,0.4,0.75,0.8,1.4,2.2,0.1,0.2,0.3,0.4,1.5,2000-01,0.55,0.11,
Chris Dudley,PHO,53.0,11.6,0.5,1.4,0.397,0.0,,0.5,0.397,0.397,0.3,0.7,0.389,1.2,2.2,3.5,0.3,0.3,0.5,0.5,1.4,2000-01,0.41,0.08,
Sam Jacobson,MIN,14.0,4.2,0.6,1.3,0.5,0.0,,0.6,0.5,0.5,0.1,0.2,0.667,0.2,0.2,0.4,0.3,0.2,0.0,0.0,1.4,2000-01,0.5,0.11,
Soumaila Samake,NJN,34.0,6.6,0.5,1.4,0.375,0.0,,0.5,0.375,0.375,0.3,0.7,0.417,0.6,0.9,1.6,0.0,0.1,0.4,0.1,1.4,2000-01,0.41,0.06,
Dalibor Bagarić,CHI,35.0,7.4,0.5,1.9,0.262,0.0,0.0,0.5,0.266,0.262,0.4,0.8,0.464,0.6,1.0,1.6,0.3,0.3,0.5,0.6,1.3,2000-01,0.29,0.05,
Etdrick Bohannon,CLE,6.0,3.2,0.3,0.7,0.5,0.0,,0.3,0.5,0.5,0.7,0.7,1.0,0.5,0.7,1.2,0.0,0.0,0.3,0.2,1.3,2000-01,0.64,0.37,
Tyrone Corbin,TOR,15.0,7.8,0.6,2.5,0.237,0.0,0.0,0.6,0.273,0.237,0.1,0.3,0.5,0.2,0.7,0.9,0.3,0.1,0.0,0.2,1.3,2000-01,0.25,0.02,
Mamadou N'Diaye,TOR,3.0,3.3,0.3,1.3,0.25,0.0,,0.3,0.25,0.25,0.7,0.7,1.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.3,2000-01,0.4,0.33,
Michael Stewart,TOR,26.0,4.7,0.4,1.3,0.324,0.0,,0.4,0.324,0.324,0.4,0.7,0.611,0.6,0.5,1.1,0.1,0.2,0.1,0.2,1.3,2000-01,0.4,0.05,
Rubén Garcés,2TM,13.0,5.6,0.5,1.7,0.318,0.0,,0.5,0.318,0.318,0.2,0.6,0.25,1.2,1.0,2.2,0.4,0.2,0.2,0.4,1.2,2000-01,0.31,0.17,
Sean Colson,2TM,13.0,3.4,0.5,1.8,0.25,0.1,0.2,0.4,0.263,0.271,0.2,0.3,0.5,0.2,0.3,0.5,0.8,0.1,0.0,0.2,1.2,2000-01,0.31,0.08,
Donnell Harvey,DAL,18.0,3.6,0.4,0.8,0.571,0.0,,0.4,0.571,0.571,0.3,0.9,0.375,0.3,0.8,1.1,0.1,0.2,0.1,0.4,1.2,2000-01,0.5,0.07,
Mark Bryant,DAL,18.0,5.6,0.4,1.1,0.4,0.0,,0.4,0.4,0.4,0.2,0.3,0.6,0.2,0.9,1.2,0.2,0.1,0.1,0.3,1.1,2000-01,0.45,0.09,
Will Perdue,POR,13.0,4.5,0.5,0.7,0.667,0.0,,0.5,0.667,0.667,0.2,0.3,0.5,0.5,0.9,1.4,0.2,0.2,0.2,0.0,1.1,2000-01,0.66,0.22,
Raja Bell,PHI,5.0,6.0,0.4,1.4,0.286,0.2,0.333,0.2,0.25,0.357,0.0,0.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.4,1.0,2000-01,0.36,0.0,
Tom Hammonds,MIN,7.0,4.3,0.4,1.4,0.3,0.0,,0.4,0.3,0.3,0.1,0.3,0.5,0.3,0.3,0.6,0.1,0.0,0.0,0.4,1.0,2000-01,0.33,0.01,
Jamal Robinson,MIA,6.0,12.0,0.5,3.7,0.136,0.0,0.0,0.5,0.15,0.136,0.0,0.0,,0.5,1.3,1.8,0.3,1.0,0.0,0.5,1.0,2000-01,0.14,0.07,
Michael Hawkins,CLE,10.0,7.6,0.3,0.9,0.333,0.2,0.5,0.1,0.2,0.444,0.0,0.0,,0.2,0.3,0.5,1.3,0.2,0.0,0.6,0.8,2000-01,0.44,0.16,
Joel Przybilla,MIL,33.0,8.2,0.4,1.1,0.343,0.0,,0.4,0.343,0.343,0.1,0.3,0.273,0.9,1.3,2.2,0.1,0.1,0.9,0.4,0.8,2000-01,0.32,0.08,
Pepe Sánchez,2TM,29.0,5.2,0.3,1.0,0.321,0.0,0.0,0.3,0.333,0.321,0.1,0.1,1.0,0.1,0.4,0.5,1.4,0.4,0.0,0.2,0.7,2000-01,0.34,0.07,
Pervis Ellison,SEA,9.0,4.4,0.2,0.8,0.286,0.0,,0.2,0.286,0.286,0.2,0.2,1.0,0.2,1.1,1.3,0.3,0.0,0.2,0.3,0.7,2000-01,0.39,0.18,
Travis Knight,NYK,45.0,5.7,0.2,1.2,0.189,0.0,0.0,0.2,0.192,0.189,0.2,0.4,0.5,0.4,0.8,1.2,0.1,0.1,0.2,0.2,0.6,2000-01,0.22,0.02,
Garth Joseph,2TM,4.0,4.0,0.3,1.3,0.2,0.0,,0.3,0.2,0.2,0.0,0.5,0.0,0.5,0.0,0.5,0.3,0.0,0.3,0.5,0.5,2000-01,0.16,-0.1,
Anthony Miller,3TM,4.0,2.8,0.3,0.5,0.5,0.0,,0.3,0.5,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.5,2000-01,0.5,0.12,
Anthony Miller,ATL,2.0,3.0,0.5,1.0,0.5,0.0,,0.5,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2000-01,0.5,0.5,
Anthony Miller,HOU,1.0,3.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,,0.0,
Anthony Miller,PHI,1.0,2.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,,0.0,
John Coker,GSW,6.0,5.3,0.2,1.3,0.125,0.0,,0.2,0.125,0.125,0.0,0.0,,0.5,0.3,0.8,0.3,0.2,0.0,0.3,0.3,2000-01,0.12,0.03,
Muggsy Bogues,TOR,3.0,11.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.7,0.7,0.0,1.3,0.0,2000-01,0.0,0.47,
Ira Bowman,ATL,3.0,6.3,0.0,0.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,2.3,0.0,0.0,0.3,0.0,2000-01,0.0,0.67,
Lari Ketner,IND,3.0,2.3,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,2000-01,,-0.13,
Randy Livingston,GSW,2.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2000-01,0.0,0.0,
Art Long,SAC,9.0,2.2,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.7,0.9,0.1,0.0,0.3,0.2,0.0,2000-01,0.0,0.06,
Andy Panko,ATL,1.0,1.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000-01,,0.0,
Terrance Roberson,CHH,3.0,4.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2000-01,0.0,-0.27,
League Average,,,,,,0.443,,0.354,,0.461,0.473,,,0.748,,,,,,,,,2000-01,,,
