Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,Nominated
Spencer Hawes,PHI,82.0,27.2,4.6,9.9,0.464,0.4,0.356,4.2,0.477,0.483,1.5,1.9,0.777,2.1,5.1,7.2,2.2,0.3,1.4,1.6,11.0,2012-13,0.51,0.18,0
Ray Allen,MIA,79.0,25.8,3.7,8.2,0.449,1.8,0.419,1.9,0.48,0.555,1.8,2.0,0.886,0.5,2.2,2.7,1.7,0.8,0.2,1.3,10.9,2012-13,0.6,0.13,0
Jared Dudley,PHO,79.0,27.5,4.0,8.5,0.468,1.3,0.391,2.6,0.52,0.547,1.6,2.1,0.796,1.0,2.1,3.1,2.6,0.9,0.1,1.3,10.9,2012-13,0.58,0.14,0
Kyle Korver,ATL,74.0,30.5,3.7,8.1,0.461,2.6,0.457,1.2,0.471,0.618,0.9,1.1,0.859,0.3,3.6,4.0,2.0,0.9,0.5,0.9,10.9,2012-13,0.63,0.17,0
Jason Thompson,SAC,82.0,27.9,4.6,9.1,0.502,0.0,0.0,4.6,0.504,0.502,1.7,2.5,0.694,2.1,4.6,6.7,1.0,0.6,0.7,1.2,10.9,2012-13,0.53,0.16,0
Randy Foye,UTA,82.0,27.4,3.6,9.0,0.397,2.2,0.41,1.4,0.378,0.518,1.4,1.8,0.819,0.2,1.3,1.5,2.0,0.8,0.3,1.1,10.8,2012-13,0.55,0.1,0
Carl Landry,GSW,81.0,23.2,4.0,7.4,0.54,0.0,0.333,4.0,0.541,0.541,2.8,3.4,0.817,2.2,3.7,6.0,0.8,0.4,0.4,1.4,10.8,2012-13,0.61,0.16,0
Alan Anderson,TOR,65.0,23.0,3.6,9.5,0.383,1.5,0.333,2.2,0.426,0.46,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,10.7,2012-13,0.51,0.12,0
Ricky Rubio,MIN,57.0,29.7,3.2,9.0,0.36,0.5,0.293,2.8,0.374,0.386,3.7,4.6,0.799,0.8,3.2,4.0,7.3,2.4,0.1,3.0,10.7,2012-13,0.49,0.26,0
Carlos Delfino,HOU,67.0,25.2,3.7,9.3,0.405,2.4,0.375,1.4,0.467,0.532,0.7,0.8,0.857,0.3,3.0,3.3,2.0,1.0,0.1,1.1,10.6,2012-13,0.55,0.15,0
Byron Mullens,CHA,53.0,26.9,4.1,10.6,0.385,1.2,0.317,2.8,0.425,0.444,1.2,1.9,0.646,1.3,5.0,6.4,1.5,0.6,0.6,1.4,10.6,2012-13,0.46,0.21,0
Nick Young,PHI,59.0,23.9,3.8,9.2,0.413,1.3,0.357,2.5,0.449,0.482,1.8,2.2,0.82,0.4,1.8,2.2,1.4,0.6,0.2,0.8,10.6,2012-13,0.52,0.14,0
Shannon Brown,PHO,59.0,23.8,4.1,9.7,0.42,0.7,0.277,3.4,0.467,0.454,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1.0,0.3,1.3,10.5,2012-13,0.49,0.15,0
Mike Dunleavy,MIL,75.0,25.9,3.7,8.3,0.442,1.7,0.428,2.0,0.455,0.545,1.4,1.7,0.82,0.4,3.5,3.9,1.9,0.5,0.5,1.2,10.5,2012-13,0.58,0.15,0
Danny Green,SAS,80.0,27.5,3.7,8.3,0.448,2.2,0.429,1.5,0.48,0.581,0.8,1.0,0.848,0.5,2.6,3.1,1.8,1.2,0.7,1.2,10.5,2012-13,0.6,0.14,0
Chris Kaman,DAL,66.0,20.7,4.7,9.3,0.507,0.0,0.0,4.7,0.508,0.507,1.0,1.3,0.788,1.5,4.2,5.6,0.8,0.4,0.8,1.6,10.5,2012-13,0.53,0.18,0
Jason Richardson,PHI,33.0,28.4,4.1,10.2,0.402,1.7,0.341,2.4,0.462,0.487,0.6,1.0,0.606,0.6,3.3,3.8,1.5,1.2,0.5,0.8,10.5,2012-13,0.49,0.31,0
Tayshaun Prince,2TM,82.0,32.1,4.4,10.0,0.438,0.5,0.404,3.9,0.442,0.461,1.2,1.6,0.738,0.9,3.6,4.4,2.4,0.6,0.3,1.1,10.4,2012-13,0.49,0.13,0
Patrick Patterson,2TM,71.0,25.0,4.5,8.8,0.512,0.7,0.386,3.8,0.546,0.553,0.7,0.9,0.762,1.6,3.2,4.7,1.1,0.4,0.6,0.9,10.4,2012-13,0.57,0.17,0
Caron Butler,LAC,78.0,24.1,3.9,9.2,0.424,1.6,0.388,2.3,0.454,0.513,1.0,1.2,0.833,0.5,2.3,2.9,1.0,0.7,0.1,0.9,10.4,2012-13,0.53,0.11,0
Tyson Chandler,NYK,66.0,32.8,3.9,6.1,0.638,0.0,,3.9,0.638,0.638,2.7,3.9,0.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,10.4,2012-13,0.67,0.29,0
Matt Barnes,LAC,80.0,25.7,3.9,8.4,0.462,1.4,0.342,2.5,0.574,0.544,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1.0,0.8,1.1,10.3,2012-13,0.57,0.15,0
Andray Blatche,BRK,82.0,19.0,4.2,8.2,0.512,0.0,0.136,4.2,0.524,0.514,1.8,2.6,0.685,2.0,3.1,5.1,1.0,1.0,0.7,1.5,10.3,2012-13,0.55,0.14,0
Alonzo Gee,CLE,82.0,31.0,3.7,9.1,0.41,0.8,0.315,2.9,0.45,0.456,2.0,2.5,0.795,0.9,3.0,3.9,1.6,1.3,0.4,1.6,10.3,2012-13,0.5,0.12,0
Tiago Splitter,SAS,81.0,24.7,3.9,7.0,0.56,0.0,0.0,3.9,0.561,0.56,2.6,3.5,0.73,1.8,4.6,6.4,1.6,0.8,0.8,1.2,10.3,2012-13,0.6,0.18,0
Ömer Aşık,HOU,82.0,30.0,4.0,7.5,0.541,0.0,0.0,4.0,0.542,0.541,2.0,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,10.1,2012-13,0.56,0.21,0
Michael Beasley,PHO,75.0,20.7,4.1,10.2,0.405,0.6,0.313,3.5,0.426,0.434,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,10.1,2012-13,0.46,0.11,0
Jason Terry,BOS,79.0,26.9,3.6,8.2,0.434,1.6,0.372,2.0,0.498,0.529,1.4,1.7,0.87,0.2,1.8,2.0,2.5,0.8,0.1,1.3,10.1,2012-13,0.56,0.12,0
Amir Johnson,TOR,81.0,28.7,4.1,7.5,0.554,0.1,0.385,4.1,0.558,0.559,1.7,2.3,0.727,2.8,4.7,7.5,1.5,1.0,1.4,1.4,10.0,2012-13,0.59,0.2,0
Devin Harris,ATL,58.0,24.5,3.3,7.6,0.438,1.3,0.335,2.0,0.549,0.525,1.9,2.7,0.727,0.1,1.9,2.0,3.4,1.1,0.2,1.5,9.9,2012-13,0.56,0.17,0
Will Bynum,DET,65.0,18.8,3.9,8.3,0.469,0.4,0.316,3.5,0.494,0.491,1.6,2.0,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,9.8,2012-13,0.53,0.14,0
Richard Hamilton,CHI,50.0,21.8,4.1,9.5,0.429,0.3,0.308,3.8,0.444,0.446,1.3,1.5,0.857,0.3,1.3,1.7,2.4,0.5,0.1,1.7,9.8,2012-13,0.48,0.14,0
Larry Sanders,MIL,71.0,27.3,4.3,8.5,0.506,0.0,0.0,4.3,0.507,0.506,1.2,1.9,0.618,3.2,6.3,9.5,1.2,0.7,2.8,1.2,9.8,2012-13,0.52,0.25,0
Emeka Okafor,WAS,79.0,26.0,4.2,8.7,0.477,0.0,,4.2,0.477,0.477,1.4,2.4,0.571,2.5,6.2,8.8,1.2,0.6,1.0,1.4,9.7,2012-13,0.5,0.18,0
Marco Belinelli,CHI,73.0,25.8,3.3,8.4,0.395,1.1,0.357,2.2,0.416,0.46,1.9,2.3,0.839,0.2,1.7,1.9,2.0,0.6,0.1,1.1,9.6,2012-13,0.51,0.1,0
Andre Miller,DEN,82.0,26.2,3.7,7.7,0.479,0.2,0.266,3.5,0.504,0.493,2.0,2.4,0.84,0.7,2.2,2.9,5.9,0.9,0.1,2.1,9.6,2012-13,0.55,0.16,0
Trevor Ariza,WAS,56.0,26.3,3.4,8.1,0.417,1.4,0.364,2.0,0.463,0.501,1.4,1.7,0.821,0.8,4.0,4.8,2.0,1.3,0.4,1.5,9.5,2012-13,0.54,0.21,0
Gary Neal,SAS,68.0,21.8,3.6,8.8,0.412,1.3,0.355,2.3,0.454,0.487,0.9,1.1,0.865,0.2,1.9,2.1,1.9,0.4,0.0,1.0,9.5,2012-13,0.51,0.11,0
Chase Budinger,MIN,23.0,22.1,3.4,8.3,0.414,1.1,0.321,2.3,0.482,0.482,1.4,1.8,0.762,0.7,2.4,3.1,1.1,0.6,0.3,1.0,9.4,2012-13,0.52,0.36,0
Derrick Favors,UTA,77.0,23.2,3.6,7.4,0.482,0.0,0.0,3.6,0.487,0.482,2.3,3.4,0.688,2.4,4.7,7.1,1.0,0.9,1.7,1.7,9.4,2012-13,0.53,0.18,0
Antawn Jamison,LAL,76.0,21.5,3.5,7.6,0.464,1.1,0.361,2.4,0.535,0.537,1.2,1.8,0.691,1.4,3.3,4.8,0.7,0.4,0.3,0.7,9.4,2012-13,0.56,0.13,0
Harrison Barnes,GSW,81.0,25.4,3.4,7.8,0.439,0.6,0.359,2.8,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,9.2,2012-13,0.52,0.11,0
Avery Bradley,BOS,50.0,28.7,3.8,9.6,0.402,0.8,0.317,3.0,0.432,0.444,0.7,1.0,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,9.2,2012-13,0.46,0.15,0
Dorell Wright,PHI,79.0,22.6,3.0,7.6,0.396,1.7,0.374,1.3,0.429,0.508,1.5,1.8,0.851,0.5,3.3,3.8,1.9,0.8,0.4,0.8,9.2,2012-13,0.55,0.13,0
JaVale McGee,DEN,79.0,18.1,3.8,6.7,0.575,0.0,1.0,3.8,0.574,0.576,1.4,2.4,0.591,2.0,2.8,4.8,0.3,0.4,2.0,1.1,9.1,2012-13,0.59,0.15,0
Kevin Séraphin,WAS,79.0,21.8,4.2,9.1,0.461,0.0,,4.2,0.461,0.461,0.8,1.1,0.693,1.4,3.0,4.4,0.7,0.3,0.7,1.6,9.1,2012-13,0.47,0.11,0
Michael Kidd-Gilchrist,CHA,78.0,26.0,3.6,7.9,0.458,0.0,0.222,3.6,0.462,0.46,1.8,2.4,0.749,1.7,4.2,5.8,1.5,0.7,0.9,1.3,9.0,2012-13,0.5,0.15,0
Tony Allen,MEM,79.0,26.7,3.6,8.1,0.445,0.0,0.125,3.6,0.458,0.447,1.7,2.4,0.717,1.5,3.1,4.6,1.2,1.5,0.6,1.2,8.9,2012-13,0.49,0.13,0
Jonas Valančiūnas,TOR,62.0,23.9,3.3,5.9,0.557,0.0,,3.3,0.557,0.557,2.4,3.0,0.789,2.0,4.0,6.0,0.7,0.3,1.3,1.5,8.9,2012-13,0.62,0.2,0
DeAndre Jordan,LAC,82.0,24.5,3.8,6.0,0.643,0.0,,3.8,0.643,0.643,1.2,3.0,0.386,2.6,4.7,7.2,0.3,0.6,1.4,1.2,8.8,2012-13,0.6,0.16,0
John Salmons,SAC,76.0,30.0,3.2,8.1,0.399,1.3,0.371,1.9,0.42,0.48,1.1,1.4,0.773,0.4,2.3,2.7,3.0,0.7,0.3,1.1,8.8,2012-13,0.5,0.12,0
Kyle Singler,DET,82.0,28.0,3.4,7.8,0.428,0.9,0.35,2.5,0.464,0.483,1.2,1.5,0.806,1.3,2.7,4.0,0.9,0.7,0.5,1.2,8.8,2012-13,0.52,0.11,0
Lance Stephenson,IND,78.0,29.2,3.5,7.7,0.46,0.8,0.33,2.7,0.52,0.512,1.0,1.5,0.652,0.6,3.3,3.9,2.9,1.0,0.2,1.4,8.8,2012-13,0.53,0.14,0
Brandon Bass,BOS,81.0,27.6,3.5,7.3,0.486,0.0,0.0,3.5,0.487,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1.0,0.5,0.8,1.0,8.7,2012-13,0.53,0.14,0
Jerryd Bayless,MEM,80.0,22.1,3.3,7.8,0.419,0.9,0.353,2.4,0.45,0.476,1.3,1.5,0.836,0.3,1.9,2.2,3.3,0.7,0.2,1.5,8.7,2012-13,0.51,0.11,0
Chris Copeland,NYK,56.0,15.4,3.3,6.8,0.479,1.1,0.421,2.2,0.513,0.557,1.1,1.5,0.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,8.7,2012-13,0.58,0.12,0
Dante Cunningham,MIN,80.0,25.1,3.9,8.4,0.468,0.0,0.0,3.9,0.472,0.468,0.8,1.3,0.65,1.8,3.3,5.1,0.8,1.1,0.5,0.7,8.7,2012-13,0.48,0.13,0
Jimmy Butler,CHI,82.0,26.0,2.9,6.2,0.467,0.5,0.381,2.4,0.489,0.506,2.3,2.8,0.803,1.7,2.3,4.0,1.4,1.0,0.4,0.8,8.6,2012-13,0.58,0.13,0
Mario Chalmers,MIA,77.0,26.9,2.9,6.9,0.429,1.6,0.409,1.4,0.456,0.545,1.2,1.5,0.795,0.2,2.0,2.2,3.5,1.5,0.2,1.5,8.6,2012-13,0.57,0.13,0
Alexey Shved,MIN,77.0,23.9,3.1,8.2,0.372,1.1,0.295,2.0,0.435,0.439,1.4,1.9,0.72,0.5,1.7,2.3,3.7,0.7,0.4,1.9,8.6,2012-13,0.48,0.11,0
Eric Bledsoe,LAC,76.0,20.4,3.3,7.5,0.445,0.4,0.397,2.9,0.453,0.473,1.4,1.8,0.791,1.0,1.9,3.0,3.1,1.4,0.7,1.8,8.5,2012-13,0.51,0.14,0
Brandan Wright,DAL,64.0,18.0,3.8,6.3,0.597,0.0,0.0,3.8,0.601,0.597,0.9,1.5,0.615,1.3,2.7,4.1,0.6,0.4,1.2,0.5,8.5,2012-13,0.61,0.18,0
Chauncey Billups,LAC,22.0,19.0,2.4,6.0,0.402,1.5,0.367,0.9,0.476,0.527,2.0,2.2,0.938,0.1,1.4,1.5,2.2,0.5,0.0,1.2,8.4,2012-13,0.6,0.35,0
Marreese Speights,2TM,79.0,16.5,3.3,7.4,0.445,0.0,0.3,3.3,0.448,0.448,1.7,2.2,0.771,1.8,3.0,4.9,0.6,0.3,0.7,1.0,8.3,2012-13,0.5,0.12,0
Jermaine O'Neal,PHO,55.0,18.7,3.3,6.7,0.482,0.0,,3.3,0.482,0.482,1.7,2.1,0.835,1.5,3.8,5.3,0.8,0.3,1.4,1.3,8.3,2012-13,0.54,0.2,0
Beno Udrih,2TM,66.0,22.1,3.2,7.2,0.441,0.5,0.333,2.7,0.471,0.477,1.3,1.6,0.816,0.5,1.6,2.1,4.6,0.6,0.0,1.6,8.2,2012-13,0.52,0.15,0
Maurice Harkless,ORL,76.0,26.0,3.4,7.4,0.461,0.4,0.274,3.0,0.51,0.489,1.0,1.7,0.57,1.6,2.8,4.4,0.7,1.2,0.8,0.9,8.2,2012-13,0.5,0.13,0
Markieff Morris,PHO,82.0,22.4,3.2,8.0,0.407,0.5,0.336,2.7,0.426,0.442,1.1,1.5,0.732,1.6,3.2,4.8,1.3,0.9,0.8,1.3,8.2,2012-13,0.47,0.12,0
Jason Smith,NOH,51.0,17.2,3.3,6.7,0.49,0.0,0.0,3.3,0.496,0.49,1.7,2.0,0.843,1.3,2.4,3.6,0.7,0.3,0.9,1.1,8.2,2012-13,0.54,0.17,0
Taj Gibson,CHI,65.0,22.4,3.3,6.8,0.485,0.0,0.0,3.3,0.49,0.485,1.4,2.0,0.679,1.9,3.4,5.3,0.9,0.4,1.4,1.2,8.0,2012-13,0.52,0.16,0
Wesley Johnson,PHO,50.0,19.1,3.2,7.9,0.407,1.0,0.323,2.2,0.461,0.47,0.5,0.7,0.771,0.4,2.0,2.5,0.7,0.4,0.4,1.0,8.0,2012-13,0.49,0.12,0
Kosta Koufos,DEN,81.0,22.4,3.6,6.3,0.581,0.0,0.0,3.6,0.582,0.581,0.7,1.3,0.558,2.6,4.3,6.9,0.4,0.5,1.3,0.7,8.0,2012-13,0.58,0.16,0
Wayne Ellington,2TM,78.0,21.3,2.9,6.8,0.427,1.2,0.392,1.7,0.457,0.516,0.9,1.0,0.907,0.3,1.8,2.1,1.3,0.6,0.0,0.7,7.9,2012-13,0.55,0.09,0
Andre Drummond,DET,60.0,20.7,3.5,5.7,0.608,0.0,0.5,3.5,0.609,0.61,1.0,2.7,0.371,2.8,4.8,7.6,0.5,1.0,1.6,1.0,7.9,2012-13,0.57,0.23,0
Jodie Meeks,LAL,78.0,21.3,2.6,6.8,0.387,1.6,0.357,1.1,0.441,0.502,1.1,1.2,0.896,0.5,1.7,2.2,0.9,0.7,0.1,0.7,7.9,2012-13,0.54,0.09,0
Tyler Zeller,CLE,77.0,26.4,3.2,7.3,0.438,0.0,0.0,3.2,0.441,0.438,1.6,2.0,0.764,2.1,3.6,5.7,1.2,0.5,0.9,1.2,7.9,2012-13,0.48,0.14,0
Courtney Lee,BOS,78.0,24.9,3.2,6.8,0.464,0.7,0.372,2.4,0.503,0.519,0.8,0.9,0.861,0.4,2.0,2.4,1.8,1.1,0.3,1.1,7.8,2012-13,0.54,0.11,0
E'Twaun Moore,ORL,75.0,22.4,3.2,8.0,0.396,0.9,0.34,2.3,0.424,0.452,0.6,0.8,0.797,0.6,1.6,2.2,2.7,0.7,0.3,1.4,7.8,2012-13,0.47,0.1,0
Andrew Nicholson,ORL,75.0,16.7,3.4,6.5,0.527,0.0,,3.4,0.527,0.527,1.0,1.3,0.798,0.9,2.5,3.4,0.6,0.3,0.4,1.1,7.8,2012-13,0.55,0.11,0
Ed Davis,2TM,81.0,20.1,3.2,6.0,0.539,0.0,,3.2,0.539,0.539,1.3,2.1,0.617,1.9,3.8,5.7,0.8,0.5,1.0,0.8,7.7,2012-13,0.56,0.14,0
Marcus Morris,2TM,77.0,19.8,2.9,6.8,0.422,1.1,0.369,1.8,0.464,0.504,0.9,1.5,0.564,1.0,2.6,3.6,0.8,0.6,0.3,1.0,7.7,2012-13,0.52,0.1,0
Kirk Hinrich,CHI,60.0,29.4,2.7,7.0,0.377,1.2,0.39,1.5,0.367,0.461,1.2,1.6,0.714,0.3,2.4,2.6,5.2,1.1,0.4,1.7,7.7,2012-13,0.5,0.18,0
Jonas Jerebko,DET,49.0,18.2,2.9,6.4,0.449,0.5,0.301,2.4,0.502,0.489,1.4,1.8,0.773,1.4,2.4,3.8,0.9,0.8,0.2,0.9,7.7,2012-13,0.54,0.18,0
A.J. Price,WAS,57.0,22.4,2.8,7.2,0.39,1.2,0.35,1.6,0.427,0.475,0.9,1.1,0.79,0.4,1.6,2.0,3.6,0.6,0.1,1.1,7.7,2012-13,0.5,0.15,0
Gerald Wallace,BRK,69.0,30.1,2.6,6.6,0.397,0.7,0.282,2.0,0.461,0.448,1.8,2.8,0.637,1.0,3.6,4.6,2.6,1.4,0.7,1.6,7.7,2012-13,0.49,0.15,0
Thabo Sefolosha,OKC,81.0,27.5,2.8,5.8,0.481,1.3,0.419,1.4,0.558,0.597,0.7,0.9,0.826,0.7,3.2,3.9,1.5,1.3,0.5,0.8,7.6,2012-13,0.61,0.13,0
Toney Douglas,2TM,71.0,18.2,2.6,6.6,0.403,1.2,0.38,1.5,0.424,0.491,1.1,1.2,0.905,0.5,1.5,1.9,2.1,1.0,0.0,1.1,7.5,2012-13,0.53,0.1,0
Linas Kleiza,TOR,20.0,18.8,2.4,7.2,0.333,1.0,0.303,1.4,0.359,0.403,1.6,1.9,0.842,0.5,2.1,2.6,0.8,0.2,0.1,0.7,7.4,2012-13,0.46,0.26,0
Al-Farouq Aminu,NOH,76.0,27.2,3.0,6.2,0.475,0.1,0.211,2.9,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,7.3,2012-13,0.52,0.17,0
Steve Blake,LAL,45.0,26.1,2.5,6.0,0.422,1.6,0.421,0.9,0.424,0.556,0.6,0.8,0.771,0.5,2.5,2.9,3.8,0.8,0.1,1.4,7.3,2012-13,0.57,0.22,0
Earl Clark,LAL,59.0,23.1,2.9,6.5,0.44,0.6,0.337,2.3,0.479,0.486,0.9,1.3,0.697,1.4,4.1,5.5,1.1,0.6,0.7,1.1,7.3,2012-13,0.52,0.17,0
Elton Brand,DAL,72.0,21.2,3.1,6.6,0.473,0.0,0.0,3.1,0.474,0.473,0.9,1.3,0.71,1.8,4.2,6.0,1.0,0.7,1.3,0.8,7.2,2012-13,0.5,0.16,0
Jimmer Fredette,SAC,69.0,14.0,2.5,5.9,0.421,0.9,0.417,1.6,0.423,0.5,1.2,1.4,0.859,0.3,0.8,1.0,1.3,0.4,0.0,1.0,7.2,2012-13,0.55,0.08,0
Enes Freedom,UTA,70.0,15.4,2.9,5.4,0.544,0.0,1.0,2.9,0.542,0.545,1.3,1.7,0.795,1.9,2.4,4.3,0.4,0.4,0.5,1.4,7.2,2012-13,0.59,0.12,0
Kenyon Martin,NYK,18.0,23.9,3.1,5.2,0.602,0.0,,3.1,0.602,0.602,0.9,2.2,0.425,1.9,3.4,5.3,0.4,0.9,0.9,0.9,7.2,2012-13,0.58,0.58,0
Marvin Williams,UTA,73.0,23.7,2.7,6.4,0.423,0.7,0.325,2.0,0.477,0.481,1.1,1.4,0.778,0.8,2.8,3.6,1.1,0.5,0.5,0.8,7.2,2012-13,0.51,0.11,0
Aaron Brooks,2TM,53.0,18.8,2.7,6.0,0.453,0.9,0.373,1.8,0.511,0.532,0.8,1.0,0.769,0.2,1.3,1.5,2.2,0.6,0.2,1.3,7.1,2012-13,0.55,0.13,0
Brian Roberts,NOH,78.0,17.0,2.7,6.6,0.417,0.8,0.386,2.0,0.43,0.475,0.9,1.0,0.909,0.2,1.0,1.2,2.8,0.5,0.0,0.9,7.1,2012-13,0.5,0.09,0
Alec Burks,UTA,64.0,17.8,2.5,6.1,0.42,0.5,0.359,2.0,0.439,0.463,1.4,2.0,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,7.0,2012-13,0.5,0.09,0
Gerald Green,IND,60.0,18.0,2.6,7.1,0.366,1.0,0.314,1.6,0.407,0.435,0.9,1.1,0.8,0.5,1.8,2.4,0.8,0.3,0.4,0.9,7.0,2012-13,0.46,0.09,0
Tyler Hansbrough,IND,81.0,16.9,2.2,5.0,0.432,0.0,0.0,2.2,0.436,0.432,2.7,3.7,0.72,2.0,2.6,4.6,0.4,0.4,0.2,1.0,7.0,2012-13,0.53,0.1,0
Brandon Rush,GSW,2.0,12.5,3.0,4.5,0.667,0.0,0.0,3.0,0.857,0.667,1.0,1.5,0.667,0.0,0.5,0.5,1.0,0.0,0.0,1.5,7.0,2012-13,0.68,2.5,0
Rasheed Wallace,NYK,21.0,14.1,2.6,6.8,0.387,1.0,0.319,1.6,0.452,0.465,0.7,1.0,0.7,0.5,3.4,4.0,0.3,0.6,0.7,0.5,7.0,2012-13,0.48,0.36,0
Hakim Warrick,2TM,28.0,17.5,2.4,5.9,0.406,0.0,0.0,2.4,0.414,0.406,2.1,3.1,0.682,0.8,2.4,3.2,0.9,0.5,0.2,1.0,6.9,2012-13,0.47,0.22,0
Jason Maxiell,DET,72.0,24.8,2.8,6.3,0.446,0.0,,2.8,0.446,0.446,1.3,2.0,0.621,1.9,3.8,5.7,0.8,0.4,1.3,1.1,6.9,2012-13,0.48,0.14,0
Jeremy Pargo,2TM,39.0,16.8,2.5,6.4,0.396,0.6,0.338,1.9,0.42,0.446,1.1,1.6,0.677,0.2,1.1,1.3,2.4,0.3,0.1,1.3,6.8,2012-13,0.48,0.13,0
Iman Shumpert,NYK,45.0,22.1,2.4,6.1,0.396,1.1,0.402,1.3,0.392,0.489,0.8,1.0,0.766,0.7,2.3,3.0,1.7,1.0,0.2,0.8,6.8,2012-13,0.52,0.18,0
Charlie Villanueva,DET,69.0,15.8,2.5,6.7,0.377,1.3,0.347,1.2,0.415,0.474,0.4,0.7,0.551,0.7,2.8,3.5,0.8,0.4,0.6,0.6,6.8,2012-13,0.49,0.1,0
C.J. Watson,BRK,80.0,19.0,2.4,5.7,0.418,1.1,0.411,1.3,0.424,0.514,0.9,1.1,0.78,0.5,1.3,1.8,2.0,0.8,0.2,0.9,6.8,2012-13,0.55,0.09,0
Samuel Dalembert,MIL,47.0,16.3,2.9,5.4,0.542,0.0,1.0,2.9,0.54,0.543,0.8,1.2,0.691,2.2,3.6,5.9,0.4,0.4,1.1,1.1,6.7,2012-13,0.57,0.22,0
Jordan Hill,LAL,29.0,15.8,2.7,5.3,0.497,0.0,0.0,2.7,0.503,0.497,1.4,2.1,0.656,2.8,2.9,5.7,0.4,0.3,0.7,0.9,6.7,2012-13,0.54,0.33,0
Josh Howard,MIN,11.0,18.8,2.8,7.0,0.403,0.5,0.313,2.4,0.426,0.435,0.6,1.1,0.583,0.8,2.5,3.3,0.4,0.9,0.3,0.9,6.7,2012-13,0.45,0.55,0
Luc Mbah a Moute,MIL,58.0,22.9,2.6,6.5,0.401,0.2,0.351,2.4,0.406,0.418,1.2,2.2,0.571,1.5,2.9,4.4,0.9,0.7,0.2,1.2,6.7,2012-13,0.45,0.12,0
Shane Battier,MIA,72.0,24.8,2.1,5.0,0.42,1.9,0.43,0.2,0.348,0.608,0.4,0.5,0.842,0.5,1.8,2.3,1.0,0.6,0.8,0.5,6.6,2012-13,0.63,0.11,0
Ivan Johnson,ATL,69.0,15.0,2.7,5.2,0.52,0.0,0.077,2.7,0.536,0.521,1.2,1.9,0.618,1.1,2.8,3.9,0.7,0.8,0.2,1.0,6.6,2012-13,0.55,0.12,0
Cartier Martin,WAS,41.0,16.9,2.3,6.1,0.381,1.4,0.397,0.9,0.358,0.496,0.5,0.7,0.714,0.3,2.2,2.4,0.5,0.5,0.1,0.8,6.6,2012-13,0.51,0.13,0
Steve Novak,NYK,81.0,20.3,2.2,5.3,0.414,1.8,0.425,0.4,0.367,0.587,0.4,0.4,0.909,0.2,1.7,1.9,0.4,0.3,0.1,0.1,6.6,2012-13,0.6,0.08,0
Jannero Pargo,3TM,32.0,15.8,2.4,6.6,0.368,1.2,0.336,1.2,0.406,0.46,0.4,0.4,0.923,0.3,0.8,1.1,2.1,0.6,0.1,1.3,6.5,2012-13,0.48,0.15,0
Jannero Pargo,WAS,7.0,14.6,1.1,4.6,0.25,0.4,0.15,0.7,0.417,0.297,0.3,0.3,1.0,0.0,0.9,0.9,2.0,0.0,0.1,1.1,3.0,2012-13,0.32,0.2,0
Jannero Pargo,ATL,7.0,16.1,1.9,5.4,0.342,1.0,0.35,0.9,0.333,0.434,0.3,0.3,1.0,0.1,0.9,1.0,2.7,0.4,0.0,0.7,5.0,2012-13,0.45,0.7,0
Jannero Pargo,CHA,18.0,16.2,3.2,7.9,0.401,1.6,0.382,1.6,0.424,0.504,0.4,0.5,0.889,0.5,0.7,1.2,1.9,0.8,0.1,1.6,8.4,2012-13,0.52,0.33,0
Quincy Pondexter,MEM,59.0,21.1,2.2,5.1,0.428,1.0,0.395,1.2,0.463,0.528,1.0,1.3,0.787,0.7,1.5,2.2,1.0,0.6,0.1,0.7,6.4,2012-13,0.56,0.11,0
Terrence Ross,TOR,73.0,17.0,2.5,6.3,0.407,0.9,0.332,1.7,0.464,0.478,0.4,0.6,0.714,0.5,1.5,2.0,0.7,0.6,0.2,0.7,6.4,2012-13,0.49,0.07,0
P.J. Tucker,PHO,79.0,24.2,2.7,5.6,0.473,0.3,0.314,2.4,0.503,0.498,0.8,1.1,0.744,1.7,2.8,4.4,1.4,0.8,0.2,0.8,6.4,2012-13,0.53,0.12,0
